"","locationID","Latitude","Longitude"
"2509","VRB",27.6556,80.4181
"2510","48FL",30.8142,87.475
"2511","49FL",30.9772,87.495
"2512","CHN",27.5149,81.8806
"2513","2FL0",30.4569,85.6861
"2514","15FD",30.6586,85.53
"2515","47FL",28.9642,81.7789
"2516","97FL",28.9619,81.8914
"2517","3FL0",29.4361,81.6567
"2518","FD74",28.0658,80.9022
"2519","F45",26.8459,80.2222
"2520","LNA",26.5931,80.085
"2521","PBI",26.6832,80.0956
"2522","FD38",26.6464,80.2942
"2523","X60",29.3542,82.4728
"2524","96FL",29.2425,82.5453
"2525","FD77",27.712,82.2828
"2526","FL95",27.7086,80.4528
"2527","GIF",28.0628,81.7533
"2528","FL54",29.9356,82.4106
"2529","6FD5",27.7786,81.0997
"2530","83FL",30.6189,81.5336
"2531","X61",28.7353,81.6292
"2532","FA83",28.7264,81.6508
"2533","FL97",28.7603,81.6058
"2534","ZPH",28.2281,82.1558
"2535","FL00",27.4189,81.8325
"2536","67FL",27.4556,82.105
"2537","15J",31.1372,83.4539
"2538","GA14",31.4031,84.3228
"2539","ABY",31.5356,84.1944
"2540","AMG",31.5361,82.5067
"2541","ACJ",32.1108,84.1889
"2542","0GE7",33.5203,82.3725
"2543","4GA8",31.4156,84.7131
"2544","GA22",31.4386,84.7083
"2545","GE12",31.7486,83.5736
"2546","75J",31.6858,83.6322
"2547","AHN",33.9486,83.3264
"2548","RYY",34.0133,84.5969
"2549","PDK",33.8756,84.3019
"2550","FTY",33.7792,84.5214
"2551","ATL",33.6367,84.4281
"2552","CCO",33.3117,84.7697
"2553","FFC",33.3572,84.5719
"2554","4GE1",30.7239,84.5411
"2555","AGS",33.37,81.9644
"2556","DNL",33.4664,82.0394
"2557","83GA",30.9997,84.5061
"2558","BGE",30.9717,84.6369
"2559","GA59",33.1,84.0586
"2560","GA86",32.9839,84.0956
"2561","BHC",31.7139,82.3939
"2562","DZJ",34.8544,83.9972
"2563","BIJ",31.3975,84.8947
"2564","57GA",34.8631,84.3939
"2565","61GA",33.3019,82.1722
"2566","GA15",33.7086,83.5792
"2567","GE35",33.7314,83.4697
"2568","GA16",33.7242,83.5669
"2569","GA61",33.2689,84.4972
"2570","BQK",31.2592,81.4664
"2571","SSI",31.1519,81.3911
"2572","82A",32.2828,84.5036
"2573","6A1",32.5675,84.2508
"2574","GA63",32.1794,83.9
"2575","GA17",32.1689,83.9736
"2576","GE27",32.6022,83.7542
"2577","70J",30.8881,84.1547
"2578","GA65",34.4369,84.9197
"2579","CZL",34.4556,84.9392
"2580","CXU",31.2131,84.2353
"2581","18A",34.3403,83.1308
"2582","47A",34.3106,84.4239
"2583","3GE3",34.4119,83.1842
"2584","33GA",34.26,83.2867
"2585","78GA",33.5042,85.0172
"2586","8GA8",33.5772,85.0031
"2587","6GA8",33.5078,85.1856
"2588","CTJ",33.6317,85.1522
"2589","27GA",33.6583,85.01
"2590","VPC",34.1231,84.8486
"2591","53GA",34.1678,85.2586
"2592","4A4",34.0186,85.1464
"2593","7GE5",33.3592,85.1175
"2594","GA67",34.7681,83.5931
"2595","CWV",32.195,81.8694
"2596","GA19",32.1572,81.8886
"2597","GA18",34.8328,83.4097
"2598","GE99",34.9144,83.4597
"2599","GA09",34.4517,83.7886
"2600","21GE",34.5497,83.8222
"2601","0GE5",34.5617,83.7136
"2602","9GA1",32.4489,81.3369
"2603","48A",32.4006,83.2783
"2604","CSG",32.5164,84.9389
"2605","02GA",34.2025,83.4292
"2606","88GA",33.1119,84.4447
"2607","1GE5",33.1011,84.3936
"2608","GA68",33.1147,84.4492
"2609","GA75",33.0872,84.4053
"2610","GA73",33.1617,84.4533
"2611","GA74",33.0417,84.4125
"2612","4GA1",33.0447,84.3983
"2613","2GA5",33.0417,84.4322
"2614","36GA",33.73,83.9747
"2615","GA80",33.7822,83.9889
"2616","CKF",31.9889,83.7739
"2617","AJR",34.4997,83.5567
"2618","07GA",33.675,83.7631
"2619","9A1",33.6322,83.8475
"2620","9GE7",33.5314,83.7919
"2621","GA83",33.5467,83.8056
"2622","2GE7",34.9581,84.7792
"2623","GA20",30.8111,81.4628
"2624","4GA9",34.2422,84.0572
"2625","GA27",34.1011,84.1611
"2626","6GA0",34.1325,84.1994
"2627","25J",31.7019,84.8269
"2628","9A0",34.5831,84.02
"2629","PUJ",33.9119,84.9406
"2630","DNN",34.7231,84.8703
"2631","GA72",34.8817,84.8897
"2632","7GA4",32.5811,83.2678
"2633","3GE7",31.4128,81.4372
"2634","GA21",31.4614,81.3386
"2635","08GA",31.4258,81.2858
"2636","16J",31.7433,84.4192
"2637","9GA3",31.8397,84.4817
"2638","30GA",34.4589,84.1814
"2639","17J",31.0069,84.8775
"2640","DQH",31.4767,82.8606
"2641","4GA6",33.6619,84.6806
"2642","25GA",33.6594,84.6631
"2643","0GE0",33.7819,84.8008
"2644","GE26",32.3817,83.0597
"2645","23GE",32.3831,83.1
"2646","DBN",32.5644,82.9853
"2647","9GA8",32.6936,82.8989
"2648","EZM",32.2164,83.1286
"2649","9GA9",33.2181,83.3172
"2650","32GA",33.4542,83.2778
"2651","GA48",31.5861,84.7906
"2652","27A",34.0953,82.8158
"2653","49A",34.6283,84.5267
"2654","4GA4",34.8467,84.7547
"2655","02GE",34.1753,84.9244
"2656","GA25",30.6914,82.5675
"2657","GA91",33.3969,84.4603
"2658","GA92",33.5194,84.5144
"2659","GA95",33.5261,84.5022
"2660","GA94",33.4914,84.4894
"2661","GA90",33.4519,84.4094
"2662","19GA",33.4236,84.5
"2663","74GA",31.8347,83.2186
"2664","FZG",31.6839,83.2708
"2665","3J6",30.7964,82.0281
"2666","GA76",33.1547,83.8989
"2667","LSF",32.3372,84.9914
"2668","79GA",31.4914,85.0167
"2669","LHW",31.8892,81.5622
"2670","1GE4",32.5011,83.9333
"2671","GE25",32.6833,83.8569
"2672","GA99",32.5489,83.8019
"2673","5GE1",32.5703,83.7219
"2674","1GE3",33.2539,85.1703
"2675","5GA7",33.2017,85.2306
"2676","GA81",32.5478,83.8269
"2677","GVL",34.2725,83.8303
"2678","7GA3",32.6633,82.0753
"2679","97GA",34.2681,83.6722
"2680","80GA",33.2586,84.8447
"2681","3J7",33.5978,83.1389
"2682","2GE3",33.6761,83.2594
"2683","10GA",33.325,84.2983
"2684","GA62",33.255,84.4003
"2685","6A2",33.2269,84.275
"2686","4GA7",33.1344,84.2542
"2687","5GA5",33.2597,84.3494
"2688","8GA6",33.1622,84.3206
"2689","GA43",32.3214,81.4267
"2690","1GA5",30.9311,83.3836
"2691","4A7",33.3892,84.3322
"2692","0GA0",33.3561,84.3672
"2693","6GA1",33.1989,84.5839
"2694","5GA0",33.2275,84.5444
"2695","0GA2",34.3778,82.9458
"2696","0GA1",34.4778,82.8972
"2697","51A",32.2836,83.4386
"2698","AZE",31.8847,82.6475
"2699","2J2",31.7847,81.6411
"2700","GA29",33.1561,84.4311
"2701","HOE",31.0558,82.7742
"2702","98GA",33.2056,83.9125
"2703","0GE1",31.6656,83.4472
"2704","GA01",33.1978,84.0844
"2705","62GA",33.3244,83.9164
"2706","JZP",34.4533,84.4572
"2707","19A",34.1744,83.5611
"2708","09J",31.0744,81.4278
"2709","0GA6",33.7333,83.8189
"2710","JES",31.5539,81.8825
"2711","15GA",32.6803,82.4789
"2712","9A5",34.6886,85.2906
"2713","GE05",34.6156,85.3431
"2714","GA98",32.9486,85.0539
"2715","LGC",33.0089,85.0725
"2716","GA44",33.0792,85.0317
"2717","LZU",33.9781,83.9625
"2718","GE11",34.6058,85.4619
"2719","8GA3",31.7753,84.125
"2720","5GA6",32.15,83.8614
"2721","3GE8",33.8433,82.4789
"2722","00GA",33.7675,84.0683
"2723","GA04",33.3656,84.1653
"2724","GE33",33.3044,84.1367
"2725","6GA4",33.7969,83.8514
"2726","2J3",32.9861,82.3847
"2727","GA89",33.4758,84.2769
"2728","1GA2",33.1772,84.7486
"2729","MAC",32.8222,83.5619
"2730","MCN",32.6928,83.6492
"2731","GA50",33.5975,83.5178
"2732","1GE7",33.5172,83.4397
"2733","52A",33.6122,83.4606
"2734","GA36",34.3917,84.2417
"2735","MGE",33.9153,84.5164
"2736","63GA",33.4528,84.0953
"2737","MQW",32.0958,82.88
"2738","MHP",32.3739,82.0792
"2739","92GE",32.8453,82.2708
"2740","MLJ",33.1542,83.2406
"2741","9GA6",33.0978,83.4047
"2742","2J5",32.8936,81.9653
"2743","4GE0",32.9361,81.6619
"2744","77GA",33.1639,84.2136
"2745","1GA9",33.7614,83.6528
"2746","67GA",33.8592,83.5878
"2747","GA00",33.8256,83.6397
"2748","D73",33.7825,83.6928
"2749","53A",32.3019,84.0075
"2750","GA06",33.3325,83.7269
"2751","4GE3",32.4989,83.1917
"2752","91GA",33.2736,84.7933
"2753","MGR",31.085,83.8033
"2754","MUL",31.1378,83.7042
"2755","09GA",31.1114,83.6842
"2756","GE04",32.6669,84.9656
"2757","4J1",31.2075,81.9058
"2758","4J2",31.2125,83.2264
"2759","1GA8",31.1786,83.2267
"2760","GE01",30.9189,83.0689
"2761","2GA0",33.5264,83.6381
"2762","2GE8",33.4642,84.6633
"2763","GA79",33.3447,84.9114
"2764","26GA",33.3361,84.9139
"2765","17GA",33.4667,84.8661
"2766","13GE",32.3608,82.3181
"2767","2GA1",33.6806,83.8528
"2768","89GE",33.5375,84.6389
"2769","GA31",33.4736,84.6736
"2770","1GE6",31.3725,82.1233
"2771","PXE",32.5106,83.7672
"2772","PIM",32.8406,84.8825
"2773","47GA",32.2197,83.8553
"2774","2GA3",32.2064,83.7864
"2775","44GA",32.1044,83.4831
"2776","7A9",32.0886,84.3725
"2777","22GA",34.4292,85.0544
"2778","4J5",30.805,83.5867
"2779","RVJ",32.0589,82.1517
"2780","GA34",32.0322,82.0414
"2781","05GA",32.0714,84.7144
"2782","GA03",34.8694,85.1997
"2783","3GE4",34.73,85.5419
"2784","0GA9",32.7139,84.0275
"2785","0GE9",32.6939,81.7986
"2786","RMG",34.3508,85.1586
"2787","8GA1",33.4211,85.1619
"2788","OKZ",32.9667,82.8381
"2789","GA35",32.1575,81.3967
"2790","GA39",31.9844,81.2461
"2791","SVN",32.01,81.1461
"2792","SAV",32.1275,81.2022
"2793","64GA",33.2833,84.5389
"2794","2GA8",34.3497,85.0769
"2795","29GA",33.3842,84.6319
"2796","72GA",31.5836,81.2331
"2797","1GA0",31.6394,81.3289
"2798","2GA9",33.8092,83.9997
"2799","18GA",33.6931,83.6578
"2800","3GA8",32.3294,82.635
"2801","4J8",32.3875,82.5633
"2802","2GA2",32.3947,81.2806
"2803","4J6",30.7533,81.5583
"2804","GA07",32.2372,81.645
"2805","1GA4",32.3286,81.7553
"2806","TBR",32.4828,81.7369
"2807","4A0",33.5356,84.1792
"2808","3GA0",33.5275,84.1569
"2809","GA87",34.6981,84.0128
"2810","GA23",34.5783,85.3839
"2811","0GE4",33.3314,84.2667
"2812","SBO",32.6092,82.37
"2813","76GA",32.7447,81.6131
"2814","JYL",32.6453,81.5972
"2815","GA88",32.9772,81.5361
"2816","13GA",31.3667,83.755
"2817","SYV",31.5564,83.8942
"2818","3GA1",32.725,84.3583
"2819","85GA",34.1722,83.7311
"2820","0GA3",33.77,85.0608
"2821","55GE",34.9806,84.7417
"2822","OPN",32.955,84.2642
"2823","TVI",30.9017,83.8811
"2824","HQU",33.5297,82.5169
"2825","TMA",31.4289,83.4886
"2826","69GE",33.9231,82.6528
"2827","TOC",34.5928,83.2964
"2828","0GE3",34.9047,85.4597
"2829","86GA",34.8678,85.0611
"2830","51GA",33.5081,84.6006
"2831","94GA",32.2631,83.7872
"2832","50GA",30.9508,83.2342
"2833","7GA2",30.7789,83.2019
"2834","VAD",30.9686,83.1931
"2835","0GA8",30.8872,83.4161
"2836","VLD",30.7814,83.2761
"2837","8GA9",33.2767,84.4108
"2838","VDI",32.1928,82.3711
"2839","3GA5",33.6369,84.9389
"2840","81GA",33.6408,84.905
"2841","20GA",33.7567,84.885
"2842","82GA",32.8089,82.3853
"2843","5A9",32.9372,84.6961
"2844","WRB",32.6403,83.5919
"2845","5A2",32.5606,83.6767
"2846","IIY",33.7794,82.8158
"2847","1GE9",32.7144,84.7181
"2848","GA47",31.1853,82.2733
"2849","AYS",31.2492,82.3956
"2850","BXG",33.0414,82.0028
"2851","3GA7",33.1625,81.7683
"2852","GE30",33.2211,81.9953
"2853","3GA6",33.5706,84.8983
"2854","6GA5",33.5781,84.9069
"2855","5GA2",33.5731,84.9097
"2856","95GA",33.4558,84.9431
"2857","7GA9",33.5706,84.8978
"2858","96GA",33.1858,84.3681
"2859","5GA3",33.16,84.3653
"2860","GA2",33.1833,84.3717
"2861","WDR",33.9828,83.6675
"2862","1GE2",32.8444,84.5439
"2863","6GE2",32.8328,84.5378
"2864","5GA4",34.1058,84.4486
"2865","3GE9",34.14,84.3781
"2866","3RU",33.3328,84.4008
"2867","65J",33.2228,82.3844
"2868","01GE",32.6744,82.7711
"2869","GA49",32.9278,84.1414
"2870","9GA0",33.0569,84.3425
"2871","GA10",33.0689,84.3519
"2872","3GA9",33.1333,84.3775
"2873","GUM",13.4839,144.7972
"2874","UAM",13.5839,144.93
"2875","BSF",19.76,155.5539
"2876","HNM",20.7956,156.0144
"2877","HI01",22.2092,159.4456
"2878","HI03",22.0413,159.3897
"2879","PAK",21.8969,159.6031
"2880","UPP",20.2652,155.86
"2881","ITO",19.7202,155.0483
"2882","HI05",20.0836,155.5022
"2883","NPS",21.3649,157.9597
"2884","HNL",21.3187,157.9225
"2885","OGG",20.8986,156.4306
"2886","KOA",19.7388,156.0456
"2887","HI13",19.7886,155.85
"2888","LUP",21.211,156.9736
"2889","MUE",20.0013,155.6681
"2890","NGF",21.4504,157.7681
"2891","JRF",21.3074,158.0703
"2892","MKK",21.1529,157.0961
"2893","HI49",21.1479,157.2586
"2894","BKH",22.0228,159.785
"2895","JHM",20.9629,156.6731
"2896","LNY",20.7856,156.9514
"2897","LIH",21.976,159.3389
"2898","HDH",21.5795,158.1972
"2899","HI23",19.5475,155.1083
"2900","HI25",19.1228,155.5781
"2901","HI27",20.0283,155.3881
"2902","HI28",19.2161,155.4686
"2903","HI29",19.2275,155.5094
"2904","HI33",21.9424,159.4403
"2905","HI46",21.9658,159.4272
"2906","HFS",23.8641,166.2847
"2907","HHI",21.4847,158.0397
"2908","4C7",42.5475,93.0333
"2909","4C8",40.9944,92.7631
"2910","AXA",43.0778,94.2719
"2911","K98",42.7639,92.8044
"2912","C11",41.7936,91.8647
"2913","AMW",41.9919,93.6219
"2914","Y43",41.4403,94.7697
"2915","IKV",41.6911,93.5664
"2916","46IA",41.7558,93.5667
"2917","AIO",41.4039,95.0489
"2918","ADU",41.7014,94.9206
"2919","Y46",40.6378,94.7294
"2920","TZT",41.8789,92.2844
"2921","Y48",42.8528,93.5947
"2922","IA27",40.9778,92.5878
"2923","4K6",40.7322,92.4283
"2924","BNW",42.0494,93.8475
"2925","09IA",41.7458,92.4094
"2926","IA70",43.4258,93.8358
"2927","BRL",40.7833,91.1256
"2928","CIN",42.0461,94.7889
"2929","97IA",41.2558,95.4767
"2930","24IA",42.5158,92.5197
"2931","4IA7",42.4719,92.4953
"2932","CID",41.8847,91.7108
"2933","0IA8",42.2281,91.7511
"2934","TVK",40.6839,92.9011
"2935","IA05",40.8517,92.8586
"2936","CNC",41.0197,93.3597
"2937","CCY",43.0725,92.6108
"2938","CKP",42.7311,95.5561
"2939","ICL",40.7222,95.0267
"2940","CAV",42.7419,93.7589
"2941","IA12",43.0972,93.4022
"2942","CWI",41.8311,90.3292
"2943","CRZ",40.9942,94.755
"2944","CBF",41.26,95.7586
"2945","IA35",41.1872,95.9042
"2946","CJJ",43.3653,92.1331
"2947","CSQ",41.0214,94.3633
"2948","IA36",41.075,94.4269
"2949","2IA9",43.1908,93.7708
"2950","39IA",41.6794,94.0203
"2951","4IA4",40.8186,91.3389
"2952","DVN",41.6103,90.5883
"2953","IA51",41.5417,94.0086
"2954","DEH",43.2756,91.7394
"2955","DNS",41.9867,95.3806
"2956","IA38",41.5481,93.4292
"2957","DSM",41.5339,93.6631
"2958","Y76",41.6556,93.6442
"2959","IA54",42.5022,90.8431
"2960","DBQ",42.4019,90.7094
"2961","IA80",42.4961,91.18
"2962","EAG",42.7097,93.9161
"2963","99IA",41.2167,92.7781
"2964","6C0",42.3306,93.1139
"2965","I27",42.8472,91.3822
"2966","IA62",41.5333,95.0753
"2967","EGQ",43.1019,94.7047
"2968","EST",43.4075,94.7464
"2969","FFL",41.0558,91.9808
"2970","IA56",41.7806,93.3794
"2971","FXY",43.2347,93.6242
"2972","IA49",43.145,92.0536
"2973","FOD",42.5511,94.1919
"2974","FSW",40.6592,91.3269
"2975","GFZ",41.3272,94.4453
"2976","IA87",41.6575,93.8211
"2977","GGI",41.71,92.7361
"2978","6K7",42.3508,92.8436
"2979","GCT",41.6878,94.4353
"2980","IA23",42.8089,91.0981
"2981","IA31",42.7667,93.2461
"2982","HPT",42.7236,93.2264
"2983","HNR",41.5844,95.3397
"2984","0Y4",43.1642,95.47
"2985","2Y2",43.0369,96.4928
"2986","IA28",42.0583,91.6903
"2987","0K7",42.7361,94.2453
"2988","5IA3",40.8439,93.5428
"2989","IDG",42.3325,95.445
"2990","IIB",42.4569,91.9478
"2991","IA86",41.2667,93.5094
"2992","IA41",41.4153,93.5614
"2993","IA66",41.3039,93.5678
"2994","IA11",41.2939,93.6656
"2995","IA85",41.435,93.5406
"2996","IOW",41.6397,91.5481
"2997","IA16",41.7083,91.5003
"2998","IFA",42.4708,93.27
"2999","IA17",42.6231,92.5014
"3000","EFW",42.0106,94.3422
"3001","93IA",42.2603,93.6497
"3002","EOK",40.46,91.4286
"3003","6K9",40.7347,91.9489
"3004","27IA",40.7514,92.0308
"3005","OXV",41.2992,93.1136
"3006","IA97",42.3167,92.2836
"3007","0Y6",43.4136,93.5117
"3008","LWD",40.6333,93.9022
"3009","2VA",43.4514,96.4058
"3010","IA84",42.4833,96.2003
"3011","LRJ",42.7781,96.1936
"3012","12IA",42.8006,96.1378
"3013","IA83",42.9539,94.1678
"3014","6IA7",40.9903,91.7442
"3015","IA08",42.2781,94.5517
"3016","C27",42.4903,91.4978
"3017","MEY",42.1783,95.7936
"3018","OQW",42.05,90.7389
"3019","IA69",42.8736,95.8031
"3020","C17",42.0297,91.5317
"3021","7IA3",42.0639,91.6344
"3022","MIW",42.1128,92.9178
"3023","62IA",42.0667,91.3669
"3024","73IA",43.2356,93.2083
"3025","MCW",43.1578,93.3314
"3026","01IA",41.6611,90.7414
"3027","0IA4",41.0333,91.0503
"3028","3IA1",41.9608,93.12
"3029","IA00",41.52,94.3628
"3030","4D8",43.3331,95.1592
"3031","0IA5",40.8722,93.2628
"3032","90IA",41.5403,95.8878
"3033","7C3",43.0328,91.3467
"3034","7C5",41.5483,92.5344
"3035","MXO",42.2203,91.1633
"3036","1Y3",40.7056,94.2239
"3037","MPZ",40.9467,91.5111
"3038","MUT",41.3678,91.1483
"3039","7IA7",43.0836,92.31
"3040","1Y5",43.0872,92.3433
"3041","TNU",41.6744,93.0217
"3042","05IA",43.1375,93.0683
"3043","7IA1",41.4936,92.1483
"3044","5D2",43.4483,93.2019
"3045","IA01",41.3514,95.4664
"3046","OLZ",42.6808,91.9744
"3047","K36",42.0047,96.1042
"3048","ORC",42.9903,96.0628
"3049","D02",43.2922,92.7956
"3050","I75",41.0522,93.6897
"3051","IA63",41.2583,92.5517
"3052","OOA",41.2261,92.4939
"3053","IA32",41.325,92.7172
"3054","OTM",41.1067,92.4481
"3055","IA24",41.755,91.7278
"3056","04IA",41.0883,92.0547
"3057","1Y9",42.9881,95.6639
"3058","PEA",41.4011,92.9458
"3059","PRO",41.8281,94.1597
"3060","POH",42.7428,94.6472
"3061","IA48",41.7417,93.7253
"3062","Y16",43.0789,91.6153
"3063","2Y0",43.0781,95.6144
"3064","2Y1",42.3167,93.4169
"3065","3IA9",43.4758,93.9072
"3066","RDK",41.0108,95.2589
"3067","8IA9",41.1561,95.2442
"3068","5IA6",42.8306,94.0117
"3069","RRQ",43.4522,96.1797
"3070","2Y4",42.3878,94.6186
"3071","5IA5",43.1431,92.8781
"3072","13IA",42.0336,90.1836
"3073","SKI",42.3792,94.9797
"3074","SHL",43.2083,95.8333
"3075","SDA",40.7517,95.4136
"3076","ISB",43.3694,95.7597
"3077","SOY",43.1344,96.1875
"3078","SUX",42.4025,96.3844
"3079","SPW",43.1656,95.2028
"3080","0F3",43.3875,95.1392
"3081","IA26",40.8083,91.8086
"3082","SLB",42.5972,95.2406
"3083","8C2",41.5742,92.8467
"3084","53IA",41.95,92.5767
"3085","8C4",41.7633,91.1531
"3086","8C5",41.9883,92.5481
"3087","8C6",42.1992,92.4581
"3088","0IA6",41.6597,92.29
"3089","VTI",42.2186,92.0258
"3090","06IA",41.8414,91.8344
"3091","AWG",41.275,91.6753
"3092","10IA",42.4167,92.2503
"3093","ALO",42.5572,92.4003
"3094","Y01",43.2806,91.4694
"3095","C25",42.7419,92.5081
"3096","EBS",42.4364,93.8692
"3097","5IA7",41.4217,91.8333
"3098","19IA",40.8569,91.2039
"3099","4IA2",41.5861,91.2203
"3100","3Y2",42.985,91.7906
"3101","IA58",42.115,96.1719
"3102","4IA8",41.6472,91.9597
"3103","8IA2",41.1739,91.3619
"3104","3Y3",41.3628,94.0211
"3105","3Y4",41.7361,95.6836
"3106","IA30",42.3,90.75
"3107","U36",42.9211,112.8808
"3108","39ID",42.3978,113.5575
"3109","U01",42.7972,112.8253
"3110","AOC",43.6036,113.3342
"3111","ID34",47.9847,116.6831
"3112","ID05",47.9569,116.6775
"3113","ID48",47.9289,116.7111
"3114","55H",43.8136,115.135
"3115","U45",43.9553,115.2725
"3116","52U",43.825,115.3317
"3117","U46",43.4325,113.0556
"3118","U48",43.2178,113.2275
"3119","U37",43.4536,112.8072
"3120","U51",42.7208,111.8675
"3121","ID16",43.4036,114.2725
"3122","U54",44.9797,114.7347
"3123","U60",45.1333,115.3217
"3124","I08",45.1436,114.9289
"3125","U02",43.2092,112.3494
"3126","BOI",43.5644,116.2228
"3127","14ID",43.6811,116.2025
"3128","65S",48.7261,116.2953
"3129","ID39",42.7958,115.7339
"3130","U03",42.5917,114.7967
"3131","BYI",42.5425,113.7717
"3132","EUL",43.6419,116.6358
"3133","7GE1",43.6583,116.7511
"3134","ID00",43.6958,116.6383
"3135","ID77",44.7053,116.8069
"3136","U65",43.3089,113.9361
"3137","U70",44.4922,116.0147
"3138","ID86",44.2978,115.6414
"3139","ID44",44.225,116.1794
"3140","ID35",44.2392,116.1433
"3141","02ID",44.5556,115.305
"3142","ID74",44.5367,115.3508
"3143","34ID",46.5703,116.3436
"3144","2ID7",46.6667,115.0731
"3145","LLJ",44.5236,114.2178
"3146","ID67",44.8083,114.8092
"3147","U72",44.5917,114.8231
"3148","U79",45.3792,115.1967
"3149","ID52",43.9931,111.5506
"3150","ID01",48.1381,116.1978
"3151","ID78",48.1417,116.1825
"3152","00ID",48.1453,116.2144
"3153","ID75",48.1261,116.1656
"3154","ID32",48.1056,116.1369
"3155","ID33",46.9361,115.865
"3156","ID27",47.7556,116.8594
"3157","S77",47.8375,116.2636
"3158","6ID1",47.6436,116.6994
"3159","15ID",47.6856,117.0381
"3160","ID43",47.5514,116.7636
"3161","COE",47.7744,116.8194
"3162","ID65",47.5811,116.7719
"3163","U81",45.2936,114.9453
"3164","66S",48.5186,116.8222
"3165","S84",46.0389,116.3317
"3166","U82",44.7503,116.445
"3167","03ID",44.7944,116.5328
"3168","ID17",45.0111,116.6889
"3169","S89",46.2478,116.4794
"3170","ID97",47.1072,116.8114
"3171","A05",45.5208,115.5175
"3172","ID28",45.3792,115.505
"3173","ID76",45.3967,115.4833
"3174","ID96",44.7853,116.0667
"3175","44ID",44.7369,116.0742
"3176","U84",44.7292,116.0925
"3177","U58",42.4242,112.1094
"3178","DIJ",43.7425,111.0975
"3179","U41",44.1622,112.2206
"3180","1ID7",42.5878,114.3342
"3181","S90",45.8228,115.4397
"3182","ID85",46.7875,116.1678
"3183","S78",43.8528,116.5392
"3184","04ID",43.8778,116.5372
"3185","U86",43.3419,114.7983
"3186","0ID0",43.6064,115.1072
"3187","0ID1",42.6411,114.6056
"3188","S92",46.3303,115.0631
"3189","2ID6",43.9272,116.9464
"3190","U87",43.9122,114.7961
"3191","U88",44.0669,115.9314
"3192","U89",42.9436,115.33
"3193","GNG",42.9172,114.7653
"3194","ID62",42.6083,111.7286
"3195","37ID",45.7825,115.9381
"3196","S80",45.9425,116.1233
"3197","0ID8",45.7753,116.1783
"3198","05ID",45.9142,114.8356
"3199","U91",42.3733,115.8794
"3200","U92",43.6772,113.6028
"3201","SUN",43.5039,114.2956
"3202","U93",43.2806,114.3964
"3203","ID21",47.7564,117.0239
"3204","ID06",47.8289,116.7836
"3205","U94",42.5761,114.1361
"3206","ID84",46.6172,115.8
"3207","ID88",43.2875,115.08
"3208","S66",43.6147,116.9214
"3209","ID63",43.6711,117.0256
"3210","ID95",43.8611,116.2408
"3211","U97",43.8392,113.0467
"3212","U98",43.8208,115.8508
"3213","IDA",43.5136,112.0708
"3214","ID50",43.6014,112.2433
"3215","ID87",43.4069,111.9744
"3216","S81",44.7611,115.1072
"3217","ID72",43.4208,111.285
"3218","JER",42.7267,114.4567
"3219","S73",46.2197,116.0139
"3220","S83",47.5472,116.1886
"3221","U61",43.9436,114.1103
"3222","ID90",45.8389,116.6594
"3223","U99",43.0369,113.7336
"3224","S82",46.1328,115.9789
"3225","ID68",43.4847,116.4586
"3226","06ID",43.4628,116.3589
"3227","ID59",44.8175,116.0681
"3228","U53",44.6347,111.3428
"3229","0U0",44.6425,115.5333
"3230","01ID",42.6083,112.0325
"3231","U00",44.6731,113.3525
"3232","LWS",46.3744,117.0153
"3233","0U1",44.1422,115.3142
"3234","0U2",43.8019,113.8317
"3235","2ID2",43.9544,113.6472
"3236","U62",43.91,113.6025
"3237","ID56",43.9819,114.0436
"3238","0U3",44.7444,114.9214
"3239","MLD",42.1706,112.2894
"3240","07ID",42.2783,113.305
"3241","ID40",43.4178,116.7061
"3242","08ID",43.5694,116.7767
"3243","0U7",43.3239,113.5906
"3244","0ID2",44.4428,113.7731
"3245","0U8",44.6103,113.895
"3246","ID26",43.2242,115.9669
"3247","24K",44.9742,115.7297
"3248","MYL",44.8886,116.1017
"3249","2ID5",44.8075,116.0494
"3250","17ID",44.4139,116.5908
"3251","0U9",44.4617,116.7578
"3252","1U0",42.9753,113.3508
"3253","ID36",43.7631,113.3439
"3254","1U1",46.1208,114.9272
"3255","ID60",46.7133,116.9972
"3256","09ID",45.1039,114.8553
"3257","0ID3",43.0758,115.6728
"3258","MUO",43.0436,115.8725
"3259","U76",43.1317,115.7306
"3260","1U2",43.8508,112.5014
"3261","10ID",43.4944,113.9217
"3262","1U3",43.2158,116.5483
"3263","0ID7",43.2303,116.7633
"3264","S67",43.5814,116.5231
"3265","38ID",43.5094,116.6678
"3266","ID79",43.5083,116.6678
"3267","1U4",44.9781,116.2839
"3268","0S5",46.2386,116.2386
"3269","67S",48.575,116.9636
"3270","1U6",42.2339,113.8778
"3271","0ID5",43.0531,116.4617
"3272","ID29",46.6975,115.9839
"3273","S68",46.4914,116.2767
"3274","75C",45.7303,115.5278
"3275","1U7",42.2497,111.3417
"3276","50S",43.7789,116.9386
"3277","S75",44.0944,116.9036
"3278","ID82",43.3083,114.0633
"3279","1U9",43.4625,115.3092
"3280","22ID",43.9447,115.9411
"3281","PIH",42.9097,112.5958
"3282","1S1",48.9958,116.5011
"3283","ID07",47.6781,117.025
"3284","2U0",43.4983,115.5469
"3285","U10",42.1069,111.9125
"3286","96ID",48.2356,116.8753
