"","locationID","Latitude","Longitude"
"6842","8U3",49,105.4006
"6843","MT39",47.1061,113.3175
"6844","23S",47.1792,113.4453
"6845","SBX",48.5406,111.8711
"6846","MT22",45.4,112.1667
"6847","SDY",47.7069,104.1925
"6848","8U4",47.9583,113.5592
"6849","52S",47.325,114.0806
"6850","S64",47.1467,110.23
"6851","MT32",46.5389,114.0397
"6852","98MT",46.4428,114.0031
"6853","32S",46.525,114.0528
"6854","8U5",48.8867,111.9217
"6855","9S4",47.1683,114.8536
"6856","7S8",48.9986,111.9775
"6857","MT11",48.3167,106.8339
"6858","8U6",46.7772,105.3131
"6859","0MT7",47.6608,115.4042
"6860","THM",47.5736,115.2806
"6861","9S5",45.8781,111.5694
"6862","B70",48.3139,111.1092
"6863","8U9",46.4189,111.5772
"6864","8U8",46.3311,111.4825
"6865","29MT",47.7389,115.5028
"6866","57S",48.4803,115.9036
"6867","9U0",48.8542,108.4083
"6868","7S1",45.5336,112.3025
"6869","MT33",47.4094,111.4875
"6870","7S7",48.3,112.2508
"6871","2MT1",48.4831,113.9594
"6872","WYS",44.6883,111.1178
"6873","0MT9",48.4833,114.4925
"6874","7S6",46.5042,110.9133
"6875","58S",48.4081,114.2994
"6876","MT41",45.8783,112.1172
"6877","MT20",46.8583,104.0989
"6878","9U1",46.0497,110.6856
"6879","9S7",47.5517,109.3778
"6880","7S4",45.5917,113.4592
"6881","02T",45.7692,112.9817
"6882","MT90",48.3878,105.335
"6883","OLF",48.0944,105.575
"6884","MT80",48.0431,105.6089
"6885","MT08",47.9167,108.4833
"6886","30NC",36.0486,80.4569
"6887","6NC8",35.9381,80.3844
"6888","15NC",36.2397,76.9739
"6889","ASJ",36.2975,77.1708
"6890","VUJ",35.4167,80.1508
"6891","RHP",35.1953,83.8631
"6892","NC44",35.4669,78.6839
"6893","87NC",35.4694,78.6544
"6894","NC81",35.7519,78.8597
"6895","NC11",35.7417,78.9247
"6896","HBI",35.6544,79.8947
"6897","1NC0",35.7219,79.9414
"6898","25NC",35.6333,79.71
"6899","7NC9",35.7272,79.9111
"6900","AVL",35.4361,82.5417
"6901","NC67",35.4678,82.4525
"6902","NC65",34.5597,78.2681
"6903","12NC",34.8833,76.35
"6904","NC54",34.8778,76.3567
"6905","NC12",35.3897,76.7847
"6906","NC06",36.1603,81.8967
"6907","4NC2",35.2078,76.6122
"6908","7NC0",35.1586,76.7628
"6909","MRH",34.7336,76.6606
"6910","3W6",34.5503,78.7831
"6911","NC14",36.1967,81.6394
"6912","26NC",36.2228,80.7156
"6913","3NC1",36.2053,80.6583
"6914","NC16",35.2225,82.7267
"6915","22W",35.2703,82.6442
"6916","09NC",35.3294,79.03
"6917","57NC",35.4264,83.4583
"6918","7NC5",35.9339,78.2467
"6919","1NC5",35.9333,78.3486
"6920","7NC1",34.5281,77.8503
"6921","22NR",36.1536,79.4006
"6922","BUY",36.0486,79.475
"6923","2NC0",35.8686,82.3417
"6924","8NC1",35.3764,79.2408
"6925","84NC",35.2733,79.2486
"6926","HFF",35.0364,79.4975
"6927","60NC",34.7053,77.0511
"6928","4NC5",34.7306,77.0506
"6929","8NC2",35.2892,81.785
"6930","03NC",34.1044,77.9042
"6931","5NC3",35.3417,79.4369
"6932","NC17",34.9803,76.3081
"6933","IGX",35.935,79.0658
"6934","NC34",35.9706,79.1247
"6935","5NC5",35.9817,79.2731
"6936","3NC9",35.8753,79.0872
"6937","CLT",35.2139,80.9431
"6938","8A6",35.2139,80.67
"6939","NKT",34.9008,76.8808
"6940","NC29",35.62,80.5975
"6941","1.00E+06",34.4578,78.6183
"6942","NC32",36.0258,80.4364
"6943","0NC8",35.7556,80.7353
"6944","CTZ",34.975,78.3656
"6945","NC69",34.8711,78.4742
"6946","4NC8",35.4225,80.6206
"6947","NC77",35.4556,80.5756
"6948","JQF",35.3878,80.7092
"6949","NC19",35.3919,80.5756
"6950","NC35",35.4031,80.6219
"6951","7NC2",36.2536,75.7886
"6952","ONX",36.4,76.0156
"6953","6NC1",35.5917,81.0794
"6954","66NC",35.1744,77.4836
"6955","NC82",34.6697,78.7025
"6956","NC22",35.2275,78.5553
"6957","8NC8",36.0603,78.7833
"6958","16NC",36.1961,76.6653
"6959","EDE",36.0278,76.5672
"6960","ECG",36.2606,76.1744
"6961","1NC3",36.1808,76.1492
"6962","NC28",36.2003,76.2358
"6963","EYF",34.6017,78.5792
"6964","17NC",34.4664,78.3286
"6965","ZEF",36.28,80.7861
"6966","71NC",36.2633,79.4497
"6967","76NC",36.16,77.6247
"6968","NC45",36.2172,77.6375
"6969","7W6",35.5625,75.9553
"6970","HRJ",35.3803,78.7322
"6971","89NC",34.2664,79.0236
"6972","NC70",34.505,79.1025
"6973","N08",35.5567,77.5606
"6974","6NC3",35.0864,78.7722
"6975","FAY",34.9911,78.8803
"6976","2GC",34.8936,78.8436
"6977","POB",35.1708,79.0144
"6978","47NC",35.1381,78.8228
"6979","4NC6",35.4444,82.4794
"6980","69NC",35.4339,81.8511
"6981","FBG",35.1319,78.9364
"6982","1A5",35.2225,83.4192
"6983","78NC",35.5444,78.7475
"6984","NC99",35.6744,78.6072
"6985","AKH",35.2028,81.15
"6986","9NC4",36.5094,76.6642
"6987","59NC",36.0972,79.5553
"6988","NC25",35.5089,80.3111
"6989","GWW",35.4606,77.965
"6990","2NC4",35.3381,78.1547
"6991","GSB",35.3394,77.9606
"6992","6NC0",35.2892,78.18
"6993","W88",36.1736,79.8031
"6994","36NC",36.2536,79.9081
"6995","80NC",35.9989,79.6892
"6996","9NC9",36.21,79.895
"6997","GSO",36.0978,79.9372
"6998","3A4",35.9419,79.6856
"6999","PGV",35.6353,77.3853
"7000","NC49",35.5278,77.1967
"7001","NC75",35.8983,80.7203
"7002","NC02",35.2125,81.8664
"7003","3NC6",35.3119,80.6442
"7004","HSE",35.2328,75.6178
"7005","NC87",34.8819,76.9428
"7006","62NC",34.9369,76.9447
"7007","NC08",35.0853,83.7364
"7008","0A7",35.3075,82.4331
"7009","8NC9",35.3072,82.4336
"7010","86NC",36.2636,76.4933
"7011","NC01",36.0961,76.3269
"7012","HKY",35.7411,81.3894
"7013","E40",35.6519,81.3578
"7014","NC03",35.9083,79.9872
"7015","14NC",34.5167,77.55
"7016","N21",34.4911,77.5311
"7017","01NC",34.4753,77.5814
"7018","NC05",35.4089,80.7942
"7019","4W4",36.2833,79.0789
"7020","28A",35.1211,80.5872
"7021","10NC",36.3431,77.5094
"7022","OAJ",34.8292,77.6122
"7023","52NC",34.8447,77.2667
"7024","NCA",34.7083,77.4397
"7025","N22",34.7169,77.5922
"7026","GEV",36.4325,81.4197
"7027","NC50",36.46,81.3614
"7028","78A",36.2022,80.8681
"7029","N88",35.9264,79.6275
"7030","NC64",35.5278,80.6967
"7031","NC39",35.5244,80.6478
"7032","50NC",35.545,80.6686
"7033","2NC8",35.5256,80.6397
"7034","41NC",35.5217,80.5219
"7035","6NC2",35.5111,80.5581
"7036","DPL",35,77.9817
"7037","7NC3",35.5964,78.0986
"7038","FFA",36.0183,75.6714
"7039","ISO",35.3314,77.6089
"7040","6NC9",35.2022,77.7506
"7041","NC56",36.2047,78.4689
"7042","9NC0",35.7978,78.4369
"7043","44NC",35.5433,80.6519
"7044","68NC",36.3994,79.1281
"7045","18NC",35.8889,81.6136
"7046","NC27",35.9444,81.49
"7047","08NC",36.0675,80.4656
"7048","EXX",35.7811,80.3039
"7049","2NC6",35.7994,80.3961
"7050","48NC",35.7817,80.4169
"7051","2A5",35.9117,79.6178
"7052","N61",35.8736,79.5275
"7053","IPJ",35.4833,81.1611
"7054","9NC2",35.2183,78.7964
"7055","3NC3",35.2469,80.4075
"7056","NC26",35.6608,80.9706
"7057","79NC",36.1344,78.2819
"7058","LHZ",36.0233,78.3303
"7059","00NC",36.0853,78.3714
"7060","LBT",34.61,79.0594
"7061","53NC",34.3781,79.0806
"7062","9NC6",34.275,78.1608
"7063","NC10",36.5419,78.0581
"7064","0NC7",36.3572,79.9975
"7065","N92",35.5742,81.1172
"7066","MQI",35.9189,75.6956
"7067","9A9",35.7206,82.0097
"7068","46NC",34.8928,80.3733
"7069","3NC4",35.0536,80.4089
"7070","MEB",34.7919,79.3658
"7071","8NC7",34.9364,77.2767
"7072","4W7",36.0667,79.2831
"7073","7NC6",36.0553,79.3267
"7074","75NC",35.8494,78.1836
"7075","4NC0",35.8983,80.6161
"7076","31A",35.9853,80.5111
"7077","5NC1",35.7933,80.5122
"7078","8A7",35.915,80.4567
"7079","EQY",35.0189,80.6203
"7080","9NC3",35.0708,80.5664
"7081","24NC",35.1272,80.475
"7082","1NC2",35.6547,80.7894
"7083","35NC",35.5383,80.7514
"7084","14A",35.6139,80.8994
"7085","NC30",35.6139,80.7414
"7086","3NC0",35.6903,81.7122
"7087","MRN",35.8203,81.6114
"7088","NC52",35.7283,81.7289
"7089","MWK",36.4597,80.5531
"7090","NR02",35.2378,79.9956
"7091","W40",35.2225,78.0375
"7092","NC79",35.4072,80.3575
"7093","NC61",36.4594,76.2108
"7094","9NC7",35.3697,80.44
"7095","NC20",35.09,77.1708
"7096","EWN",35.0731,77.0431
"7097","6NC7",34.7514,76.9061
"7098","NC76",35.3181,78.3878
"7099","UKF",36.2228,81.0983
"7100","SUT",33.9294,78.0747
"7101","N83",36.195,80.0053
"7102","60J",33.9086,78.4367
"7103","W95",35.1011,75.9658
"7104","HNZ",36.3617,78.5292
"7105","NC71",34.9181,79.0525
"7106","32NC",34.8964,79.0431
"7107","61NC",34.8714,78.9656
"7108","70NC",36.5447,78.1481
"7109","NC36",35.5031,78.0303
"7110","SOP",35.2375,79.3889
"7111","4W9",35.0508,77.7361
"7112","8NC4",35.73,79.3128
"7113","9NC8",35.6869,79.2189
"7114","64NC",35.9019,79.7725
"7115","7NC",35.7336,76.6697
"7116","PMZ",35.8108,76.7583
"7117","1NC4",34.9956,77.2578
"7118","13NC",35.0336,77.2497
"7119","6N9",34.9822,77.6983
"7120","NC72",35.4517,78.16
"7121","5W4",35.0197,79.1911
"7122","94NC",35.0097,79.26
"7123","5W5",35.6203,78.7003
"7124","RDU",35.8778,78.7875
"7125","NC13",35.7514,79.6706
"7126","19NC",36.065,77.9231
"7127","9NR8",34.7933,79.1936
"7128","NC37",36.34,79.8411
"7129","SIF",36.4372,79.8511
"7130","6A5",36.3167,79.7081
"7131","1NC8",35.5158,80.2581
"7132","RZZ",36.4394,77.7094
"7133","IXA",36.3297,77.6353
"7134","RCZ",34.8914,79.7597
"7135","RWI",35.8564,77.8919
"7136","8NC5",34.5761,79.2489
"7137","NC40",36.4997,79.1186
"7138","TDF",36.2847,78.9847
"7139","FQD",35.4283,81.935
"7140","9NR7",35.0183,78.5658
"7141","88NC",35.6325,80.6853
"7142","RUQ",35.6458,80.5203
"7143","NC93",35.7778,80.5014
"7144","NC00",35.56,79.1936
"7145","82NC",35.3081,79.0733
"7146","TTA",35.5825,79.1014
"7147","2NC7",36.1681,77.3989
"7148","NC66",36.1314,77.2958
"7149","45NC",36.5281,77.4547
"7150","29NC",35.3117,81.6253
"7151","NC97",35.3689,81.5225
"7152","EHO",35.2558,81.6008
"7153","20NC",35.5922,81.0558
"7154","8NC6",35.6897,79.4069
"7155","22NC",35.8211,79.4683
"7156","5W8",35.7044,79.5042
"7157","NC73",35.4389,76.4494
"7158","JNX",35.5408,78.3903
"7159","8NC3",34.5661,77.4406
"7160","3NC7",36.5192,81.1367
"7161","42NC",35.9578,78.1706
"7162","7A8",35.9444,81.9956
"7163","06NC",34.8275,78.9303
"7164","43A",35.3847,79.7903
"7165","NC15",35.9569,80.9789
"7166","SVH",35.765,80.9539
"7167","NC09",35.8839,80.7767
"7168","3NC5",35.8122,81.07
"7169","NC43",34.1253,78.3381
"7170","NJM",34.6906,77.0297
"7171","24A",35.3175,83.21
"7172","81NC",34.0408,78.74
"7173","NC78",34.2103,78.9553
"7174","ETC",35.9372,77.5467
"7175","NC59",35.8506,81.1439
"7176","NC58",35.9208,81.12
"7177","4NC3",35.9308,81.1967
"7178","N97",35.83,80.1075
"7179","NC31",35.7647,80.0242
"7180","56NC",35.2067,82.0319
"7181","AFP",35.0206,80.0772
"7182","67NC",34.97,80.0289
"7183","ACZ",34.7178,78.0036
"7184","NC48",34.7503,78.06
"7185","7NC7",36.3467,80.1736
"7186","N63",36.3014,80.1483
"7187","OCW",35.5706,77.0497
"7188","2NC1",34.9975,80.8008
"7189","07NC",34.8333,80.7511
"7190","N52",34.8639,80.7481
"7191","NC21",34.9919,80.7483
"7192","74NC",35.0964,76.6297
"7193","6NC5",36.0181,77.6619
"7194","NC86",34.7336,78.7531
"7195","CPC",34.2728,78.715
"7196","MCZ",35.8622,77.1783
"7197","33NC",34.4269,78.0894
"7198","ILM",34.2706,77.9025
"7199","W03",35.7703,77.9697
"7200","63NC",35.8364,77.9964
"7201","54NC",36.2394,76.4172
"7202","1NC6",35.0561,80.45
"7203","77NC",34.1522,78.1056
"7204","NC63",36.135,80.1847
"7205","INT",36.1336,80.2219
"7206","NC47",35.4828,77.3533
"7207","80C",36.0514,80.6894
"7208","NC42",36.0719,80.6997
"7209","6W4",36.3997,79.3928
"7210","51NC",35.8619,78.3486
"7211","ND07",47.0028,97.4072
"7212","NA92",48.5786,103.4664
"7213","26ND",47.7097,103.6436
"7214","ND26",47.9,103.6589
"7215","ND01",47.0458,97.1864
"7216","ND73",47.0483,97.2556
"7217","ND74",47.0167,97.1628
"7218","ND75",47.72,100.2689
"7219","ND02",47.8111,97.96
"7220","4NA3",48.8572,101.3022
"7221","6ND3",47.0697,96.9406
"7222","1ND4",47.0583,97.0169
"7223","1A2",47.1111,97.2072
"7224","ND60",47.9589,97.4797
"7225","ASY",46.0239,99.3525
"7226","ND78",47.04,97.5369
"7227","ND80",47.0817,100.725
"7228","0NA1",46.2456,97.0375
"7229","NA55",46.2661,97.0161
"7230","NA56",46.3022,96.9914
"7231","5ND3",48.8556,97.3219
"7232","20U",46.9253,103.9819
"7233","ND29",46.6667,103.2339
"7234","4NA5",48.2883,101.8283
"7235","6ND9",48.3928,101.7642
"7236","95D",47.2508,101.8142
"7237","BIS",46.7728,100.7458
"7238","ND96",46.8017,100.6792
"7239","D09",48.8303,100.4172
"7240","5B4",48.8097,102.2456
"7241","7ND5",47.3597,99.6225
"7242","BPP",46.1869,103.4281
"7243","1NA8",46.6906,100.0953
"7244","NA75",47.6764,99.3903
"7245","ND59",46.9875,97.5294
"7246","5ND0",48.0764,104.0325
"7247","NA30",48.2722,101.3964
"7248","12ND",48.2953,101.4272
"7249","NA81",47.6283,97.0864
"7250","9D7",48.48,99.2364
"7251","46D",47.4511,99.1511
"7252","79ND",47.3233,99.0011
"7253","5N8",46.8539,97.2078
"7254","2C8",48.7839,97.6319
"7255","9ND8",48.7856,97.6722
"7256","8ND5",46.7639,97.4053
"7257","8ND6",46.7128,97.3908
"7258","ND10",46.5489,96.7864
"7259","ND89",47.0558,98.5069
"7260","3NA0",47.4167,97.5114
"7261","ND90",45.9667,97.7336
"7262","D49",48.8986,102.7922
"7263","6NA0",48.9931,102.7381
"7264","S32",47.4228,98.1058
"7265","D50",48.9286,103.2972
"7266","80ND",48.8786,103.3706
"7267","34ND",46.7058,97.1564
"7268","ND92",46.7083,97.1169
"7269","ND09",47.1911,98.1689
"7270","81ND",48.3886,101.045
"7271","DVL",48.1144,98.9086
"7272","DIK",46.7975,102.8019
"7273","7ND1",47.0361,102.7783
"7274","D29",48.6186,97.1769
"7275","9ND1",48.6481,97.2683
"7276","37ND",47.2319,102.5092
"7277","S28",48.9978,100.0433
"7278","51D",46.3486,98.7347
"7279","03ND",48.6264,97.8289
"7280","NA32",46.8986,98.8586
"7281","NA84",46.8006,99.005
"7282","Y71",46.3828,101.8453
"7283","4.00E+07",46.0125,98.5128
"7284","ND47",46.6408,97.5511
"7285","5N4",46.6272,97.6203
"7286","ND34",48.275,103.35
"7287","38ND",47.0981,97.4011
"7288","NA33",48.0011,99.9258
"7289","FAR",46.9206,96.8158
"7290","6NA2",46.7925,96.8036
"7291","D54",46.9008,96.9186
"7292","D24",47.6597,99.6608
"7293","0ND0",47.9292,99.4003
"7294","ND14",48.2347,97.8017
"7295","Y27",46.0664,100.6347
"7296","6ND2",46.2589,98.3878
"7297","9G9",46.6167,99.1669
"7298","ND22",47.6833,101.6006
"7299","D05",47.6558,101.4372
"7300","06ND",46.7489,101.6694
"7301","D57",46.8128,101.8603
"7302","ND18",48.5064,101.2169
"7303","08ND",47.3231,102.0978
"7304","0NA9",46.75,103.8011
"7305","GAF",48.4047,97.3708
"7306","7ND2",48.3728,97.32
"7307","2ND3",48.0008,97.1225
"7308","RDR",47.9611,97.4011
"7309","GFK",47.9492,97.1761
"7310","NA60",47.235,97.0383
"7311","ND86",48.5639,103.9631
"7312","7N6",48.6256,103.93
"7313","4NA6",48.455,103.8797
"7314","NA63",48.6667,103.8564
"7315","GWR",46.2186,97.6436
"7316","0ND6",46.055,99.9169
"7317","44ND",47.5278,102.2414
"7318","ND16",47.4417,102.2422
"7319","10ND",47.1875,102.3617
"7320","3NA6",47.7706,99.4617
"7321","5H4",47.7911,99.9317
"7322","ND72",47.6844,100.0847
"7323","ND20",47.7042,97.35
"7324","6H8",46.4819,100.2697
"7325","ND85",46.4931,100.1789
"7326","0ND7",46.4653,100.1044
"7327","48ND",46.5125,100.5503
"7328","HZE",47.29,101.5808
"7329","6NA5",46.9128,102.0092
"7330","HEI",46.015,102.6561
"7331","ND99",46.7203,96.8094
"7332","5ND9",47.4847,97.0747
"7333","3H4",47.3594,97.0606
"7334","NA65",48.5314,97.6281
"7335","8NA9",47.3281,97.6789
"7336","52ND",47.1894,97.2894
"7337","53ND",47.5481,99.9469
"7338","ND24",48.1403,97.6725
"7339","JMS",46.9297,98.6783
"7340","9NA4",48.6661,101.8908
"7341","7K5",48.6675,102.0475
"7342","55ND",47.3556,102.7108
"7343","9Y1",47.3928,102.7708
"7344","K74",46.6486,96.9989
"7345","57ND",46.6083,97.0594
"7346","5K9",46.2889,98.9419
"7347","4F9",46.3467,98.2836
"7348","5L0",48.0294,98.3253
"7349","7ND8",48.8522,98.7481
"7350","D55",48.7531,98.3936
"7351","7NA2",48.6878,101.3506
"7352","61ND",47.9475,97.6619
"7353","2L1",47.9069,97.6406
"7354","62ND",47.7792,97.7594
"7355","D31",48.285,99.4033
"7356","4N4",46.0892,97.1664
"7357","ND98",46.7608,100.6553
"7358","7L2",46.2206,100.2456
"7359","6L3",46.4467,97.7283
"7360","63ND",46.3653,97.7281
"7361","ND35",46.7,97.7003
"7362","NA86",47.3333,97.9008
"7363","1ND7",46.8292,97.2669
"7364","6D3",47.9778,99.5269
"7365","ND38",47.9583,99.5364
"7366","NA38",47.9506,99.4294
"7367","0NA5",48.0011,99.5628
"7368","NA39",47.8978,101.8547
"7369","Y19",46.7683,100.8944
"7370","64ND",46.8508,101.0756
"7371","8ND4",48.0736,97.1861
"7372","2ND0",46.8144,97.0497
"7373","67ND",46.5433,98.3822
"7374","5NA0",47.7736,101.2792
"7375","69ND",48.7431,101.0419
"7376","7NA4",47.5172,97.3336
"7377","D56",47.475,97.3336
"7378","84ND",48.0008,97.7569
"7379","7G2",47.4622,100.4872
"7380","8M6",47.7831,98.1864
"7381","ND40",46.8167,99.2503
"7382","2ND2",47.5669,100.7211
"7383","2ND1",47.4925,100.6997
"7384","4R6",46.2583,97.4378
"7385","88ND",48.7089,97.9939
"7386","ND43",48.2,101.4044
"7387","MIB",48.4158,101.3581
"7388","MOT",48.2578,101.2781
"7389","89ND",47.9114,101.2494
"7390","D06",48.2833,97.3919
"7391","HBC",48.7683,101.5369
"7392","8NA5",46.6631,98.6303
"7393","3P3",46.3597,102.3231
"7394","5B5",46.4944,99.76
"7395","NA67",48.9839,97.4644
"7396","8J7",47.6964,99.1311
"7397","05D",47.9669,102.4781
"7398","2ND7",48.7517,100.8142
"7399","6NA6",48.6192,100.9786
"7400","2ND9",48.8167,101.9172
"7401","72ND",47.6611,97.5919
"7402","4V4",47.7242,97.5906
"7403","2D5",46.1731,98.08
"7404","3ND5",47.0611,97.7711
"7405","64G",47.1697,97.4803
"7406","Y37",48.3942,97.7808
"7407","97ND",48.4308,97.7081
"7408","Y74",47.9364,102.1422
"7409","PMB",48.9425,97.2408
"7410","98ND",48.2633,97.6222
"7411","Y99",48.0306,101.9533
"7412","6ND6",47.5167,97.5503
"7413","5NA2",47.5378,97.3636
"7414","14ND",46.2078,102.9086
"7415","NA88",47.2239,100.4233
"7416","NA01",47.6683,97.0053
"7417","NA02",47.705,97.0547
"7418","NA22",46.0125,103.7964
"7419","4.00E+08",46.8958,102.355
"7420","37N",47.4831,101.4089
"7421","ND54",47.1292,99.7303
"7422","2H9",48.6653,99.8533
"7423","06D",48.8844,99.6208
"7424","NA49",48.4178,100.0544
"7425","RUG",48.3903,100.0242
"7426","8ND0",48.9014,99.0167
"7427","ND42",48.1031,101.0783
"7428","NA98",46.3025,103.1703
"7429","NA05",46.6122,97.4356
"7430","NA06",47.8628,98.9725
"7431","NA70",47.7739,98.9883
"7432","NA07",48.8864,100.6953
"7433","7NA9",48.9283,100.5781
"7434","ND36",48.6381,97.4847
"7435","4S5",48.6264,97.4392
"7436","08D",48.3008,102.4064
"7437","NA10",48.3806,99.0336
"7438","ND32",46.9156,99.8944
"7439","ND41",46.1347,100.1131
"7440","1NA5",46.625,99.4503
"7441","NA71",46.9958,99.6711
"7442","8NA0",46.8811,99.6308
"7443","ND62",46.8483,102.4581
"7444","75ND",46.9075,102.4914
"7445","4ND1",47.7928,97.1536
"7446","D60",48.3806,102.8981
"7447","19ND",47.7333,98.4886
"7448","D61",48.3583,100.3919
"7449","NA12",47.4317,100.8417
"7450","NA79",47.4042,100.8822
"7451","91N",47.5094,100.9161
"7452","NA90",47.4667,101.2228
"7453","ND44",47.4667,101.1339
"7454","4ND4",48.5639,100.8797
"7455","21ND",48.5822,100.8556
"7456","NA73",48.5639,101.0006
"7457","6D8",46.9411,98.0175
"7458","NA13",48.1222,100.9372
"7459","BWP",46.2442,96.6072
"7460","NA99",46.5506,97.0319
"7461","96D",48.9406,97.9028
"7462","3NA2",47.3028,101.0672
"7463","5C8",47.3531,101.0275
"7464","S25",47.7958,103.2536
"7465","NA17",46.9428,96.9289
"7466","ND52",46.8028,97.0122
"7467","NA54",45.955,100.4419
"7468","D64",48.9133,101.0336
"7469","ND68",46.9558,97.3011
"7470","NA18",48.4133,103.8358
"7471","4NA0",48.0083,103.5908
"7472","4NA1",48.2547,103.6728
"7473","ISN",48.1781,103.6422
"7474","ND23",48.1881,103.6203
"7475","2NA0",47.2567,100.7961
"7476","6L5",46.2464,99.5378
"7477","ND49",46.2236,97.1303
"7478","4ND8",46.3542,97.1169
"7479","NA21",46.2283,97.2361
"7480","ANW",42.5792,99.9931
"7481","BVN",41.7286,98.0558
"7482","AIA",42.0533,102.8039
"7483","4D9",40.1139,99.3456
"7484","37V",40.3394,99.9064
"7485","38V",41.5617,101.7114
"7486","0NE0",41.85,101.9506
"7487","0NE1",42.4072,101.9317
"7488","53NE",41.0814,96.4033
"7489","8V2",42.5625,99.0378
"7490","K01",40.3875,95.7892
"7491","AUH",40.8942,97.9944
"7492","40NE",41.975,98.5158
"7493","6NE7",40.2444,100.3381
"7494","RBE",42.5711,99.5694
"7495","NE31",42.0144,97.5864
"7496","BIE",40.3014,96.7542
"7497","6NE8",40.0869,101.5689
"7498","42V",40.0581,101.5469
"7499","NE45",40.6944,96.5778
"7500","09NE",41.3333,96.1936
"7501","BTA",41.4147,96.1089
"7502","86NE",41.5417,96.2739
"7503","84Y",42.5797,97.6736
"7504","59NE",41.0811,98.6294
"7505","78NE",41.1661,97.0314
"7506","NE19",41.5958,102.8172
"7507","BBW",41.4364,99.6422
"7508","1NE0",42.3167,100.4169
"7509","9NE1",41.1444,101.9267
"7510","37NE",40.6078,96.3078
"7511","BUB",41.7767,99.1497
"7512","1NE1",41.2833,100.0503
"7513","1NE2",41.325,99.9169
"7514","CSB",40.3067,100.1622
"7515","30NE",40.3558,98.6831
"7516","9NE2",40.2917,97.7225
"7517","8NE2",41.0417,96.0336
"7518","07K",41.1117,98.0514
"7519","CDR",42.8375,103.0956
"7520","8NE3",40.4819,101.8131
"7521","CNP",41.0775,102.4642
"7522","NE35",40.0583,97.5411
"7523","OLU",41.4481,97.3428
"7524","NE37",41.4725,97.2714
"7525","03NE",41.5464,99.3311
"7526","CZD",40.8697,100.0042
"7527","6K3",42.4717,97.885
"7528","CEK",40.6183,96.9258
"7529","13NE",40.3167,100.8089
"7530","47V",40.6389,100.4728
"7531","1NE6",41.3408,102.7778
"7532","68NE",40.9914,96.6197
"7533","93Y",41.2308,97.1231
"7534","NE40",40.7158,96.8678
"7535","32NE",41.7211,100.0875
"7536","NE44",41.9833,98.0836
"7537","8NE4",40.8708,96.2919
"7538","2NE0",40.6967,99.8342
"7539","8NE5",41.7906,98.7297
"7540","FBY",40.1831,97.1692
"7541","0NE6",40.4333,98.0706
"7542","FMZ",40.5861,97.5731
"7543","FNB",40.0789,95.5919
"7544","75NE",41.4458,95.9567
"7545","8NE6",40.1208,98.9253
"7546","FET",41.4492,96.5203
"7547","8NE9",41.3903,97.9644
"7548","18NE",40.5139,97.6106
"7549","97Y",41.4042,97.7086
"7550","GRN",42.8061,102.1753
"7551","2NE4",42.45,102.1339
"7552","2NE5",40.9,100.0947
"7553","GTE",40.9264,100.1483
"7554","2NE6",40.9208,101.2975
"7555","GRI",40.9675,98.3097
"7556","GGF",40.8706,101.7339
"7557","27NE",40.7228,101.7958
"7558","2NE7",40.8514,101.9428
"7559","99Y",41.5583,98.5461
"7560","NE49",41.0667,96.2503
"7561","NE04",40.0944,98.3417
"7562","NE01",40.1947,98.3519
"7563","85NE",40.0208,97.9419
"7564","11NE",42.4425,103.9164
"7565","0B4",42.6031,97.2536
"7566","NE50",42.6153,97.4103
"7567","08K",40.6514,98.0797
"7568","HSI",40.6053,98.4278
"7569","4V6",42.6822,102.7011
"7570","33NE",42.3861,102.5756
"7571","HJH",40.1522,97.5869
"7572","3NE2",42.3278,103.1936
"7573","38NE",40.7536,97.8514
"7574","34NE",41.2239,100.9347
"7575","81NE",40.2736,99.0078
"7576","HDE",40.4522,99.3364
"7577","NE30",40.5736,99.4203
"7578","3NE3",40.5,99.3169
"7579","NE53",40.5911,96.5889
"7580","9NE3",42.1875,101.7894
"7581","1V2",42.0094,101.7694
"7582","IML",40.5103,101.6203
"7583","3NE6",42.9667,99.2669
"7584","88NE",40.4039,96.0172
"7585","EAR",40.7269,99.0067
"7586","IBM",41.1881,103.6775
"7587","24NE",42.3839,102.4389
"7588","3NE7",41.8292,102.3428
"7589","NE08",40.5478,101.9783
"7590","08NE",42.4317,97.0794
"7591","LXN",40.7906,99.7758
"7592","NE57",40.0922,96.4781
"7593","NE42",40.9333,96.7006
"7594","LNK",40.8511,96.7592
"7595","NE59",40.8333,96.5669
"7596","9NE4",41.7033,97.7444
"7597","0F4",41.2867,98.9903
"7598","NE06",42.825,98.4253
"7599","46NE",40.8964,101.5056
"7600","4NE0",40.9161,101.5597
"7601","MCK",40.2064,100.5922
"7602","19NE",40.1083,100.8089
"7603","25NE",41.7242,103.5114
"7604","NE64",41.1053,96.4094
"7605","57NE",42.9242,101.6939
"7606","4NE1",41.7542,99.7544
"7607","NE65",40.7669,97.0778
"7608","NE29",40.5139,99.0119
"7609","0V3",40.515,98.9456
"7610","52NE",42.045,103.9658
"7611","NE43",41.4397,96.7542
"7612","MHN",42.05,101.0672
"7613","NE82",40.9325,95.9994
"7614","AFK",40.6056,95.8678
"7615","4V9",42.1122,98.0397
"7616","OFK",41.9856,97.435
"7617","NE09",41.9633,97.4672
