OBJECTID,LINEARID,FULLNAME,RTTYP,MTFCC,Shape_Length,miles_length
2032,110449033473,New York State Thruway,M,S1100,24680.769921021805000,15.335888759321787
2033,110449297624,I- 20,I,S1100,20814.096106486199000,12.933253846470354
2034,110449297625,I- 20,I,S1100,20873.230169425977000,12.969997976172674
2035,110449395081,I- 87,I,S1100,60986.072712780158000,37.894912921435520
2036,110449395082,I- 87,I,S1100,60943.409903801956000,37.868403533975425
2037,110449404366,Adirondack Northway,M,S1100,60986.072712780158000,37.894912921435520
2038,110449404367,Adirondack Northway,M,S1100,60943.409903801956000,37.868403533975425
2039,110449463335,US Hwy 12,U,S1100,5775.569931484526900,3.588765596631089
2040,110449463336,US Hwy 12,U,S1100,5765.150190485459500,3.582291082692748
2041,110449463380,State Hwy 14,S,S1100,209.137538410132210,0.129951781679402
2042,110449463436,I- 94,I,S1100,53360.230998790059000,33.156444040757016
2043,110449463437,I- 94,I,S1100,53420.494285006658000,33.193889835869825
2044,110449719103,I- 20,I,S1100,9380.231736625242800,5.828594120437749
2045,110449719104,I- 20,I,S1100,9609.046428742471100,5.970772694122334
2046,110449790484,I- 81,I,S1100,37102.761660857934000,23.054541139330443
2047,110449790485,I- 81,I,S1100,37107.864214949550000,23.057711713108645
2048,110449933201,US Hwy 3,U,S1100,10436.163191585581000,6.484718195276583
2049,110449933202,US Hwy 3,U,S1100,10603.732604372133000,6.588840792836662
2050,110449933290,State Rte 10,S,S1100,16536.958811731631000,10.275569261645742
2051,110449933291,State Rte 10,S,S1100,16432.331351605422000,10.210556902031335
2052,110449933411,I- 89,I,S1100,20654.520520288374000,12.834098372533983
2053,110449933412,I- 89,I,S1100,20601.994595369288000,12.801460341219835
2054,110449933425,I- 93,I,S1100,92314.185256106182000,57.361260630254108
2055,110449933426,I- 93,I,S1100,92423.998285737980000,57.429495146930300
2056,110449944714,Sen Styles Bridge Hwy,M,S1100,92198.145244618354000,57.289156854176518
2057,110449944715,Sen Styles Bridge Hwy,M,S1100,92285.000124844169000,57.343125866715823
2058,110450163610,State Hwy 43,S,S1100,4224.363303102987600,2.624892412297421
2059,110450163611,State Hwy 43,S,S1100,4210.301422887218000,2.616154782497945
2060,110450355757,State Rte 10,S,S1100,3998.019083631605100,2.484248916076015
2061,110450355758,State Rte 10,S,S1100,4183.721137248308000,2.599638591752933
2062,110450355851,I- 89,I,S1100,18552.368944357775000,11.527884553967260
2063,110450355852,I- 89,I,S1100,18647.979374304614000,11.587294001994517
2064,110450484142,I- 80,I,S1100,23584.190229300162000,14.654507091659521
2065,110450614422,US Hwy 58,U,S1100,18504.268536715412000,11.497996406099837
2066,110450614423,US Hwy 58,U,S1100,18479.798479882771000,11.482791448121601
2067,110450614440,I- 81,I,S1100,1073.802471200515400,0.667228587297416
2068,110450614441,I- 81,I,S1100,420.617271362927570,0.261358932663486
2069,110450614443,I- 81,I,S1100,41857.749728900810000,26.009147835019331
2070,110450722832,I- 78,I,S1100,25533.606026599664000,15.865815487172171
2071,110450722833,I- 78,I,S1100,25574.590421050198000,15.891281958281979
2072,110450722992,I- 287,I,S1100,14572.246432233478000,9.054756029624874
2073,110450722993,I- 287,I,S1100,5461.054606966320500,3.393335225319824
2074,110450722994,I- 287,I,S1100,5456.199819109937400,3.390318606034694
2075,110450722995,I- 287,I,S1100,12108.960645622921000,7.524144264807045
2076,110450722996,I- 287,I,S1100,12281.384875446254000,7.631283499784075
2077,110450765329,I- 87,I,S1100,63678.204131695347000,39.567722485240623
2078,110450765330,I- 87,I,S1100,63668.750159594827000,39.561848071073989
2079,110450765647,I- 587,I,S1100,1877.630365766820000,1.166703085546712
2080,110450765650,I- 587,I,S1100,1910.562892730695200,1.187166368162997
2081,110450773630,Broadway,M,S1100,16.534475767256069,0.010274026372425
2082,110450773631,Broadway,M,S1100,15.072230590312216,0.009365431160679
2083,110450778495,Col Chandler Dr,M,S1100,1642.270815423509500,1.020457733636736
2084,110450778497,Col Chandler Dr,M,S1100,77.611001662588137,0.048225144183335
2085,110450778498,Col Chandler Dr,M,S1100,1711.850850346624200,1.063692676422768
2086,110450961802,I- 5,I,S1100,55610.602733902058000,34.554757412148419
2087,110450969450,US Hwy 11,U,S1100,20948.957250509466000,13.017052508720921
2088,110450969451,US Hwy 11,U,S1100,20913.008785775295000,12.994715213004628
2089,110450969487,US Hwy 52,U,S1100,9513.263231957314900,5.911255893973476
2090,110450969488,US Hwy 52,U,S1100,9453.462016042443800,5.874097215460716
2091,110450969490,US Hwy 52,U,S1100,5345.864008607218200,3.321759249035135
2092,110450969491,US Hwy 52,U,S1100,5333.208744325270300,3.313895648107416
2093,110450969521,I- 77,I,S1100,35559.581703045071000,22.095655486882645
2094,110450969524,I- 81,I,S1100,13741.741433079280000,8.538705180245126
2095,110450969525,I- 81,I,S1100,13221.384041258287000,8.215370733969992
2096,110450969531,I- 81,I,S1100,8941.086799311335200,5.555722652918044
2097,110450969533,I- 81,I,S1100,9000.962566730178900,5.592927655495062
2098,110451000559,State Hwy 3,S,S1100,12828.936375964800000,7.971515548007168
2099,110451000560,State Hwy 3,S,S1100,12828.778147992673000,7.971417229900118
2100,110451000578,US Hwy 10,U,S1100,48749.347707142777000,30.291379722699038
2101,110451000579,US Hwy 10,U,S1100,48747.866716932127000,30.290459479886643
2102,110451000602,I- 94,I,S1100,48749.347707142777000,30.291379722699038
2103,110451000603,I- 94,I,S1100,48747.866716932127000,30.290459479886643
2104,110451001197,38th St SE,M,S1100,476.942695112109960,0.296357858373797
2105,110451041660,I- 395,I,S1100,431.811453570459210,0.268314661096417
2106,110451041661,I- 395 Hov,I,S1100,452.597281444304770,0.281230349912599
2107,110451041662,I- 395,I,S1100,4679.955773667377800,2.907983882722296
2108,110451041663,I- 395,I,S1100,4661.748051703693800,2.896670151445303
2109,110451043161,Woodrow Wilson Memorial Brg,M,S1100,620.207703546318160,0.385378429428954
2110,110451043162,Woodrow Wilson Memorial Brg,M,S1100,613.653760095047350,0.381306005917645
2111,110451043163,Henry G Shirley Memorial Hwy,M,S1100,431.811453570459210,0.268314661096417
2112,110451043164,Henry G Shirley Memorial Hwy,M,S1100,452.597281444304770,0.281230349912599
2113,110451043165,Henry G Shirley Memorial Hwy,M,S1100,4679.955773667377800,2.907983882722296
2114,110451043166,Henry G Shirley Memorial Hwy,M,S1100,1533.556273903774400,0.952905784463251
2115,110451043167,Henry G Shirley Memorial Hwy,M,S1100,3126.375103640510100,1.942635540251371
2116,110451108161,I- 40,I,S1100,37241.116739575700000,23.140510827605670
2117,110451108162,I- 40,I,S1100,37167.885354838960000,23.095007045770355
2118,110451108227,US Hwy 311,U,S1100,4301.927261576916000,2.673088325256995
2119,110451108228,US Hwy 311,U,S1100,4328.298840977285200,2.689474832217104
2120,110451158546,Corporation Pkwy,M,S1100,25967.823457518971000,16.135625150292327
2121,110451158547,Corporation Pkwy,M,S1100,37135.973075492533000,23.075177714364596
2122,110451243184,I- 5,I,S1100,46809.613574735544000,29.086087222811525
2123,110451243185,I- 5,I,S1100,46808.561125067332000,29.085433262214341
2124,110451363977,US Hwy 65,U,S1100,27664.586013652075000,17.189942414101676
2125,110451363997,US Hwy 65 Spr,U,S1100,7424.925373289709600,4.613625504204795
2126,110451363998,US Hwy 65 Spr,U,S1100,7298.151876130391400,4.534852262677612
2127,110451377491,US Hwy 30,U,S1100,1447.042498899840700,0.899148724458439
2128,110451377492,US Hwy 30,U,S1100,1502.527981603362600,0.933625736043630
2129,110451377675,I- 295,I,S1100,155.159095245792710,0.096411199176560
2130,110451377677,I- 295,I,S1100,214.476903597677280,0.133269502756322
2131,110451378037,I- 676,I,S1100,34.160432475726147,0.021226266202168
2132,110451378038,I- 676,I,S1100,7487.283812608816300,4.652373164495093
2133,110451378039,I- 676,I,S1100,7735.186660354514100,4.806412544478491
2134,110451398477,Walt Whitman Brg,M,S1100,1221.870641680669000,0.759233698910479
2135,110451398478,Walt Whitman Brg,M,S1100,1187.895719778816100,0.738122703404230
2136,110451399162,Benjamin Franklin Brg,M,S1100,236.589280375538980,0.147009469197995
2137,110451399163,Benjamin Franklin Brg,M,S1100,236.335996228451650,0.146852086040312
2138,110451632994,US Hwy 29,U,S1100,2105.888748561626500,1.308535985335720
2139,110451632995,US Hwy 29,U,S1100,2683.306459099696000,1.667325998970250
2140,110451632996,US Hwy 29,U,S1100,2666.447921662668300,1.656850610414445
2141,110451632997,US Hwy 29,U,S1100,1580.236192099696600,0.981911282875080
2142,110451633042,I- 40,I,S1100,47217.730641566362000,29.339678904016218
2143,110451633079,US Hwy 70,U,S1100,2105.888748561626500,1.308535985335720
2144,110451633080,US Hwy 70,U,S1100,2683.306459099696000,1.667325998970250
2145,110451633081,US Hwy 70,U,S1100,2666.447921662668300,1.656850610414445
2146,110451633082,US Hwy 70,U,S1100,1580.236192099696600,0.981911282875080
2147,110451633100,I- 85,I,S1100,11488.744018286310000,7.138760290402967
2148,110451633101,I- 85,I,S1100,11574.454102009617000,7.192017960797326
2149,110451633149,US Hwy 220,U,S1100,2683.306459099696000,1.667325998970250
2150,110451633150,US Hwy 220,U,S1100,2666.447921662668300,1.656850610414445
2151,110451633229,I- 840,I,S1100,4165.882770196938500,2.588554366519152
2152,110451633230,I- 840,I,S1100,3864.339885449925100,2.401184679453339
2153,110451642620,Fordham Blvd,M,S1100,2119.703013482612700,1.317119754431983
2154,110451962694,US Hwy 40,U,S1100,1089.133306641796300,0.676754707741280
2155,110451962706,I- 44,I,S1100,15667.951961512423000,9.735594519014269
2156,110451968967,Poplar St Brg,M,S1100,660.174682687637410,0.410212709239462
2157,110452117501,I- 64,I,S1100,517.785897637514490,0.321736597064219
2158,110452117502,I- 64,I,S1100,366.003705301061930,0.227423703877885
2159,110452117507,I- 95,I,S1100,4871.547585160316000,3.027033276953309
2160,110452187949,I- 64,I,S1100,27847.034373441693000,17.303310342209585
2161,110452187950,I- 64,I,S1100,27898.236442590722000,17.335125769330755
2162,110452281486,US Hwy 6,U,S1100,147.313662080983420,0.091536282767177
2163,110452290311,I- 24,I,S1100,35648.529629764329000,22.150925055615868
2164,110452290312,I- 24,I,S1100,35712.926354402138000,22.190939245151707
2165,110452290388,I- 57,I,S1100,6816.800193608436500,4.235754792019636
2166,110452290389,I- 57,I,S1100,6854.634439180425900,4.259263855279882
2167,110452316585,I- 80,I,S1100,39668.211756452802000,24.648634735662036
2168,110452316588,I- 90,I,S1100,39668.211756452802000,24.648634735662036
2169,110452317937,Indiana Toll Rd,M,S1100,39668.211756452802000,24.648634735662036
2170,110452317938,Indiana Toll Rd,M,S1100,39670.613466835413000,24.650127086321181
2171,110452322574,I- 26,I,S1100,477.820876031997560,0.296903533607635
2172,110452322603,US Hwy 74,U,S1100,477.820876031997560,0.296903533607635
2173,110452376308,US Hwy 20,U,S1100,28832.812820003543000,17.915843445762931
2174,110452376309,US Hwy 20,U,S1100,28820.384695515517000,17.908120982677492
2175,110452376325,US Hwy 26,U,S1100,29115.722573537907000,18.091635065028211
2176,110452376326,US Hwy 26,U,S1100,29120.636164956977000,18.094688223080116
2177,110452376333,US Hwy 30,U,S1100,28832.812820003543000,17.915843445762931
2178,110452376334,US Hwy 30,U,S1100,28820.384695515517000,17.908120982677492
2179,110452376344,US Hwy 30,U,S1100,23549.868553754921000,14.633180633859393
2180,110452376357,State Hwy 55,S,S1100,9634.813041703064300,5.986783293116313
2181,110452376358,State Hwy 55,S,S1100,9636.694018862479400,5.987952075798861
2182,110452376378,I- 84,I,S1100,52386.777222430814000,32.551569116905000
2183,110452376379,I- 84,I,S1100,52370.253249270470000,32.541301616536906
2184,110452376438,I- 184,I,S1100,6618.702686332412700,4.112662953928457
2185,110452591445,I- 57,I,S1100,62274.992677596405000,38.695809054876428
2186,110452808848,State Rte 11,S,S1100,1165.003136393423300,0.723897940022239
2187,110452808849,State Rte 11,S,S1100,1204.749285267932900,0.748595002541012
2188,110452809107,I- 76,I,S1100,35719.668446655873000,22.195128578674900
2189,110452809108,I- 76,I,S1100,35709.197992298024000,22.188622552979375
2190,110452809109,I- 76,I,S1100,13824.506577943976000,8.590132954129645
2191,110452809110,I- 76,I,S1100,13802.371239967952000,8.576378720289428
2192,110452809112,I- 80,I,S1100,40.756467134155059,0.025324843924742
2193,110452809115,I- 80,I,S1100,3615.702256459949200,2.246688728485293
2194,110452809117,I- 80,I,S1100,3581.185665829467800,2.225241156308493
2195,110452809118,I- 80,I,S1100,9055.177696028002200,5.626615307648712
2196,110452809119,I- 80,I,S1100,9245.978795764125600,5.745173377355329
2197,110452809398,I- 680,I,S1100,611.208000976532160,0.379786284697697
2198,110452809401,I- 680,I,S1100,26586.332690911870000,16.519948201407832
2199,110452809403,I- 680,I,S1100,26925.656293472002000,16.730793691193067
2200,110452810284,Ohio Tpke,M,S1100,39300.854112485322000,24.420369734983382
2201,110452810285,Ohio Tpke,M,S1100,39336.773551697719000,24.442688995112675
2202,110452811506,S Shore Dr,M,S1100,2759.591626400608700,1.714727309523232
2203,110452811507,S Shore Dr,M,S1100,2760.055667008486100,1.715015650412312
2204,110452815337,Boardman Pkwy,M,S1100,3915.308504577190000,2.432855047746275
2205,110452815338,Boardman Pkwy,M,S1100,3970.051089299669000,2.466870444850505
2206,110452821555,I- 40,I,S1100,49007.226760353187000,30.451618016968194
2207,110452821556,I- 40,I,S1100,48970.401591925140000,30.428735963921916
2208,110452833921,I- 44,I,S1100,37501.486667290468000,23.302296876439797
2209,110453044979,I- 35,I,S1100,30083.544901769998000,18.693010776241866
2210,110453044980,I- 35,I,S1100,30041.757060531538000,18.667045067442022
2211,110453073756,I- 65,I,S1100,30250.179891279990000,18.796552751257781
2212,110453073757,I- 65,I,S1100,30364.360591549099000,18.867501207217298
2213,110453141744,I- 35,I,S1100,48082.625983345933000,29.877098878856206
2214,110453141745,I- 35,I,S1100,48081.764571962092000,29.876563623708133
2215,110453141754,US Hwy 56,U,S1100,9929.965873783534300,6.170182393479446
2216,110453141755,US Hwy 56,U,S1100,9885.155086576067300,6.142338316895514
2217,110453141780,US Hwy 69,U,S1100,4640.317828054121500,2.883354054458503
2218,110453141781,US Hwy 69,U,S1100,3965.008171401540900,2.463736927210837
2219,110453141784,US Hwy 69,U,S1100,797.774101195771210,0.495712852968395
2220,110453141786,US Hwy 69,U,S1100,1247.575680189574500,0.775206037390523
2221,110453141839,I- 435,I,S1100,25818.070627204968000,16.042573241683389
2222,110453141840,I- 435,I,S1100,25763.480408671188000,16.008652520350136
2223,110453141851,I- 635,I,S1100,570.684055185168750,0.354605922547981
2224,110453141852,I- 635,I,S1100,731.725537055532980,0.454672260004361
2225,110453142054,S I35 Hwy,M,S1100,43.802870226202849,0.027217787260189
2226,110453172804,I- 85,I,S1100,46133.050337208690000,28.665691158079323
2227,110453172805,I- 85,I,S1100,46072.069280057556000,28.627799361677177
2228,110453199120,I- 86,I,S1100,28552.650862232462000,17.741759224212309
2229,110453199121,I- 86,I,S1100,29352.479376729716000,18.238748627870088
2230,110453420780,US Hwy 24,U,S1100,24515.731301573360000,15.233338720690389
2231,110453420781,US Hwy 24,U,S1100,24513.872611842489000,15.232183786746193
2232,110453421162,I- 70,I,S1100,95826.762584446609000,59.543870627362104
2233,110453421163,I- 70,I,S1100,95826.667230208564000,59.543811377104021
2234,110453491470,I- 74,I,S1100,20511.414679898768000,12.745176703718663
2235,110453491471,I- 74,I,S1100,20266.950580748642000,12.593274058776419
2236,110453491478,I- 77,I,S1100,37100.691654884635000,23.053254899823358
2237,110453491479,I- 77,I,S1100,37204.700607915525000,23.117882937715184
2238,110453577070,US Hwy 81,U,S1100,54823.342577242423000,34.065577608365437
2239,110453577125,I- 135,I,S1100,54823.342577242423000,34.065577608365437
2240,110453577126,I- 135,I,S1100,54813.317735123805000,34.059348472724494
2241,110453592845,I- 35,I,S1100,35964.473284554697000,22.347242948436211
2242,110453739786,I- 16,I,S1100,41915.743873463754000,26.045183653697411
2243,110453739787,I- 16,I,S1100,41835.160911366780000,25.995111822609058
2244,110453740376,State Rte 404,S,S1100,41915.743873463754000,26.045183653697411
2245,110453740377,State Rte 404,S,S1100,41835.160911366780000,25.995111822609058
2246,110453798311,I- 70,I,S1100,1321.126316089267700,0.820908192304837
2247,110453798312,I- 70,I,S1100,1268.791548901158400,0.788388940660331
2248,110453860102,I- 35,I,S1100,64320.060125761316000,39.966552511856420
2249,110453860103,I- 35,I,S1100,64328.344500408508000,39.971700173312541
2250,110453860164,US Hwy 77,U,S1100,33987.703806232123000,21.118937797527757
2251,110453860165,US Hwy 77,U,S1100,33828.604722365846000,21.020078407821075
2252,110453881598,US Hwy 6 and 24,U,S1100,3124.912523530030700,1.941726736921990
2253,110454039461,I- 16,I,S1100,27820.258799172421000,17.286672804978192
2254,110454039462,I- 16,I,S1100,27881.443291660733000,17.324691009985525
2255,110454040295,State Rte 404,S,S1100,27820.258799172421000,17.286672804978192
2256,110454040296,State Rte 404,S,S1100,27881.443291660733000,17.324691009985525
2257,110454043658,James L Gillis Sr Memorial Hwy,M,S1100,27820.258799172421000,17.286672804978192
2258,110454043659,James L Gillis Sr Memorial Hwy,M,S1100,27881.443291660733000,17.324691009985525
2259,110454101894,State Rte 3,S,S1100,938.969566360296310,0.583447472026592
2260,110454101895,State Rte 3,S,S1100,950.260045179148960,0.590463036280036
2261,110454119544,State Rte 21,S,S1100,3023.308417592561000,1.878592998747145
2262,110454119545,State Rte 21,S,S1100,3027.802837216702300,1.881385696042007
2263,110454119626,I- 65,I,S1100,28774.568955095488000,17.879652458366625
2264,110454119627,I- 65,I,S1100,28869.782244421902000,17.938815135146626
2265,110454119664,US Hwy 80,U,S1100,1792.980675683322000,1.114104311894766
2266,110454119665,US Hwy 80,U,S1100,1786.588686098114300,1.110132521649033
2267,110454397290,US Hwy 6,U,S1100,49122.282596283731000,30.523110255929456
2268,110454397291,US Hwy 6,U,S1100,49146.309171078727000,30.538039647496358
2269,110454397962,US Hwy 34,U,S1100,14293.311403544536000,8.881434184936053
2270,110454397963,US Hwy 34,U,S1100,14294.451520699760000,8.882142619475214
2271,110454397988,State Hwy 52,S,S1100,15248.837735168556000,9.475169533358365
2272,110454397989,State Hwy 52,S,S1100,15196.154794015560000,9.442433936874883
2273,110454398027,I- 76,I,S1100,60989.102604673026000,37.896795605207970
2274,110454398028,I- 76,I,S1100,60969.688995343102000,37.884732571759116
2275,110454405343,I- 27,I,S1100,53599.718038132283000,33.305254090297787
2276,110454405344,I- 27,I,S1100,53601.662206553032000,33.306462138131195
2277,110454405356,US Hwy 60,U,S1100,20216.698808249625000,12.562049117436674
2278,110454405357,US Hwy 60,U,S1100,20395.942610305636000,12.673425829667501
2279,110454405367,US Hwy 87,U,S1100,20216.698808249625000,12.562049117436674
2280,110454405368,US Hwy 87,U,S1100,20395.942610305636000,12.673425829667501
2281,110454511099,I- 95,I,S1100,23975.996397371193000,14.897963670525629
2282,110454511100,I- 95,I,S1100,23967.604192859744000,14.892749006832197
2283,110454511147,I- 295,I,S1100,16612.631994948923000,10.322590303679593
2284,110454511148,I- 295,I,S1100,16488.343111284794000,10.245360926314429
2285,110454604960,I- 76,I,S1100,42673.156003261996000,26.515816790537006
2286,110454604961,I- 76,I,S1100,42731.310606691324000,26.551952313532787
2287,110454617002,I- 80,I,S1100,38577.812622470912000,23.971093480850374
2288,110454617003,I- 80,I,S1100,38581.202458121938000,23.973199822857648
2289,110454700909,I- 80,I,S1100,38631.618688796691000,24.004526953565744
2290,110454700910,I- 80,I,S1100,5082.113169168542300,3.157872403253875
2291,110454700911,I- 80,I,S1100,38674.105390750425000,24.030926913412944
2292,110454700912,I- 80,I,S1100,5128.552375260741400,3.186728330397970
2293,110454700933,I- 90,I,S1100,38631.618688796691000,24.004526953565744
2294,110454700934,I- 90,I,S1100,5082.113169168542300,3.157872403253875
2295,110454700935,I- 90,I,S1100,38674.105390750425000,24.030926913412944
2296,110454700936,I- 90,I,S1100,5128.552375260741400,3.186728330397970
2297,110454701890,Ohio Tpke,M,S1100,38631.618688796691000,24.004526953565744
2298,110454701891,Ohio Tpke,M,S1100,5082.113169168542300,3.157872403253875
2299,110454701892,Ohio Tpke,M,S1100,38674.105390750425000,24.030926913412944
2300,110454701893,Ohio Tpke,M,S1100,5128.552375260741400,3.186728330397970
2301,110454708907,I- 65,I,S1100,47023.681347296231000,29.219102503836055
2302,110454708908,I- 65,I,S1100,47020.751627946600000,29.217282064271739
2303,110454787020,I- 75,I,S1100,33328.882351454260000,20.709565943446247
2304,110454787021,I- 75,I,S1100,33326.940855310735000,20.708359556085600
2305,110454805778,US Hwy 6,U,S1100,12459.209147939611000,7.741778159002249
2306,110454805779,US Hwy 6,U,S1100,12412.249054499864000,7.712598568113315
2307,110454805832,I- 35,I,S1100,55643.283895528846000,34.575064503897892
2308,110454805833,I- 35,I,S1100,56017.403687394901000,34.807531300074764
2309,110454805839,US Hwy 65,U,S1100,2229.733898150421700,1.385489639680904
2310,110454805840,US Hwy 65,U,S1100,2283.824853716253500,1.419100134008979
2311,110454805871,I- 80,I,S1100,22732.206581625825000,14.125110055533597
2312,110454805872,I- 80,I,S1100,22580.313478415053000,14.030728245662887
2313,110454805875,I- 80,I,S1100,1116.617187317301200,0.693832365288544
2314,110454805960,I- 235,I,S1100,29.114086858710614,0.018090618680989
2315,110454819983,I- 35,I,S1100,39260.268831867063000,24.395151261215375
2316,110454819984,I- 35,I,S1100,39260.387409673611000,24.395224941901041
2317,110454861853,I- 16,I,S1100,4673.284436307095300,2.903838514163673
2318,110454861855,I- 16,I,S1100,4684.886079026388900,2.911047426314219
2319,110454861920,I- 95,I,S1100,1008.077745569170800,0.626389217851298
2320,110454861921,I- 95,I,S1100,992.906182735110630,0.616962064619339
2321,110454862054,State Rte 404,S,S1100,4673.284436307095300,2.903838514163673
2322,110454862055,State Rte 404,S,S1100,4684.886079026388900,2.911047426314219
2323,110454862056,State Rte 405,S,S1100,1008.077745569170800,0.626389217851298
2324,110454862057,State Rte 405,S,S1100,992.906182735110630,0.616962064619339
2325,110454938471,State Rte 21,S,S1100,15411.111428713424000,9.576001530120699
2326,110454938503,I- 77,I,S1100,4596.914771278609800,2.856384699261977
2327,110454938514,I- 80,I,S1100,21741.250628399721000,13.509359804925772
2328,110454938515,I- 80,I,S1100,21820.319366158295000,13.558490742513447
2329,110454938578,I- 271,I,S1100,24481.157918652181000,15.211855859490788
2330,110454938584,I- 277,I,S1100,5381.346972193309700,3.343807296326556
2331,110454938615,I- 480,I,S1100,13841.212037560892000,8.600513224728099
2332,110454938616,I- 480,I,S1100,13951.632127488678000,8.669124950429755
2333,110454939553,Ohio Tpke,M,S1100,13548.712623177355000,8.418762878385296
2334,110454939554,Ohio Tpke,M,S1100,8159.773273716531500,5.070237906979480
2335,110454939555,Ohio Tpke,M,S1100,21820.319366158295000,13.558490742513447
2336,110455039424,I- 95,I,S1100,27199.733937366160000,16.901097302937274
2337,110455039425,I- 95,I,S1100,27210.522187604303000,16.907800797442889
2338,110455040557,State Rte 405,S,S1100,27199.733937366160000,16.901097302937274
2339,110455040558,State Rte 405,S,S1100,27210.522187604303000,16.907800797442889
2340,110455076581,I- 70,I,S1100,35022.152597313572000,21.761713190597145
2341,110455143554,US Hwy 51,U,S1100,52.375869872849194,0.032544791617646
2342,110455215124,I- 275,I,S1100,22439.390275063779000,13.943162801913839
2343,110455376396,I- 71,I,S1100,11421.443223817005000,7.096941599142605
2344,110455379383,Conneaut-Cincinnati Hwy,M,S1100,11421.443223817005000,7.096941599142605
2345,110455379384,Conneaut-Cincinnati Hwy,M,S1100,11497.813099616165000,7.144395545010865
2346,110455380943,I- 95,I,S1100,21308.327853169656000,13.240354601945853
2347,110455380944,I- 95,I,S1100,21342.584783704646000,13.261640829142232
2348,110455381082,State Rte 405,S,S1100,21308.327853169656000,13.240354601945853
2349,110455381083,State Rte 405,S,S1100,21342.584783704646000,13.261640829142232
2350,110455469737,I- 85,I,S1100,7061.999666986219400,4.388114376408577
2351,110455469738,I- 85,I,S1100,7138.899289601071400,4.435897491028948
2352,110455469800,State Rte 403,S,S1100,7061.999666986219400,4.388114376408577
2353,110455469801,State Rte 403,S,S1100,7138.899289601071400,4.435897491028948
2354,110455523225,I- 185,I,S1100,23621.076868324366000,14.677427340687030
2355,110455523275,State Rte 411,S,S1100,23621.076868324366000,14.677427340687030
2356,110455709354,I- 75,I,S1100,17971.116664939400000,11.166711854461239
2357,110455709355,I- 75,I,S1100,17965.411513390482000,11.163166844731427
2358,110455709430,State Rte 401,S,S1100,17971.116664939400000,11.166711854461239
2359,110455709431,State Rte 401,S,S1100,17965.411513390482000,11.163166844731427
2360,110455802111,US Hwy 30,U,S1100,31688.344952392301000,19.690185302646540
2361,110455802112,US Hwy 30,U,S1100,31598.668102415952000,19.634462802905869
2362,110455802133,US Hwy 91,U,S1100,31659.986431912319000,19.672564170208144
2363,110455802134,US Hwy 91,U,S1100,31598.668102415952000,19.634462802905869
2364,110455802135,US Hwy 91,U,S1100,26.169389423627742,0.016260872184473
2365,110455802136,US Hwy 91,U,S1100,18157.823241013062000,11.282725710206506
2366,110455802137,US Hwy 91,U,S1100,18189.940346720759000,11.302682314558021
2367,110455892916,I- 93,I,S1100,14642.553509142826000,9.098442734453172
2368,110455892917,I- 93,I,S1100,1476.932760624855300,0.917721634876903
2369,110455892919,I- 93,I,S1100,1446.363714225633200,0.898726948059709
2370,110455892921,I- 95,I,S1100,801.285640844374940,0.497894818182497
2371,110455892922,I- 95,I,S1100,726.146317602869540,0.451205500694839
2372,110455893039,State Rte 128,S,S1100,801.285640844374940,0.497894818182497
2373,110455893040,State Rte 128,S,S1100,726.146317602869540,0.451205500694839
2374,110455893105,I- 495,I,S1100,41541.137434852484000,25.812414469857043
2375,110455893106,I- 495,I,S1100,41967.118322946058000,26.077106192777560
2376,110455911159,Yankee Division Hwy,M,S1100,801.285640844374940,0.497894818182497
2377,110455911160,Yankee Division Hwy,M,S1100,726.146317602869540,0.451205500694839
2378,110455911289,Blue Star Memorial Hwy,M,S1100,41541.137434852484000,25.812414469857043
2379,110455911290,Blue Star Memorial Hwy,M,S1100,41967.118322946058000,26.077106192777560
2380,110455940250,State Rte 2,S,S1100,9169.342006984741600,5.697553579782027
2381,110455943185,I- 480,I,S1100,5165.407224914719300,3.209628826466106
2382,110455943186,I- 480,I,S1100,4842.103618516399400,3.008737680886847
2383,110455943192,I- 480,I,S1100,533.365638321829920,0.331417379746377
2384,110455943193,I- 480,I,S1100,838.161063653675000,0.520808097791117
2385,110455959534,US Hwy 1,U,S1100,302.082686874276590,0.187705103886368
2386,110455959535,US Hwy 1,U,S1100,240.070736959789370,0.149172741699920
2387,110455960716,State Rte 26,S,S1100,271.903015221281070,0.168952362835572
2388,110455960717,State Rte 26,S,S1100,297.367403215614560,0.184775168317531
2389,110455961121,I- 95,I,S1100,12042.430020492804000,7.482804133630077
2390,110455961950,I- 295,I,S1100,49214.736175311227000,30.580558131660400
2391,110455961951,I- 295,I,S1100,48392.152258121510000,30.069429204580867
2392,110455989494,Northwest Fwy,M,S1100,7238.231080074183400,4.497619280658469
2393,110456007047,Maine Turnpike Falmouth Spr,M,S1100,12042.430020492804000,7.482804133630077
2394,110456007254,I- 95,I,S1100,62105.517142616678000,38.590502050265442
2395,110456007255,I- 95,I,S1100,62097.236203374428000,38.585356523466714
2396,110456014546,Maine Tpke,M,S1100,62105.517142616678000,38.590502050265442
2397,110456014547,Maine Tpke,M,S1100,62097.236203374428000,38.585356523466714
2398,110456651751,I- 45,I,S1100,49680.472856889101000,30.869952909970387
2399,110456651752,I- 45,I,S1100,49636.086221710408000,30.842372388711151
2400,110456651847,US Hwy 287,U,S1100,22798.528602990315000,14.166320566599252
