FID,GEOID,LSAD,County,LILATracts,LILATrac_1,LILATrac_2,LILATrac_3,LA1and10,LAhalfand1,LA1and20,LATracts_h,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuart,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeT,POP2010,UATYP10,PNT_COUNT
0,09001042700,CT,Fairfield,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2072.000000000000000,147.000000000000000,0.032110000000000,0.000000000000000,4578.000000000000000,U,2
1,09001080400,CT,Fairfield,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2158.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,5956.000000000000000,U,1
2,09003405900,CT,Hartford,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1757.000000000000000,13.000000000000000,0.002804000000000,0.000000000000000,4636.000000000000000,U,1
3,09003471200,CT,Hartford,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1153.000000000000000,332.000000000000000,0.099193000000000,1.000000000000000,3347.000000000000000,U,4
4,09003496100,CT,Hartford,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1073.000000000000000,2.000000000000000,0.000743000000000,1.000000000000000,2691.000000000000000,U,1
5,09003503700,CT,Hartford,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,199.000000000000000,0.075066000000000,1.000000000000000,2651.000000000000000,U,1
6,09003514700,CT,Hartford,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2101.000000000000000,5.000000000000000,0.001163000000000,1.000000000000000,4298.000000000000000,U,1
7,09009165500,CT,New Haven,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1769.000000000000000,40.000000000000000,0.008066000000000,1.000000000000000,4959.000000000000000,U,1
8,09003504300,CT,Hartford,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1073.000000000000000,144.000000000000000,0.048880000000000,1.000000000000000,2946.000000000000000,U,3
9,09007570100,CT,Middlesex,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2059.000000000000000,69.000000000000000,0.014759000000000,0.000000000000000,4675.000000000000000,U,3
10,09009120200,CT,New Haven,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2620.000000000000000,111.000000000000000,0.017958000000000,1.000000000000000,6181.000000000000000,U,3
11,09009154100,CT,New Haven,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2919.000000000000000,17.000000000000000,0.002107000000000,1.000000000000000,8070.000000000000000,U,1
12,09009171200,CT,New Haven,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3168.000000000000000,289.000000000000000,0.036044000000000,0.000000000000000,8018.000000000000000,U,2
13,09009180200,CT,New Haven,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2371.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5545.000000000000000,U,2
14,09009345100,CT,New Haven,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2716.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6979.000000000000000,U,1
15,09011690800,CT,New London,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1245.000000000000000,182.000000000000000,0.054410000000000,1.000000000000000,3345.000000000000000,U,1
16,09001010500,CT,Fairfield,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2408.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5494.000000000000000,U,2
17,09001043000,CT,Fairfield,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1176.000000000000000,70.000000000000000,0.022654000000000,0.000000000000000,3090.000000000000000,U,1
18,09001043500,CT,Fairfield,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,985.000000000000000,10.000000000000000,0.003840000000000,0.000000000000000,2604.000000000000000,U,1
19,09001080700,CT,Fairfield,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,861.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1955.000000000000000,U,1
20,09001210200,CT,Fairfield,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1838.000000000000000,598.000000000000000,0.090909000000000,1.000000000000000,6578.000000000000000,U,1
21,09001211400,CT,Fairfield,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2181.000000000000000,12.000000000000000,0.002388000000000,0.000000000000000,5025.000000000000000,U,1
22,09003406100,CT,Hartford,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1700.000000000000000,271.000000000000000,0.069309000000000,1.000000000000000,3910.000000000000000,U,2
23,09003460100,CT,Hartford,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1396.000000000000000,139.000000000000000,0.041805000000000,0.000000000000000,3325.000000000000000,U,2
