GEOID,State,Urban,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeT,POP2010,UATYP10,PNT_COUNT,Shape_Area,areahalfmile,Shape_Area_1,areamile
9009347200,CT,1,1358,1,0.000258,0,3878,U,0,0,0,3.336200397E-006,0.0119406592
9009160100,CT,1,1242,0,0,0,3443,U,0,0,0,5.7856624517E-005,0.2077193352
9009175900,CT,1,2136,301,0.059687,0,5043,U,0,0,0,2.4989911696E-005,0.0895445887
9009352100,CT,1,1617,122,0.028686,1,4253,U,0,0,0,4.717788913E-005,0.168719067
9011705101,CT,1,1769,0,0,0,4294,U,0,0,0,6.7472396793E-005,0.2420548339
9011870703,CT,1,790,0,0,0,1749,U,0,0,0,2.0892262712E-005,0.0750093847
9013530200,CT,1,2647,84,0.013599,1,6177,U,0,0,0,2.3046153098E-005,0.0820628989
9013538201,CT,1,1858,24,0.004646,0,5166,U,0,0,0,0.0001551767,0.5514645871
9015800600,CT,1,1512,104,0.023669,1,4394,C,0,0,0,4.0299157148E-005,0.1438215026
9001110201,CT,1,1870,6,0.001255,0,4782,U,0,0,0,2.177165847E-006,0.0078192097
9009150700,CT,1,1501,16,0.003669,0,4361,U,0,0,0,0.0001122164,0.4033540198
9013890100,CT,1,1666,5,0.001296,1,3858,C,0,0,0,4.3226512663E-005,0.1536695459
9009180601,CT,1,1230,6,0.001904,1,3151,U,0,0,0,6.5094577363E-005,0.2337116955
9009347100,CT,1,1999,137,0.024787,0,5527,U,0,0,0,5.4557127617E-005,0.1952821998
9001210800,CT,1,1734,984,0.174996,0,5623,U,0,0,0,0.0001648139,0.5910792911
9003471300,CT,1,1997,154,0.033647,0,4577,U,0,0,0,0.0001642799,0.5853692211
9009180300,CT,1,1077,0,0,1,2546,U,0,0,0,0.000089747,0.3224199316
9001044300,CT,1,1538,9,0.002309,0,3898,U,0,0,0,4.4537081747E-005,0.1604030891
23005003300,ME,1,1202,9,0.002901,0,3102,U,0,0,0,2.578265191E-006,0.0089268282
23019940000,ME,1,245,5,0.008197,1,610,U,0,0,0,0.00004528,0.1521968535
23005001100,ME,1,1456,50,0.021079,1,2372,U,0,0,0,3.8186803033E-005,0.1321581854
23005002900,ME,1,2648,107,0.017613,1,6075,U,0,0,0,3.349055132E-005,0.1158764514
23005003701,ME,1,1623,0,0,0,4044,U,0,0,0,0.000026976,0.0933950858
23031006101,ME,1,2680,5,0.000945,0,5290,U,0,0,0,2.4800615411E-005,0.0860212333
23031030201,ME,1,1330,43,0.013375,0,3215,C,0,0,0,0.000084775,0.2943948341
23005003702,ME,1,1993,0,0,0,4971,U,0,0,0,1.5324561E-008,5.3060446257E-005
23013970600,ME,1,1249,115,0.041057,1,2801,C,0,0,0,8.4831150389E-005,0.2913969409
23017965500,ME,1,1019,8,0.003612,1,2215,C,0,0,0,1.5915915117E-005,0.054265757
23019007100,ME,1,2234,14,0.00277,1,5054,U,0,0,0,0.0001020589,0.3458226003
23001010500,ME,1,940,23,0.01133,1,2030,U,0,0,0,9.6798865678E-005,0.3326071041
23019002000,ME,1,2862,18,0.00248,0,7257,U,0,0,0,3.3690131651E-005,0.1144127195
23019006100,ME,1,1137,15,0.005515,1,2720,U,0,0,0,0.0001581458,0.5360435014
23013970200,ME,1,2382,60,0.012371,0,4850,C,0,0,0,8.135725922E-006,0.0279019116
23031005400,ME,1,997,143,0.056544,0,2529,U,0,0,0,3.8595415604E-005,0.1339123629
9001230300,CT,1,1220,6,0.001744,0,3441,U,0,0,0,0,0
9001230501,CT,1,1424,0,0,0,4329,U,0,0,0,0,0
9015907100,CT,1,1662,12,0.002719,0,4413,U,0,0,0,0,0
9003430500,CT,1,2344,19,0.002902,0,6547,U,0,0,0,0,0
9003473601,CT,1,1311,7,0.002108,0,3320,U,0,0,0,0,0
9005425500,CT,1,1399,3,0.000904,0,3318,U,0,0,0,0,0
9007600100,CT,1,1714,142,0.035553,0,3994,U,0,0,0,0,0
9007620100,CT,1,1940,36,0.007777,0,4629,U,0,0,0,0,0
9007630100,CT,1,2916,52,0.007781,0,6683,U,0,0,0,0,0
9003524300,CT,1,1685,3377,0.463174,0,7291,U,0,0,0,0,0
9011702900,CT,1,1157,8,0.003235,0,2473,U,0,0,0,0,0
9013881300,CT,1,1642,2197,0.354985,1,6189,U,0,0,0,0,0
9011660102,CT,1,1719,11,0.00259,0,4247,U,0,0,0,0,0
9009346101,CT,1,2439,0,0,0,6674,U,0,0,0,0,0
9011695202,CT,1,2283,25,0.00403,0,6203,U,0,0,0,0,0
9001022400,CT,1,872,4,0.001673,0,2391,U,0,0,0,0,0
9001035200,CT,1,1032,0,0,0,3316,U,0,0,0,0,0
9001035300,CT,1,1267,0,0,0,3937,U,0,0,0,0,0
9001044400,CT,1,1199,5,0.0014,1,3572,U,0,0,0,0,0
9001045200,CT,1,978,11,0.004647,0,2367,U,0,0,0,0,0
9001055200,CT,1,1464,0,0,0,4372,U,0,0,0,0,0
9001060500,CT,1,853,113,0.039775,0,2841,U,0,0,0,0,0
9003466201,CT,1,913,0,0,0,2318,U,0,0,0,0,0
9003466300,CT,1,1745,159,0.032676,0,4866,U,0,0,0,0,0
9003471400,CT,1,2582,62,0.011242,0,5515,U,0,0,0,0,0
9001100300,CT,1,2301,41,0.00592,0,6926,U,0,0,0,0,0
9001205200,CT,1,2409,6,0.000851,0,7054,U,0,0,0,0,0
9001211100,CT,1,15,1339,0.973818,0,1375,U,0,0,0,0,0
9001230100,CT,1,2550,14,0.001983,0,7061,U,0,0,0,0,0
9001230200,CT,1,696,6,0.003091,0,1941,U,0,0,0,0,0
9003416700,CT,1,2487,184,0.028045,1,6561,U,0,0,0,0,0
9003481200,CT,1,1663,4,0.001061,0,3769,U,0,0,0,0,0
9001020300,CT,1,2477,190,0.02616,0,7263,U,0,0,0,0,0
9001035100,CT,1,3103,22,0.002971,0,7406,U,0,0,0,0,0
9001045102,CT,1,1977,153,0.025356,0,6034,U,0,0,0,0,0
9001055100,CT,1,1915,0,0,0,5807,U,0,0,0,0,0
9001110500,CT,1,2040,5,0.000843,0,5928,U,0,0,0,0,0
9001205100,CT,1,1510,0,0,0,4000,U,0,0,0,0,0
9001230502,CT,1,1607,756,0.147168,0,5137,U,0,0,0,0,0
9003487100,CT,1,2428,9,0.001327,0,6781,U,0,0,0,0,0
9003515000,CT,1,1180,29,0.009921,0,2923,U,0,0,0,0,0
9007595102,CT,1,2163,82,0.015104,0,5429,C,0,0,0,0,0
9011980000,CT,1,3,2091,0.997139,0,2097,U,0,0,0,0,0
9003462202,CT,1,1170,6,0.002229,0,2692,U,0,0,0,0,0
9005360300,CT,1,1357,0,0,0,3396,U,0,0,0,0,0
9009166002,CT,1,2002,3288,0.425576,0,7726,U,0,0,0,0,0
9013538202,CT,1,1470,0,0,0,3939,U,0,0,0,0,0
9011702600,CT,1,494,994,0.470199,0,2114,U,0,0,0,0,0
9003520202,CT,1,1473,5,0.001168,0,4280,U,0,0,0,0,0
9003417300,CT,1,24,2114,0.983256,1,2150,U,0,0,0,0,0
9007680100,CT,1,2948,93,0.013404,0,6938,U,0,0,0,0,0
9001090200,CT,1,2818,291,0.03716,0,7831,U,0,0,0,0,0
9001105100,CT,1,1432,0,0,0,4076,U,0,0,0,0,0
23031030100,ME,1,1771,76,0.01752,1,4338,C,0,0,0,0,0
23031036001,ME,1,3178,11,0.001596,0,6891,U,0,0,0,0,0
23025966000,ME,1,1639,199,0.047212,0,4215,C,0,0,0,0,0
23005002300,ME,1,1528,129,0.035518,0,3632,U,0,0,0,0,0
23005011201,ME,1,2946,293,0.043987,0,6661,C,1,0.0002284784,0.7873226149,0.0007095829,2.4452600119
23005001800,ME,1,1856,20,0.005392,0,3709,U,1,0.000098473,0.3406681672,0.0003012662,1.0421614338
23005004002,ME,1,2467,1560,0.206595,0,7551,U,1,0.0002270171,0.785272124,0.0009074801,3.139053871
23013970700,ME,1,2174,129,0.028692,1,4496,C,4,0.0003656087,1.2555634421,0.0007858685,2.6988164701
23005004801,ME,1,2698,63,0.00957,0,6583,U,5,0.0005045668,1.741026591,0.0015018005,5.181952858
25001012602,MA,1,1999,0,0,1,4915,U,1,0.0002464187,0.8801877065,0.0003665944,1.3094645839
25005610100,MA,1,2189,16,0.003135,0,5103,U,1,0.000164807,0.5853117145,0.00039543,1.404352148
25005650300,MA,1,1460,13,0.003935,1,3304,U,1,0.0001087023,0.3881388408,0.0001216969,0.4345343014
25005651800,MA,1,1155,128,0.073352,1,1745,U,2,6.8233203575E-005,0.2438023355,0.0001304897,0.4662442165
25009208300,MA,1,2748,32,0.004411,0,7254,U,3,0.0003863005,1.3623207397,0.0007694677,2.7136447915
25009260401,MA,1,1591,11,0.00288,0,3820,U,5,0.0002271605,0.7969329965,0.0006182139,2.1689180036
25011041000,MA,1,1375,112,0.03424,0,3271,C,2,0.0002055798,0.7237770802,0.0006601941,2.3241331938
25011041200,MA,1,1333,37,0.011724,0,3156,C,1,0.0001653002,0.5818233668,0.0002402528,0.8456403144
25017321400,MA,1,1241,205,0.062178,0,3297,U,3,0.0003999475,1.4134865634,0.0011351264,4.0117517822
25017339700,MA,1,1595,0,0,1,3878,U,2,0.0001447075,0.5109194226,0.0001475365,0.5209072507
25017342102,MA,1,1592,0,0,1,4066,U,1,9.2189879986E-005,0.3254314796,0.0001391573,0.4912268989
25021410400,MA,1,2484,0,0,0,6300,U,4,0.0002317362,0.8223552387,0.0006376192,2.2626086779
25021421100,MA,1,2018,0,0,1,5120,U,1,0.0001593181,0.5649345394,0.0004423361,1.5684460192
25023506202,MA,1,931,0,0,0,2512,U,1,0.0001172727,0.416102517,0.0003600438,1.2775118615
25023510600,MA,1,989,145,0.050752,0,2857,U,2,8.4344479411E-005,0.2993403643,0.0003575754,1.268956555
25025010403,MA,1,2025,0,0,1,3003,U,1,9.747432371E-006,0.0344480022,9.74743341E-006,0.0344480059
25025030400,MA,1,1513,16,0.006528,0,2451,U,1,1.1477811579E-005,0.0405511073,1.147781352E-005,0.0405511142
25025130406,MA,1,2112,58,0.011357,1,5107,U,1,4.4880666941E-005,0.1588241088,0.0001151593,0.4075233695
25027709702,MA,1,1109,47,0.020068,1,2342,U,1,0.000124926,0.4401805842,0.0001393799,0.4911119151
25027728300,MA,1,1692,128,0.028169,0,4544,U,1,7.4430349502E-005,0.2630541318,0.0002117966,0.7484942268
25027736500,MA,1,1908,7,0.001602,0,4369,U,1,0.0004176115,1.4793162194,0.0011087927,3.9278276917
25025981700,MA,1,0,0,0,0,0,U,1,3.5849682391E-005,0.1266758032,3.5849684666E-005,0.1266758112
25027707100,MA,1,1619,12,0.00307,1,3909,U,2,0.0001944025,0.6846940194,0.0005447523,1.9187565468
25027732500,MA,1,682,19,0.010698,1,1776,U,1,8.1642443607E-005,0.2889391229,8.6715859956E-005,0.3068956458
25003922100,MA,1,1339,3,0.001119,1,2680,U,1,8.1409124797E-005,0.2864657767,0.0002211095,0.7780227392
25005600204,MA,1,1318,7,0.001797,0,3895,U,1,0.0001565068,0.5558985658,0.0005282599,1.8764305059
25005613700,MA,1,1844,184,0.042115,0,4369,U,1,6.1560730473E-005,0.2190503178,0.0002140129,0.7615111497
25005640400,MA,1,1167,0,0,1,2682,U,1,7.1280706999E-005,0.2544971833,0.0001295947,0.462692107
25005642000,MA,1,1391,153,0.046732,1,3274,U,1,0.0001213531,0.4330676457,0.0002093342,0.7470830712
25005651200,MA,1,807,106,0.051257,1,2068,U,1,0.000078987,0.2821464902,0.0001068393,0.381637818
25009205500,MA,1,1551,0,0,1,4606,U,1,0.0001450223,0.5114762415,0.0001635111,0.5766816551
25009207200,MA,1,1129,1,0.00034,1,2939,U,3,0.0002499467,0.8818303707,0.0002879103,1.0157676228
25009210700,MA,1,1594,80,0.019995,1,4001,U,1,7.3368949772E-005,0.2585722936,9.963263316E-005,0.3511375897
25009251500,MA,1,2121,8,0.001301,1,6149,U,1,0.0001453546,0.5108826785,0.0002058456,0.7234920804
25009253201,MA,1,1209,92,0.031583,0,2913,U,1,0.0001211738,0.4258456958,0.0003043729,1.0696528806
25013801503,MA,1,1606,6,0.001487,1,4036,U,2,0.0003535057,1.2533127202,0.0003870198,1.3721581223
25013811301,MA,1,2522,0,0,0,5494,U,2,0.0001536208,0.5441672533,0.0004457291,1.5788281465
25013812104,MA,1,1822,31,0.006674,1,4645,U,1,0.0001825386,0.6466441099,0.0002447321,0.8669542043
25015821901,MA,1,1397,343,0.104224,0,3291,U,1,7.9642861965E-005,0.2815513385,0.0001459516,0.515969122
25017317301,MA,1,1155,32,0.012181,0,2627,U,2,9.8865192298E-005,0.3478513555,0.0003074977,1.0818840707
25017321200,MA,1,2614,24,0.00383,0,6267,U,1,0.0002294362,0.8108610852,0.0005434052,1.9205528576
25017341901,MA,1,502,0,0,1,1387,U,2,0.0001075653,0.3796446673,0.0001194959,0.4217539378
25017352500,MA,1,1207,37,0.012785,0,2894,U,2,2.2586522524E-005,0.0797937207,2.2586521978E-005,0.0797937187
25017353200,MA,1,1612,1593,0.325301,1,4897,U,1,5.1372850729E-005,0.1815157764,5.7686450932E-005,0.2038245727
25017363202,MA,1,1226,2,0.000578,0,3462,U,1,0.000127899,0.451077734,0.0004281148,1.5098878202
25017382200,MA,1,1962,60,0.011632,0,5158,U,1,0.0002149113,0.7600929261,0.0004871996,1.7231463175
25017384001,MA,1,553,47,0.032707,0,1437,U,1,8.7857086259E-005,0.3107076566,0.0001950923,0.689953906
25021408101,MA,1,2631,116,0.014569,0,7962,U,1,0.0002710102,0.9606346972,0.0010136285,3.5928914415
25021440100,MA,1,3303,30,0.00363,0,8264,U,2,0.0001491827,0.5299594442,0.0005164865,1.8346823465
25021456102,MA,1,1950,63,0.01274,0,4945,U,1,6.2557083224E-005,0.2218209095,0.0002083773,0.7389335391
25023510503,MA,1,1682,249,0.057961,1,4296,U,1,0.0001233297,0.437542547,0.0002789194,0.9895919763
25023521102,MA,1,1243,1,0.000302,0,3316,U,1,0.000142194,0.5046136807,0.0002252974,0.7995084794
25023524102,MA,1,1533,0,0,0,3881,U,1,0.0001364021,0.4843616517,0.00035652,1.2660569816
25023544100,MA,1,1900,0,0,0,5629,U,1,0.0002207371,0.7852721181,0.0008449128,3.005759434
25025000602,MA,1,1968,0,0,1,3974,U,1,3.1719369377E-005,0.1120880287,6.5513739955E-005,0.2315141702
25025010203,MA,1,3499,162,0.02909,1,5569,U,2,4.0221910973E-005,0.1421478347,4.0221910255E-005,0.1421478321
25025010500,MA,1,1655,421,0.138305,1,3044,U,1,2.2106867764E-005,0.0781273363,2.2106870735E-005,0.0781273468
25025092200,MA,1,1134,11,0.003285,1,3349,U,1,6.2809826723E-005,0.2221481055,6.2809828056E-005,0.2221481102
25025101001,MA,1,2127,0,0,0,5480,U,2,9.7226448063E-005,0.3439925652,0.0001438913,0.5091012849
25017331200,MA,1,1802,4,0.000748,0,5346,U,1,0.0001609517,0.5668966338,0.0003529895,1.2432046107
25017354700,MA,1,1145,41,0.016341,0,2509,U,2,0.000039743,0.140356302,0.000039743,0.1403562872
25017373600,MA,1,988,3331,0.552771,0,6026,U,1,6.0889842717E-005,0.2152379021,0.0002107812,0.7450908181
25017382602,MA,1,1697,1,0.00024,0,4159,U,3,0.0002410467,0.8525698625,0.000453379,1.6036215848
25005641200,MA,1,1276,93,0.033179,1,2803,U,3,0.000113556,0.405354063,0.0001250167,0.446269327
25005655100,MA,1,1559,126,0.029822,0,4225,U,1,0.000125875,0.4496918916,0.0004790437,1.7113506927
25021422700,MA,1,1528,26,0.006767,0,3842,U,2,0.000096489,0.3415516741,0.0002889105,1.0227158709
25021456101,MA,1,1231,254,0.067267,0,3776,U,1,0.0001341531,0.4758875103,0.0003980374,1.4119361863
25023511702,MA,1,982,298,0.106505,0,2798,U,1,0.0002034212,0.7220581608,0.0004913263,1.7440832793
25023525104,MA,1,2061,217,0.034505,0,6289,U,2,0.0002239263,0.7959163065,0.0006719942,2.3886128332
25009250100,MA,1,1336,3,0.001288,1,2329,U,1,6.903292221E-005,0.2425832468,0.0001158901,0.4072379428
25013801101,MA,1,1115,0,0,1,1862,U,1,0.0001341268,0.4757983711,0.0001343393,0.4765526023
25025160602,MA,1,1683,4,0.000856,1,4675,U,1,6.8152744142E-005,0.2406239118,8.0599124719E-005,0.2845650038
25027707500,MA,1,1999,1237,0.20762,0,5958,U,3,0.0001119869,0.3943783214,0.0003752528,1.3214454312
25027731600,MA,1,2439,2242,0.304744,1,7357,U,1,0.0001187616,0.4202000343,0.000137994,0.4882526929
25027744200,MA,1,2930,149,0.019909,0,7484,U,5,0.0007029315,2.4918852535,0.0013916474,4.9336457342
25021420301,MA,1,2478,17,0.002501,0,6797,U,3,0.0002345705,0.8312813115,0.0005150744,1.8253626042
25023511600,MA,1,2734,165,0.022882,1,7211,U,2,0.0003396734,1.2058776208,0.0004556987,1.6177902844
25025180200,MA,1,1683,11,0.002677,1,4109,U,1,0.0001025305,0.3621567796,0.0001437331,0.5076826307
25005652300,MA,1,1184,0,0,1,2870,U,1,7.043485313E-005,0.2517317691,0.0001019788,0.3644643104
25013801605,MA,1,1742,103,0.022352,1,4608,U,2,0.000183686,0.651695606,0.0004264165,1.5128686822
25017338200,MA,1,1514,202,0.05221,0,3869,U,1,0.0001026855,0.3622328572,0.0001928265,0.6801864156
25027731204,MA,1,772,123,0.049239,1,2498,U,1,4.4840510963E-005,0.1587166644,4.4840510223E-005,0.1587166618
25003925100,MA,1,2879,766,0.107827,0,7104,C,1,0.0002217331,0.7852721185,0.0008863577,3.1390538481
25005650900,MA,1,1078,0,0,1,2867,U,1,7.8834552123E-005,0.2815808858,0.0001015095,0.3625756667
25005651700,MA,1,921,195,0.098336,1,1983,U,1,0.000043958,0.1570667301,0.000043958,0.1570667182
25013813404,MA,1,2415,317,0.047813,0,6630,U,1,0.0001341438,0.4762541285,0.0006050551,2.1481565752
25017301102,MA,1,1738,0,0,0,4902,U,1,9.4302764902E-005,0.3316877581,0.0003200535,1.125746206
25021400200,MA,1,2839,1,0.000163,1,6132,U,1,5.8326716825E-005,0.206124205,5.8326718947E-005,0.2061242125
25025000703,MA,1,1395,172,0.061627,1,2791,U,1,0.000019172,0.0677484398,0.000019172,0.0677484605
25021419100,MA,1,2150,12,0.002109,0,5691,U,1,0.0002279932,0.8073154098,0.0006856731,2.428086528
25021419800,MA,1,1729,163,0.037402,0,4358,U,2,0.0001793004,0.6350583458,0.0004006837,1.419182873
25021422400,MA,1,3357,228,0.029287,0,7785,U,3,0.0003104538,1.0994860031,0.0004943004,1.7505438686
25021442202,MA,1,3119,235,0.029822,0,7880,U,1,0.00022607,0.8022510168,0.0008237712,2.9233803911
25023502200,MA,1,2355,191,0.032717,0,5838,U,1,8.9460177644E-005,0.3170533299,0.0003452029,1.2236140767
25023504101,MA,1,1833,248,0.046183,0,5370,U,3,0.0002067653,0.7327194278,0.0006177581,2.1892582639
25023510502,MA,1,2696,7,0.001208,1,5796,U,1,0.0001450796,0.5146808266,0.0004041228,1.4336855373
25023511200,MA,1,1803,106,0.02186,1,4849,U,3,0.0002155825,0.7650366241,0.000418514,1.4852030238
25023524101,MA,1,1038,144,0.047447,0,3035,U,1,0.0002264207,0.8043347991,0.0011130013,3.9532362432
25023530600,MA,1,1711,1516,0.238215,0,6364,U,2,0.0002206442,0.7852721136,0.0007454733,2.6531762676
25009270100,MA,1,2155,53,0.00905,0,5856,U,1,0.000223467,0.7852721263,0.0007611902,2.6747317139
25011041300,MA,1,2430,113,0.024343,1,4642,C,1,0.0001626434,0.572562372,0.0002636378,0.9281279334
25001011500,MA,1,1808,114,0.028295,1,4029,U,2,0.0003452555,1.2323946282,0.0009075918,3.2397210348
25013800400,MA,1,2199,295,0.04386,1,6726,U,2,0.0001309167,0.464269278,0.0002388594,0.8470269804
25013801800,MA,1,1323,232,0.054218,1,4279,U,2,9.4052460354E-005,0.333623579,0.000144848,0.5138227291
25013810412,MA,1,2455,0,0,0,5933,U,2,0.0002277789,0.807151622,0.0006111676,2.1655674657
25013811302,MA,1,2420,477,0.083087,1,5741,U,1,0.0001476153,0.5229100541,0.0004741111,1.6794848278
25013812103,MA,1,1361,564,0.147028,1,3836,U,3,0.0003358337,1.1900051269,0.0004509282,1.5977879385
25013812500,MA,1,2882,141,0.018395,1,7665,U,1,0.0002449569,0.8685929682,0.0007597164,2.6939300763
25015821601,MA,1,1616,164,0.047897,1,3424,U,2,0.0002096019,0.7408537819,0.0004873353,1.722452319
25003911100,MA,1,1291,0,0,0,3091,U,1,0.0002041587,0.7198113038,0.0006458286,2.2768971847
25003935300,MA,1,1723,134,0.035347,1,3791,C,1,8.9934449071E-005,0.3160537312,0.0003321858,1.1673244041
25005612100,MA,1,1640,8,0.001763,0,4538,U,1,0.0002208524,0.785272128,0.0008200867,2.9159664536
25015822402,MA,1,2405,34,0.007026,0,4839,U,2,0.000234425,0.8293195797,0.0006331496,2.2399041378
25017310100,MA,1,2599,584,0.110879,1,5267,U,1,9.3503318484E-005,0.328893918,0.0001203318,0.423255813
25017313101,MA,1,1924,5,0.000911,0,5488,U,1,0.0002512721,0.8831525908,0.0006546072,2.3008840707
25017314200,MA,1,1997,10,0.001911,0,5233,U,1,8.303927796E-005,0.2919690151,0.0003029573,1.0651949611
25005631700,MA,1,2342,180,0.027816,0,6471,U,2,0.0002116689,0.7526436426,0.0005747446,2.0436802933
25005632200,MA,1,2676,0,0,0,7179,U,4,0.0004562145,1.6259319816,0.0011519669,4.1054452967
25017315100,MA,1,1874,0,0,0,5456,U,2,0.0003014551,1.0605319792,0.0009795457,3.4461475804
25017315200,MA,1,3035,124,0.016348,0,7585,U,1,0.0001609453,0.5661554432,0.0003829691,1.347269744
25017315401,MA,1,1385,469,0.132786,0,3532,U,1,0.0001015821,0.357598249,0.0002768867,0.974655196
25017315500,MA,1,2652,33,0.004274,0,7722,U,1,0.0001074433,0.3782675461,0.0004347695,1.5307367889
25017316201,MA,1,1386,8,0.001949,0,4104,U,1,0.000205842,0.7252655208,0.0005207509,1.8347685516
25005650201,MA,1,1226,9,0.003086,1,2916,U,2,0.000264618,0.9449089831,0.000693303,2.4756202811
25005652400,MA,1,1105,3,0.001126,1,2664,U,1,7.8250477371E-005,0.2796818518,8.1342231116E-005,0.2907314619
25005653101,MA,1,2729,85,0.012755,0,6664,U,4,0.0005119946,1.8292411938,0.0013347695,4.7687902467
25017321100,MA,1,2906,144,0.020595,0,6992,U,2,0.0002286915,0.8081580695,0.0006542966,2.3121865009
25017331102,MA,1,2344,246,0.035289,0,6971,U,1,0.0002167284,0.7635981156,0.0006948421,2.4480474019
25005655300,MA,1,1401,120,0.036177,0,3317,U,3,0.0001531085,0.5470159551,0.0003617853,1.292535393
25009204102,MA,1,1848,931,0.188653,0,4935,U,2,0.0001820828,0.6420103428,0.000299364,1.0555244828
25017350104,MA,1,2752,24,0.003299,1,7275,U,2,8.4308373408E-005,0.297725829,0.0001000181,0.3532014949
25009217100,MA,1,2901,213,0.029214,0,7291,U,2,0.0002912877,1.0256488272,0.000842192,2.9654426985
25009217500,MA,1,2582,209,0.034257,0,6101,U,1,9.8461807973E-005,0.3468142469,0.0002482047,0.8742997413
25017354600,MA,1,2078,149,0.032834,1,4538,U,2,0.0001539422,0.5436568445,0.0001634118,0.5771015252
25017358400,MA,1,1836,50,0.010215,0,4895,U,2,0.0001541014,0.5438005231,0.0004756138,1.6783098728
23011010500,ME,1,1621,475,0.116165,0,4089,C,0,6.547140821E-005,0.2241005125,0.0003435413,1.175977014
23005001900,ME,1,1930,14,0.003318,0,4220,U,0,6.1838513756E-005,0.2139300021,0.0001884343,0.6518839112
25005640300,MA,1,1581,0,0,1,3693,U,0,3.5563283469E-005,0.1269835504,0.0001524204,0.5442446625
25005652700,MA,1,1578,0,0,1,3762,U,0,3.234435634E-006,0.0115608678,7.0205115403E-005,0.2509365241
25005655200,MA,1,1991,78,0.017667,1,4415,U,0,9.5331609602E-005,0.3405237163,0.0003365801,1.2022874146
25009202101,MA,1,795,9,0.004363,0,2063,U,0,2.2822671093E-005,0.0804847991,0.000103315,0.3643625733
25009217202,MA,1,1398,0,0,0,3491,U,0,9.7830462E-005,0.3446170276,0.0002426548,0.8548031085
25009221400,MA,1,1379,39,0.012108,1,3221,U,0,4.1106432426E-005,0.144642933,0.0001283639,0.4516896275
25009250900,MA,1,716,0,0,1,2193,U,0,8.99828023E-007,0.0031617421,1.7175305381E-005,0.0603487494
25013800700,MA,1,1415,2,0.0005,1,4000,U,0,8.8430152374E-005,0.3136369464,0.0001459742,0.5177175676
25013811500,MA,1,682,119,0.052262,1,2277,U,0,1.2334142673E-005,0.0436885037,0.0001020895,0.3616322719
25013812701,MA,1,1695,0,0,1,4078,U,0,3.135350538E-005,0.1111953783,0.0001691807,0.5999897561
25015821904,MA,1,1403,60,0.021708,0,2764,U,0,0.000084051,0.2971288587,0.0001342314,0.4745279529
25017311100,MA,1,777,31,0.012863,1,2410,U,0,3.620819336E-006,0.012736153,0.000048766,0.1715359695
25017312100,MA,1,1110,0,0,1,3149,U,0,1.772598554E-006,0.0062358664,7.8116787416E-005,0.2748325286
25017315403,MA,1,585,0,0,0,1745,U,0,2.425283242E-005,0.0853841423,0.0001984463,0.6986327158
25017352600,MA,1,1017,9,0.003785,1,2378,U,0,2.6659777808E-005,0.0941803513,2.6659776911E-005,0.0941803482
25017353800,MA,1,2738,106,0.022544,0,4702,U,0,1.7952131028E-005,0.0634193239,3.3288943676E-005,0.1175983819
25017368102,MA,1,1385,13,0.003584,0,3627,U,0,5.4026459599E-005,0.1907675055,0.0001778434,0.6279691748
25017373100,MA,1,2085,62,0.013039,0,4755,U,0,1.5540728379E-005,0.054909731,0.0001621425,0.5729188335
25017382400,MA,1,1818,0,0,0,4523,U,0,4.97831842E-007,0.0017612794,0.000113115,0.4001759071
25021400300,MA,1,1601,49,0.011922,0,4110,U,0,5.8196652523E-005,0.2056632775,5.8196651768E-005,0.2056632748
25021403100,MA,1,2301,2,0.000292,0,6841,U,0,3.020419004E-006,0.0106858067,0.0001023223,0.3620013132
25021417100,MA,1,1645,5,0.001173,0,4264,U,0,0.0001047026,0.3705189615,0.000145166,0.5137106829
25021418004,MA,1,1867,0,0,1,4280,U,0,2.2104593036E-005,0.078244346,0.000118868,0.4207819833
25021456200,MA,1,1129,18,0.005722,0,3146,U,0,0.0001046133,0.3708923315,0.0003164921,1.1220646431
25023521201,MA,1,1103,41,0.014119,1,2904,U,0,1.417673269E-006,0.0050305924,0.0001738672,0.6169507782
25023561200,MA,1,212,2439,0.832707,1,2929,U,0,3.3192293897E-005,0.1179568964,0.0001165924,0.4143418302
25025000701,MA,1,2294,49,0.011021,1,4446,U,0,1.685520647E-005,0.059565164,0.000024641,0.087080242
25025050200,MA,1,1695,0,0,1,5231,U,0,2.7561144865E-005,0.0973533793,2.756114322E-005,0.0973533735
25025050400,MA,1,967,0,0,1,2372,U,0,1.0961660667E-005,0.0387249303,1.4162747176E-005,0.0500338141
25025051200,MA,1,1023,1,0.00042,1,2379,U,0,1.8841126536E-005,0.0665654268,0.0001007734,0.356036583
25025070402,MA,1,666,97,0.056297,1,1723,U,0,0.000025434,0.0898845336,0.000029331,0.1036568558
25025080801,MA,1,927,1242,0.319691,1,3885,U,0,0.000027711,0.0979479904,3.943174139E-005,0.139377437
25025090700,MA,1,1832,32,0.007485,1,4275,U,0,0.000099788,0.3527765357,0.000116536,0.4119819342
25025100500,MA,1,2174,16,0.002672,1,5989,U,0,9.2836463649E-005,0.3283812502,9.2988102331E-005,0.3289175883
25025110501,MA,1,1300,7,0.002152,0,3253,U,0,4.0366759915E-005,0.1428027724,7.1211214508E-005,0.2519130444
