GEOID,State,Urban,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeT,POP2010,UATYP10,PNT_COUNT,Shape_Area,areahalfmile,Shape_Area_1,areamile
9001042700,CT,1,2072,147,0.03211,0,4578,U,2,0.0003002521,1.0808336988,0.0004426323,1.5933644513
9001080400,CT,1,2158,0,0,1,5956,U,1,0.0001028823,0.3701842012,0.0003582,1.2888138438
9003405900,CT,1,1757,13,0.002804,0,4636,U,1,0.0001118201,0.3992064093,0.0002464233,0.8796959454
9003471200,CT,1,1153,332,0.099193,1,3347,U,4,0.0003206571,1.1425601416,0.000574939,2.0485256275
9003496100,CT,1,1073,2,0.000743,1,2691,U,1,0.0001549735,0.5529086216,0.0003280137,1.1702858444
9003503700,CT,1,900,199,0.075066,1,2651,U,1,6.5304596671E-005,0.232812128,6.5304599496E-005,0.232812138
9003514700,CT,1,2101,5,0.001163,1,4298,U,1,0.000103629,0.3695174052,0.0001515244,0.5402976624
9009165500,CT,1,1769,40,0.008066,1,4959,U,1,0.0001620447,0.5816013828,0.0001679618,0.602839821
9003504300,CT,1,1073,144,0.04888,1,2946,U,3,8.6614639659E-005,0.3089068895,0.000088271,0.3148037389
9007570100,CT,1,2059,69,0.014759,0,4675,U,3,0.0002764886,0.9883575527,0.0006244922,2.2322408891
9009120200,CT,1,2620,111,0.017958,1,6181,U,3,0.0001952753,0.7009720845,0.0005106835,1.8331806672
9009154100,CT,1,2919,17,0.002107,1,8070,U,1,0.0001373322,0.4932624671,0.0004375944,1.5716498221
9009171200,CT,1,3168,289,0.036044,0,8018,U,2,0.0001355349,0.485095561,0.000552677,1.9781860368
9009180200,CT,1,2371,0,0,0,5545,U,2,0.000093913,0.3373668916,0.0002231913,0.801819497
9009345100,CT,1,2716,0,0,0,6979,U,1,0.0001558884,0.5581300342,0.000429809,1.5387800661
9011690800,CT,1,1245,182,0.05441,1,3345,U,1,6.0315214554E-005,0.216471159,0.0001307249,0.4691950443
9001010500,CT,1,2408,0,0,0,5494,U,2,0.0001409614,0.5083773594,0.0001959032,0.7065463578
9001043000,CT,1,1176,70,0.022654,0,3090,U,1,0.0001091503,0.3929916976,0.0002515712,0.9057681498
9001043500,CT,1,985,10,0.00384,0,2604,U,1,0.0001199748,0.4320213985,0.0001951445,0.7027236422
9001080700,CT,1,861,0,0,1,1955,U,1,0.0001838397,0.6612744637,0.0002175888,0.7826744968
9001210200,CT,1,1838,598,0.090909,1,6578,U,1,0.0001213259,0.4350405311,0.0002298405,0.8241892492
9001211400,CT,1,2181,12,0.002388,0,5025,U,1,0.0002801037,1.0040570994,0.0006206134,2.2245590038
9003406100,CT,1,1700,271,0.069309,1,3910,U,2,0.0001602536,0.5722634542,0.0001942987,0.6938434618
9003460100,CT,1,1396,139,0.041805,0,3325,U,2,0.0001687295,0.6020807072,0.000421985,1.5057350556
9003466102,CT,1,1798,18,0.003616,0,4978,U,1,0.0001735892,0.6184439649,0.0004424593,1.5762874187
9003496200,CT,1,1847,7,0.001524,0,4592,U,1,7.3774339666E-005,0.2632471484,0.0002026993,0.7232636658
9001010900,CT,1,1853,5,0.001027,0,4870,U,1,0.0001343024,0.4841712526,0.0002759473,0.994758914
9001021500,CT,1,1918,100,0.015866,1,6303,U,1,8.1586087147E-005,0.2941068756,8.1976887998E-005,0.2955157831
9001210400,CT,1,3199,0,0,1,8419,U,3,0.0003628962,1.301203005,0.0007513641,2.6943519406
9003476300,CT,1,2197,0,0,1,5114,U,9,0.0003538619,1.2588284369,0.000754057,2.6825451992
9003480300,CT,1,929,0,0,0,2244,U,1,0.0001007366,0.3578082977,0.0002619092,0.9302774271
9003497300,CT,1,1717,747,0.143461,0,5207,U,1,0.0001199453,0.427545471,0.0004346908,1.5494006042
9003524700,CT,1,1144,313,0.086369,1,3624,U,3,0.0001708964,0.6097034251,0.0001951933,0.6963935684
9009125300,CT,1,2119,8,0.001444,1,5540,U,1,0.0001213556,0.4355779936,0.0002472958,0.887552427
9009141400,CT,1,1763,14,0.002787,1,5023,U,1,6.4644289172E-005,0.2320783546,0.0001661611,0.5965026709
9009343300,CT,1,2665,82,0.012043,0,6809,U,1,0.0001410111,0.5050174918,0.0005601686,2.0061738805
9011690300,CT,1,2436,57,0.009076,1,6280,U,5,0.0003367168,1.2082029927,0.000400429,1.4367948858
9011702300,CT,1,729,116,0.053629,1,2163,U,1,7.9304660388E-005,0.2845137257,0.0002190448,0.7858106862
9001011100,CT,1,1537,40,0.008173,0,4894,U,0,0.0001110152,0.4002655862,0.0002722671,0.9817187402
9001021801,CT,1,1807,20,0.004615,0,4334,U,0,3.0854282627E-005,0.1112072412,0.0001038558,0.3743082632
9001070900,CT,1,701,192,0.074303,1,2584,U,0,1.486165786E-006,0.0053478359,4.7397193317E-005,0.1705515013
9001071100,CT,1,1371,115,0.025131,1,4576,U,0,1.256665445E-006,0.0045217118,7.1614469203E-005,0.257673774
9001071300,CT,1,1143,51,0.016832,1,3030,U,0,1.0878436146E-005,0.03913934,3.3441508018E-005,0.1203177345
9001073200,CT,1,1111,0,0,1,2460,U,0,4.444657887E-006,0.015987183,3.9833338428E-005,0.1432728136
9001210300,CT,1,1890,185,0.034873,1,5305,U,0,0.0001241959,0.4453062838,0.0002842148,1.0190368936
9003405300,CT,1,2691,142,0.023127,1,6140,U,0,0.0001408878,0.5029588023,0.0002863686,1.0223610675
9003415600,CT,1,1651,84,0.019929,1,4215,U,0,1.4678729494E-005,0.0524364797,0.0001232963,0.4404285036
9003417400,CT,1,1403,271,0.09174,0,2954,U,0,0.000070117,0.2502449865,0.0002072661,0.7397692765
9003494202,CT,1,1160,0,0,0,2815,U,0,3.485707044E-005,0.1244946973,0.0002128725,0.7603238079
9003500100,CT,1,1330,6,0.001464,1,4099,U,0,3.982769E-007,0.0014207051,4.2805329237E-005,0.152689489
9003500200,CT,1,753,105,0.044968,1,2335,U,0,1.3288837003E-005,0.0473984031,4.5240786803E-005,0.1613665429
9003501400,CT,1,1003,121,0.045816,1,2641,U,0,4.0472431346E-005,0.1442873148,4.0472434371E-005,0.1442873256
9003524501,CT,1,1204,5,0.001849,1,2704,U,0,4.4948855614E-005,0.1602961507,4.4948851165E-005,0.1602961348
9005310400,CT,1,1150,0,0,0,2644,C,0,6.1534829493E-005,0.2193038445,0.0001919879,0.6842486114
9007541300,CT,1,3317,0,0,0,6207,U,0,0.000029753,0.1063690816,0.0001338644,0.4785992686
9009140500,CT,1,1081,81,0.021969,1,3687,U,0,4.9459367993E-005,0.1776420288,0.0001153078,0.4141470239
9009154500,CT,1,1860,98,0.020362,1,4813,U,0,0.0001290141,0.463480864,0.0001508607,0.541964185
9009167300,CT,1,2594,159,0.020679,0,7689,U,0,7.7156116864E-005,0.2768775529,0.0003768215,1.3522961909
9009170300,CT,1,713,9,0.004192,1,2147,U,0,0.000082724,0.2959935926,9.6694443346E-005,0.3459800016
9009170700,CT,1,961,6,0.002309,1,2598,U,0,4.7890053476E-005,0.1713759838,0.0001001169,0.3582890573
9009351800,CT,1,1927,5,0.001176,0,4252,U,0,5.2168146666E-005,0.1866300553,0.0001656636,0.5926606899
9011690700,CT,1,503,53,0.040927,1,1295,U,0,3.0370322256E-005,0.1089944131,0.0001532483,0.5499966749
9003500900,CT,1,740,0,0,1,2124,U,0,6.449731961E-006,0.0229925265,5.5303618366E-005,0.1971614204
9003501300,CT,1,592,11,0.00634,1,1735,U,0,2.0759613E-008,7.4001496246E-005,2.8437507889E-005,0.1013732385
9003502400,CT,1,2089,0,0,1,6055,U,0,4.9054476901E-005,0.1749994773,7.9860174493E-005,0.2848946781
9003503000,CT,1,1104,211,0.064823,1,3255,U,0,4.3202891268E-005,0.1540719046,4.5557075461E-005,0.162467245
9003503800,CT,1,329,2702,0.770239,1,3508,U,0,0.0001101632,0.3926719674,0.0002011974,0.7171303374
9003515200,CT,1,1420,9,0.002635,0,3416,U,0,8.1328675E-008,0.0002900209,6.6173491948E-005,0.2359906201
9005310200,CT,1,1206,149,0.050871,1,2929,C,0,7.7374386715E-005,0.2757389732,0.0001409725,0.5023730365
9005360400,CT,1,2347,127,0.021181,0,5996,U,0,0.0002221953,0.7945329614,0.0004737968,1.6941620185
9009141100,CT,1,1072,18,0.006482,0,2777,U,0,4.6633875262E-005,0.1674127105,0.0002204829,0.7915489335
9009142604,CT,1,1030,182,0.062457,1,2914,U,0,2.2248653943E-005,0.0798991869,0.0001682267,0.6041345445
9009184500,CT,1,1000,8,0.003185,0,2512,U,0,4.8627772337E-005,0.1746922146,0.0001843542,0.662268386
9009361401,CT,1,1597,2542,0.515305,1,4933,U,0,1.2923619099E-005,0.0464060459,4.5963174044E-005,0.1650477128
9011702400,CT,1,1659,10,0.002835,1,3527,U,0,4.7456287823E-005,0.1702854485,0.0002997417,1.0755528362
9011705300,CT,1,1626,240,0.067797,0,3540,U,0,3.5282618876E-005,0.1265924468,0.0002878041,1.0326473055
9001042500,CT,1,1442,0,0,0,3719,U,0,4.6937632E-008,0.0001689343,0.000137819,0.4960539358
9001061300,CT,1,1139,0,0,0,2954,U,0,0.000025514,0.0918016512,0.0001337878,0.4813858445
9001070300,CT,1,384,38,0.029298,1,1297,U,0,6.2488812084E-005,0.2248772966,0.0001382986,0.4976964495
9001072300,CT,1,1698,151,0.027984,1,5396,U,0,4.55639E-010,1.638859457E-006,8.8140732626E-005,0.3170092197
9001073300,CT,1,1274,0,0,1,3351,U,0,2.03163307E-005,0.0730791036,5.338260362E-005,0.1920191329
9001073900,CT,1,1151,103,0.030339,1,3395,U,0,6.520081124E-006,0.023456473,0.000057751,0.2077536438
9001081300,CT,1,2109,263,0.055591,0,4731,U,0,5.1578063951E-005,0.1853612562,0.0003747508,1.3468551717
9003416500,CT,1,1721,16,0.003402,1,4703,U,0,5.5503168632E-005,0.1982131927,0.0002172602,0.7758391166
9003471100,CT,1,1312,0,0,0,3635,U,0,0.000107727,0.3838495095,0.0002325094,0.8284540682
9003473100,CT,1,2172,275,0.044028,0,6246,U,0,7.2915922276E-005,0.2596771151,0.0006708768,2.3899314206
9003480700,CT,1,859,206,0.093213,1,2210,U,0,2.1344520483E-005,0.0758536742,0.0001566538,0.5567434277
9003487202,CT,1,1146,8,0.002186,0,3659,U,0,2.018311875E-006,0.0071896884,0.0001374575,0.4895764709
9003497000,CT,1,1557,6,0.001382,0,4342,U,0,9.30769983E-007,0.0033185625,0.00019375,0.6908153672
9003497600,CT,1,974,3,0.001281,0,2342,U,0,4.6324602136E-005,0.1651967078,0.0001587209,0.5660134747
9001020400,CT,1,1276,0,0,0,3586,U,0,4.8502869296E-005,0.1746788175,0.0003179778,1.1451479435
9001050300,CT,1,2762,79,0.009727,0,8122,U,0,0.0001143996,0.4118282465,0.0003640886,1.3106130904
9001060900,CT,1,892,0,0,0,2447,U,0,2.9803399923E-005,0.1072366083,0.0001469272,0.5286906536
9001072500,CT,1,2244,0,0,0,5726,U,0,4.6733201584E-005,0.1680558606,0.0001484079,0.5337099921
9003405401,CT,1,1330,6,0.001805,0,3325,U,0,5.7780860436E-005,0.2064065041,0.0002008675,0.7175019138
9003415300,CT,1,842,0,0,1,2282,U,0,2.2545285083E-005,0.0805150405,5.831453954E-005,0.2082621898
9003487201,CT,1,1705,8,0.001752,0,4567,U,0,7.0529808023E-005,0.2512959515,0.0004123096,1.4689676083
9003502900,CT,1,1221,0,0,1,2938,U,0,1.90865216E-005,0.0680662046,8.2692309636E-005,0.2949121081
9003511100,CT,1,1376,10,0.002784,0,3592,U,0,3.3944391068E-005,0.1210446002,0.0003320174,1.1839920833
9003524502,CT,1,1092,5,0.002317,0,2158,U,0,8.484923374E-005,0.3025223858,0.0001854485,0.66118179
9009125100,CT,1,1706,91,0.020209,0,4503,U,0,0.000001183,0.0042464351,0.0001537679,0.5519690209
9009150200,CT,1,1451,111,0.030646,0,3622,U,0,9.559570144E-006,0.0343762633,0.0002479471,0.8916986899
9009165100,CT,1,1512,63,0.016039,0,3928,U,0,2.7420722094E-005,0.0984020298,0.0001986963,0.713044321
9011870300,CT,1,1671,2699,0.405134,1,6662,U,0,9.7773902115E-005,0.350761118,0.0003325739,1.1930955104
9001044500,CT,1,1096,0,0,1,3641,U,0,0,0,7.798589038E-006,0.0280953501
9001060100,CT,1,1026,1459,0.351397,0,4152,U,0,0,0,9.275167369E-006,0.0333561939
9003471500,CT,1,1510,87,0.025498,0,3412,U,0,0,0,0.0000034,0.0121121891
9003480600,CT,1,2066,65,0.013118,1,4955,U,0,0,0,0.0001519019,0.5397342653
9003514101,CT,1,1458,146,0.039902,0,3659,U,0,0,0,5.52371973E-007,0.001968862
9007542200,CT,1,718,5,0.003053,0,1638,U,0,0,0,7.275554768E-006,0.0260382154
9009125400,CT,1,1376,0,0,1,3394,U,0,0,0,1.7422417036E-005,0.0625233409
9009142100,CT,1,673,63,0.036124,1,1744,U,0,0,0,5.1005886548E-005,0.1831452101
9009350400,CT,1,798,35,0.014073,1,2487,U,0,0,0,1.4651419649E-005,0.05241312
9005298300,CT,1,1107,6,0.002168,0,2767,C,0,0,0,2.9399288579E-005,0.1047911041
9007541600,CT,1,738,119,0.077273,1,1540,U,0,0,0,9.3253418229E-005,0.3335728759
9007580100,CT,1,1742,0,0,0,4425,U,0,0,0,4.444072536E-005,0.1590099182
9007610300,CT,1,1557,9,0.002137,0,4212,U,0,0,0,3.983247042E-006,0.0143074653
9009140300,CT,1,731,388,0.141761,1,2737,U,0,0,0,5.7923627996E-005,0.2080250535
9009142200,CT,1,951,30,0.018975,0,1581,U,0,0,0,5.40756452E-005,0.1941900854
9009170100,CT,1,745,10,0.004946,1,2022,U,0,0,0,4.983430158E-005,0.1783239625
9009175700,CT,1,909,0,0,0,2496,U,0,0,0,0.0001022511,0.3661100055
9009348125,CT,1,2515,20,0.004363,1,4584,U,0,0,0,2.6618123191E-005,0.0953251851
9009351500,CT,1,1845,2,0.000407,1,4915,U,0,0,0,3.17483795E-007,0.0011364693
9009352400,CT,1,1208,95,0.02764,1,3437,U,0,0,0,7.922210075E-006,0.0283242768
9015800700,CT,1,1459,5,0.001472,1,3397,C,0,0,0,7.7438401757E-005,0.2763264504
9001020200,CT,1,1296,0,0,0,3687,U,0,0,0,3.349257E-009,0.000012064
9001060300,CT,1,1339,0,0,0,4088,U,0,0,0,4.3355390381E-005,0.1559776364
9001071400,CT,1,1224,3,0.000777,1,3861,U,0,0,0,0.000062811,0.225966298
9001110100,CT,1,997,148,0.063766,1,2321,U,0,0,0,3.5162917209E-005,0.1262470403
9003415500,CT,1,1048,0,0,1,2930,U,0,0,0,0.0001185354,0.4233945554
9003476100,CT,1,1906,50,0.010941,0,4570,U,0,0,0,0.0002399386,0.853464176
9003492300,CT,1,2578,185,0.031814,1,5815,U,0,0,0,7.2367063035E-005,0.2582245827
9001044100,CT,1,1544,224,0.063836,1,3509,U,0,0,0,8.6810542182E-005,0.3127059938
9001070500,CT,1,991,60,0.021421,1,2801,U,0,0,0,4.1880684106E-005,0.1507092388
9003416800,CT,1,1217,0,0,1,3019,U,0,0,0,5.4431245373E-005,0.1943426185
9003494500,CT,1,1830,76,0.0169,0,4497,U,0,0,0,0.0001621835,0.5787782617
9009154800,CT,1,2029,74,0.014411,0,5135,U,0,0,0,2.353507409E-006,0.0084574081
9009171500,CT,1,1250,0,0,1,3656,U,0,0,0,9.0143864438E-005,0.3225184837
9009352200,CT,1,913,0,0,1,2689,U,0,0,0,2.2754165183E-005,0.0813722763
9001021000,CT,1,1277,0,0,0,3499,U,0,0,0,0,0
9001220100,CT,1,1741,0,0,0,5193,U,0,0,0,0,0
9009180100,CT,1,2915,260,0.038173,0,6811,U,0,0,0,0,0
9009345202,CT,1,1566,3,0.000709,0,4229,U,0,0,0,0,0
9003520501,CT,1,1610,4,0.000908,0,4405,U,0,0,0,0,0
9009190302,CT,1,2073,79,0.014501,0,5448,U,0,0,0,0,0
9011696400,CT,1,2309,0,0,1,6052,U,0,0,0,0,0
9011696800,CT,1,1604,146,0.036739,1,3974,U,0,0,0,0,0
9001044600,CT,1,1393,0,0,0,3549,U,0,0,0,0,0
9001110400,CT,1,1730,6,0.001222,0,4911,U,0,0,0,0,0
9003430203,CT,1,1837,5,0.001187,0,4212,U,0,0,0,0,0
9009351400,CT,1,1466,0,0,1,4352,U,0,0,0,0,0
9001020600,CT,1,1736,0,0,0,4952,U,1,7.3554942673E-005,0.2649379008,0.0002150497,0.7746322405
9001210702,CT,1,1494,2,0.000447,1,4478,U,1,7.9355709063E-005,0.2846053886,0.000166241,0.596226451
9009120100,CT,1,2768,122,0.018152,0,6721,U,3,0.0002031245,0.7293000977,0.000657785,2.3617034369
9013530302,CT,1,2703,125,0.020889,0,5984,U,5,0.0003799199,1.3532826335,0.0008200638,2.9210099645
9009352500,CT,1,1237,0,0,1,2731,U,2,0.0001220276,0.4363603449,0.0003042808,1.0880220367
9003500300,CT,1,968,165,0.070422,1,2343,U,1,5.5067529323E-005,0.196398273,5.5069341645E-005,0.1964047247
9009140400,CT,1,1088,68,0.020427,1,3329,U,1,8.9984841129E-005,0.3232376601,9.980889128E-005,0.358525576
9003415800,CT,1,1057,154,0.062273,1,2473,U,1,0.0001416803,0.5060160067,0.0001482021,0.5293088692
9001205300,CT,1,2210,15,0.002779,0,5398,U,3,0.0002974465,1.0659902159,0.0007469912,2.6769569928
9003480400,CT,1,1441,6,0.001609,0,3730,U,2,8.5773300512E-005,0.3047521582,0.000308089,1.0945584042
9003490100,CT,1,2566,89,0.016742,0,5316,U,3,0.000253782,0.9062148678,0.0005486203,1.9590919774
9003503100,CT,1,2544,151,0.03372,1,4478,U,1,7.6931115546E-005,0.274325341,7.7006431025E-005,0.2745939282
9003510600,CT,1,2127,27,0.005393,1,5007,U,2,0.0003769992,1.3445263064,0.0007464867,2.6623321189
9003511300,CT,1,1346,6,0.00171,1,3509,U,1,0.000078057,0.2782678502,0.0001459296,0.5202398131
9003514400,CT,1,1931,156,0.032718,1,4768,U,1,0.0001541042,0.549391676,0.0002690232,0.9590670166
9003514500,CT,1,1796,0,0,0,4364,U,3,0.0001738074,0.6196564976,0.0002881001,1.0271292831
9005310100,CT,1,1819,141,0.032002,1,4406,C,2,0.0002830201,1.0084418151,0.0003682916,1.3122677292
9007670200,CT,1,2438,42,0.007786,0,5394,U,4,0.0003634749,1.3054842477,0.0008657155,3.1094703281
9009130200,CT,1,3320,5,0.000587,0,8516,U,1,0.0001931003,0.6925875916,0.0005873138,2.1064748902
9009140700,CT,1,1875,181,0.045489,1,3979,U,1,5.5898383208E-005,0.2007130371,0.000059065,0.212084222
9009142601,CT,1,2284,27,0.004556,1,5926,U,2,0.0002311941,0.8300015121,0.00044825,1.6091881757
9009157100,CT,1,1081,67,0.025739,0,2603,U,3,0.0003621273,1.3011492757,0.0008073105,2.9008195964
9009165600,CT,1,2174,8,0.001437,0,5569,U,2,0.000181564,0.651519949,0.0002521452,0.9047716046
9009167202,CT,1,1780,101,0.022519,0,4485,U,3,0.0002698261,0.9676215659,0.000561312,2.0128564855
9009175300,CT,1,1772,5,0.001156,0,4327,U,1,0.0001137095,0.4074971057,0.0003521393,1.2620199844
9009184200,CT,1,1865,20,0.00492,0,4065,U,3,0.0003174377,1.1404057752,0.0005635812,2.0247480813
9009190100,CT,1,1491,106,0.031737,0,3340,U,2,0.0001597849,0.5739590368,0.0005584136,2.0059389346
9009348122,CT,1,1435,139,0.031961,0,4349,U,1,0.000082558,0.295682363,0.0002788271,0.9985752807
9009351100,CT,1,1705,0,0,1,3928,U,2,0.0002659729,0.9512857352,0.0004544992,1.6255394529
9001020100,CT,1,2091,91,0.02583,1,3523,U,1,0.0001023782,0.3690401809,0.0001023782,0.3690402094
9009352300,CT,1,1140,42,0.01492,1,2815,U,4,0.0001348436,0.4823423317,0.0003518187,1.2582493229
9009352800,CT,1,2584,62,0.009473,1,6545,U,2,0.000134243,0.4803855833,0.0004552383,1.6290816051
9001021700,CT,1,3810,0,0,0,7354,U,1,8.357350395E-005,0.3012450552,8.3573498955E-005,0.3012450372
9001043700,CT,1,937,18,0.008828,1,2039,U,1,0.000092417,0.3328187009,0.0001345867,0.4846996822
9011714101,CT,1,1397,176,0.051327,0,3429,C,2,0.000235151,0.8410882182,0.0004920227,1.7597984335
9001050200,CT,1,1527,19,0.00474,0,4008,U,1,5.8338336038E-005,0.2100114056,0.0001884282,0.6782940978
9001060700,CT,1,1755,2686,0.349967,0,7675,U,1,0.0001111601,0.4001258117,0.0003597238,1.2947730095
9001070600,CT,1,1223,419,0.17137,1,2445,U,2,0.0001448731,0.521250506,0.0002180369,0.7845216599
9001073400,CT,1,1411,0,0,1,4113,U,2,9.486845053E-005,0.341208887,0.0001435592,0.516343444
9011870704,CT,1,1939,77,0.01891,0,4072,U,1,0.0001581519,0.5677628944,0.0004134558,1.484280391
9013530600,CT,1,1054,16,0.00593,0,2698,U,2,8.4190366112E-005,0.2998308551,0.0002230217,0.7943158272
9001010600,CT,1,1085,5,0.00271,0,1845,U,0,2.5492105881E-005,0.0919289015,9.2164900094E-005,0.3323495442
9003415900,CT,1,717,33,0.018456,1,1788,U,0,6.2641582439E-005,0.223702483,6.9933168423E-005,0.2497416639
9003476200,CT,1,1120,3,0.001066,1,2814,U,0,0.0001534195,0.5457019974,0.0004040469,1.4371304247
9003501200,CT,1,837,0,0,1,2369,U,0,3.617060998E-006,0.0128947536,6.2752446213E-005,0.2236945315
9009165300,CT,1,1014,0,0,0,2289,U,0,7.3197934805E-005,0.2626190062,0.0001930268,0.6925550592
9011696500,CT,1,1380,42,0.013401,0,3134,U,0,1.4637292653E-005,0.0523741527,0.0001443175,0.5164083776
9003524600,CT,1,1465,238,0.071882,1,3311,U,0,0.0001162258,0.4144236942,0.0001385878,0.4941602797
9009175200,CT,1,1030,0,0,1,2315,U,0,1.068905364E-006,0.0038301061,8.206829396E-005,0.2940570802
9001010202,CT,1,1876,9,0.001679,0,5359,U,0,4.386506104E-006,0.0158140155,0.0001198534,0.4320642456
9003492500,CT,1,1405,11,0.003204,0,3433,U,0,2.0305881927E-005,0.0724925528,0.0001979223,0.706551576
9003496800,CT,1,1349,1,0.000284,0,3523,U,0,5.3345748459E-005,0.1902857946,0.0001368015,0.4879781144
9001073700,CT,1,1742,171,0.035448,1,4824,U,0,4.2193173555E-005,0.1517796805,9.5271813923E-005,0.3427192283
9003492100,CT,1,1421,0,0,0,3319,U,0,0.0001382917,0.4936309288,0.0007184658,2.5643860884
9003492600,CT,1,2902,24,0.003443,0,6971,U,0,0.0001783089,0.6366096119,0.0006159495,2.1992163591
9003496600,CT,1,1136,4,0.001459,0,2741,U,0,2.6441184032E-005,0.0943397898,9.5361476335E-005,0.3402147358
9003497200,CT,1,724,683,0.282816,0,2415,U,0,1.0141209884E-005,0.0361519398,0.0001739486,0.6201329071
9003497400,CT,1,1477,37,0.00965,0,3834,U,0,0.0001104836,0.3938789253,0.0003584528,1.2779835567
9003500500,CT,1,730,187,0.126608,1,1477,U,0,1.9929226681E-005,0.0710747619,3.0090655513E-005,0.1073136733
9003502300,CT,1,1977,104,0.017339,1,5998,U,0,7.803734123E-006,0.0278408828,0.0001170615,0.4176471047
9003504800,CT,1,1597,4,0.000877,1,4560,U,0,1.002570423E-006,0.0035769796,0.0001187424,0.4236517517
9003511200,CT,1,1231,0,0,1,3363,U,0,6.8561439287E-005,0.2444361929,0.0002094687,0.7468278437
9003515101,CT,1,962,304,0.118982,0,2555,U,0,4.2058242979E-005,0.1499847111,0.0002701027,0.963257003
9003524400,CT,1,1123,58,0.018973,1,3057,U,0,4.624863824E-005,0.1648537339,0.0002025637,0.7219925152
9005253200,CT,1,2555,186,0.025037,0,7429,U,0,2.6002680049E-005,0.0930025205,0.0003358962,1.2015413367
9005310801,CT,1,1015,48,0.019884,1,2414,C,0,2.6694518817E-005,0.095150614,0.0002035361,0.7255354476
9005310804,CT,1,1096,162,0.055537,1,2917,C,0,0.000003197,0.0113934851,8.2096284049E-005,0.2925661252
9007541100,CT,1,1118,25,0.009694,1,2579,U,0,0.00001804,0.064530952,0.0001518776,0.5432330978
9007541700,CT,1,1491,604,0.161497,1,3740,U,0,2.198582882E-005,0.0786582848,0.0001829619,0.6545556219
9007570300,CT,1,2428,353,0.059408,0,5942,U,0,9.144810517E-006,0.0326915472,0.0003082005,1.1019308356
9009141000,CT,1,1728,10,0.002682,0,3729,U,0,0.00004813,0.1727883764,0.0001744744,0.6264148998
9009142700,CT,1,2456,9,0.001353,1,6654,U,0,0.0001144415,0.4110744356,0.0003533793,1.2692864168
9009150400,CT,1,1977,0,0,0,4284,U,0,9.607496809E-006,0.0345551635,0.0001309941,0.471180999
9009151200,CT,1,1265,7,0.002267,0,3088,U,0,2.5451440133E-005,0.0914891962,0.0001528755,0.5495280162
9009157400,CT,1,1520,0,0,0,4206,U,0,2.9611742269E-005,0.1063703222,0.0002485387,0.892708856
9009165700,CT,1,1486,579,0.126199,0,4588,U,0,3.0520224114E-005,0.1095381082,0.0002164891,0.7769469446
9009167100,CT,1,3079,23,0.00297,0,7743,U,0,2.070163942E-006,0.007423841,0.0004008558,1.4377310993
9009170200,CT,1,1161,32,0.012774,1,2505,U,0,1.9362636761E-005,0.0692814171,6.9469789366E-005,0.2485782242
9009175100,CT,1,1332,99,0.030518,0,3244,U,0,1.1427137674E-005,0.0409349458,8.8091866879E-005,0.315586212
9009184400,CT,1,1599,0,0,0,3327,U,0,3.6762460595E-005,0.132078786,0.0002242859,0.8058498584
9009190301,CT,1,2410,7,0.001031,0,6791,U,0,7.3086141168E-005,0.2625026425,0.0003439151,1.235182685
9009194202,CT,1,1891,10,0.001895,0,5278,U,0,4.7007355274E-005,0.1688003675,0.0003073114,1.1035334342
9009343400,CT,1,2379,145,0.021513,0,6740,U,0,7.8249944848E-005,0.2802546211,0.0003163076,1.1328799887
9009345400,CT,1,2884,12,0.001682,0,7134,U,0,0.0001528999,0.5474813271,0.0005064605,1.8133632788
9009348124,CT,1,1350,145,0.062232,0,2330,U,0,0.0001053832,0.3774364132,0.0003626317,1.2987757036
9001010300,CT,1,1451,82,0.020449,0,4010,U,0,0.0002018175,0.7277498012,0.0005760766,2.0771800159
9001020700,CT,1,1632,62,0.014246,0,4352,U,0,9.1633566809E-005,0.3300447014,0.0002658747,0.9576253229
9009361402,CT,1,165,3019,0.896644,1,3367,U,0,1.0561134678E-005,0.0379209741,0.000081929,0.2941695589
9001021300,CT,1,1669,5,0.001131,1,4422,U,0,1.2424202455E-005,0.0447824813,0.0001213703,0.4374533618
9001021600,CT,1,3553,87,0.012166,1,7151,U,0,3.5503818095E-005,0.1279659231,8.6159195728E-005,0.3105334045
9001021900,CT,1,2187,0,0,1,5713,U,0,3.734779841E-005,0.1346192442,0.0001766923,0.6369479419
9001022000,CT,1,1115,0,0,1,2959,U,0,6.1963184794E-005,0.2233569185,7.7592691606E-005,0.2796992818
9001030100,CT,1,1063,30,0.008566,0,3502,U,0,3.7933483709E-005,0.1366662754,0.0002806745,1.0111856858
9001030400,CT,1,1413,0,0,0,3958,U,0,4.2401893782E-005,0.1528014147,0.0002907035,1.047666253
9001042900,CT,1,646,0,0,0,1651,U,0,5.6935525572E-005,0.2049288441,0.000248058,0.8928869142
9011870502,CT,1,886,1532,0.421806,0,3632,U,0,2.7581836056E-005,0.098819445,0.0002054292,0.7360455574
9001044000,CT,1,2261,9,0.001507,1,5974,U,0,4.4355266728E-005,0.1597711267,0.0001248765,0.4498339656
9001061400,CT,1,1110,0,0,0,2736,U,0,1.2686237465E-005,0.0456511074,0.0001477319,0.5316189911
9001072400,CT,1,893,12,0.004231,0,2836,U,0,2.232052094E-006,0.0080266866,7.335521722E-005,0.2638031464
