"","city","State","Year","Count","address","longitude","latitude"
"660","Baltimore County","MD","1987",5544,"Baltimore County , MD",-76.7336521,39.4647665
"661","Baltimore County","MD","1988",6515,"Baltimore County , MD",-76.7336521,39.4647665
"662","Baltimore County","MD","1989",7237,"Baltimore County , MD",-76.7336521,39.4647665
"663","Baltimore County","MD","1994",7188,"Baltimore County , MD",-76.7336521,39.4647665
"664","Baltimore County","MD","1995",7663,"Baltimore County , MD",-76.7336521,39.4647665
"665","Baltimore County","MD","1996",7408,"Baltimore County , MD",-76.7336521,39.4647665
"666","Baltimore County","MD","1997",7298,"Baltimore County , MD",-76.7336521,39.4647665
"667","Baltimore County","MD","1985",6775,"Baltimore County , MD",-76.7336521,39.4647665
"668","Baltimore County","MD","1999",6067,"Baltimore County , MD",-76.7336521,39.4647665
"669","Baltimore County","MD","2009",4534,"Baltimore County , MD",-76.7336521,39.4647665
"670","Baltimore County","MD","2010",4305,"Baltimore County , MD",-76.7336521,39.4647665
"671","Baltimore County","MD","2011",4250,"Baltimore County , MD",-76.7336521,39.4647665
"672","Baltimore County","MD","1990",6957,"Baltimore County , MD",-76.7336521,39.4647665
"673","Baltimore County","MD","1991",7618,"Baltimore County , MD",-76.7336521,39.4647665
"674","Baltimore County","MD","1992",7660,"Baltimore County , MD",-76.7336521,39.4647665
"675","Baltimore County","MD","1993",7451,"Baltimore County , MD",-76.7336521,39.4647665
"676","Baltimore County","MD","1998",6104,"Baltimore County , MD",-76.7336521,39.4647665
"677","Baltimore County","MD","2012",4145,"Baltimore County , MD",-76.7336521,39.4647665
"678","Baton Rouge","LA","2004",2444,"Baton Rouge , LA",-91.1403196,30.4582829
"679","Baton Rouge","LA","2005",2698,"Baton Rouge , LA",-91.1403196,30.4582829
"680","Baton Rouge","LA","2002",2670,"Baton Rouge , LA",-91.1403196,30.4582829
"681","Baton Rouge","LA","2003",2839,"Baton Rouge , LA",-91.1403196,30.4582829
"682","Baton Rouge","LA","1995",6551,"Baton Rouge , LA",-91.1403196,30.4582829
"683","Baton Rouge","LA","1996",3398,"Baton Rouge , LA",-91.1403196,30.4582829
"684","Baton Rouge","LA","1997",2791,"Baton Rouge , LA",-91.1403196,30.4582829
"685","Baton Rouge","LA","1994",5551,"Baton Rouge , LA",-91.1403196,30.4582829
"686","Baton Rouge","LA","1985",4331,"Baton Rouge , LA",-91.1403196,30.4582829
"687","Baton Rouge","LA","1986",5091,"Baton Rouge , LA",-91.1403196,30.4582829
"688","Baton Rouge","LA","1987",4297,"Baton Rouge , LA",-91.1403196,30.4582829
"689","Baton Rouge","LA","1988",3954,"Baton Rouge , LA",-91.1403196,30.4582829
"690","Baton Rouge","LA","1989",3914,"Baton Rouge , LA",-91.1403196,30.4582829
"691","Baton Rouge","LA","1990",4335,"Baton Rouge , LA",-91.1403196,30.4582829
"692","Baton Rouge","LA","1991",5452,"Baton Rouge , LA",-91.1403196,30.4582829
"693","Baton Rouge","LA","1992",6166,"Baton Rouge , LA",-91.1403196,30.4582829
"694","Baton Rouge","LA","1993",6822,"Baton Rouge , LA",-91.1403196,30.4582829
"695","Baton Rouge","LA","2007",2615,"Baton Rouge , LA",-91.1403196,30.4582829
"696","Baton Rouge","LA","2008",2690,"Baton Rouge , LA",-91.1403196,30.4582829
"697","Baton Rouge","LA","2009",2823,"Baton Rouge , LA",-91.1403196,30.4582829
"698","Baton Rouge","LA","2010",2534,"Baton Rouge , LA",-91.1403196,30.4582829
"699","Baton Rouge","LA","1998",2493,"Baton Rouge , LA",-91.1403196,30.4582829
"700","Baton Rouge","LA","1999",2233,"Baton Rouge , LA",-91.1403196,30.4582829
"701","Baton Rouge","LA","2000",2571,"Baton Rouge , LA",-91.1403196,30.4582829
"702","Baton Rouge","LA","2001",2547,"Baton Rouge , LA",-91.1403196,30.4582829
"703","Baton Rouge","LA","2006",2954,"Baton Rouge , LA",-91.1403196,30.4582829
"704","Baton Rouge","LA","2011",2468,"Baton Rouge , LA",-91.1403196,30.4582829
"705","Baton Rouge","LA","2012",2507,"Baton Rouge , LA",-91.1403196,30.4582829
"706","Beaufort County","SC","1990",595,"Beaufort County , SC",-80.7214417,32.2860396
"707","Beaufort County","SC","1987",602,"Beaufort County , SC",-80.7214417,32.2860396
"708","Beaufort County","SC","1988",496,"Beaufort County , SC",-80.7214417,32.2860396
"709","Beaufort County","SC","1989",482,"Beaufort County , SC",-80.7214417,32.2860396
"710","Beaufort County","SC","2009",715,"Beaufort County , SC",-80.7214417,32.2860396
"711","Beaufort County","SC","2010",718,"Beaufort County , SC",-80.7214417,32.2860396
"712","Beaufort County","SC","2007",673,"Beaufort County , SC",-80.7214417,32.2860396
"713","Beaufort County","SC","2008",713,"Beaufort County , SC",-80.7214417,32.2860396
"714","Beaufort County","SC","1985",437,"Beaufort County , SC",-80.7214417,32.2860396
"715","Beaufort County","SC","1986",445,"Beaufort County , SC",-80.7214417,32.2860396
"716","Beaufort County","SC","2000",779,"Beaufort County , SC",-80.7214417,32.2860396
"717","Beaufort County","SC","2002",715,"Beaufort County , SC",-80.7214417,32.2860396
"718","Beaufort County","SC","2003",816,"Beaufort County , SC",-80.7214417,32.2860396
"719","Beaufort County","SC","2004",756,"Beaufort County , SC",-80.7214417,32.2860396
"720","Beaufort County","SC","1991",634,"Beaufort County , SC",-80.7214417,32.2860396
"721","Beaufort County","SC","1992",744,"Beaufort County , SC",-80.7214417,32.2860396
"722","Beaufort County","SC","1993",750,"Beaufort County , SC",-80.7214417,32.2860396
"723","Beaufort County","SC","1994",740,"Beaufort County , SC",-80.7214417,32.2860396
"724","Beaufort County","SC","1995",539,"Beaufort County , SC",-80.7214417,32.2860396
"725","Beaufort County","SC","1996",559,"Beaufort County , SC",-80.7214417,32.2860396
"726","Beaufort County","SC","1997",652,"Beaufort County , SC",-80.7214417,32.2860396
"727","Beaufort County","SC","1998",822,"Beaufort County , SC",-80.7214417,32.2860396
"728","Beaufort County","SC","1999",696,"Beaufort County , SC",-80.7214417,32.2860396
"729","Beaufort County","SC","2005",650,"Beaufort County , SC",-80.7214417,32.2860396
"730","Beaufort County","SC","2006",748,"Beaufort County , SC",-80.7214417,32.2860396
"731","Beaufort County","SC","2011",606,"Beaufort County , SC",-80.7214417,32.2860396
"732","Beaufort County","SC","2012",706,"Beaufort County , SC",-80.7214417,32.2860396
"733","Beaumont","TX","1989",1638,"Beaumont , TX",-94.1265562,30.080174
"734","Beaumont","TX","1988",1409,"Beaumont , TX",-94.1265562,30.080174
"735","Beaumont","TX","2003",1051,"Beaumont , TX",-94.1265562,30.080174
"736","Beaumont","TX","1990",1843,"Beaumont , TX",-94.1265562,30.080174
"737","Beaumont","TX","1987",1279,"Beaumont , TX",-94.1265562,30.080174
"738","Beaumont","TX","1993",1466,"Beaumont , TX",-94.1265562,30.080174
"739","Beaumont","TX","1994",1413,"Beaumont , TX",-94.1265562,30.080174
"740","Beaumont","TX","1991",1946,"Beaumont , TX",-94.1265562,30.080174
"741","Beaumont","TX","1992",2001,"Beaumont , TX",-94.1265562,30.080174
"742","Beaumont","TX","1985",975,"Beaumont , TX",-94.1265562,30.080174
"743","Beaumont","TX","1986",1111,"Beaumont , TX",-94.1265562,30.080174
"744","Beaumont","TX","1999",1323,"Beaumont , TX",-94.1265562,30.080174
"745","Beaumont","TX","2000",1073,"Beaumont , TX",-94.1265562,30.080174
"746","Beaumont","TX","2001",1114,"Beaumont , TX",-94.1265562,30.080174
"747","Beaumont","TX","2002",1150,"Beaumont , TX",-94.1265562,30.080174
"748","Beaumont","TX","2007",1073,"Beaumont , TX",-94.1265562,30.080174
"749","Beaumont","TX","2004",1060,"Beaumont , TX",-94.1265562,30.080174
"750","Beaumont","TX","2005",1130,"Beaumont , TX",-94.1265562,30.080174
"751","Beaumont","TX","2006",1155,"Beaumont , TX",-94.1265562,30.080174
"752","Beaumont","TX","1998",1226,"Beaumont , TX",-94.1265562,30.080174
"753","Beaumont","TX","1995",1230,"Beaumont , TX",-94.1265562,30.080174
"754","Beaumont","TX","1996",1252,"Beaumont , TX",-94.1265562,30.080174
"755","Beaumont","TX","1997",1295,"Beaumont , TX",-94.1265562,30.080174
"756","Beaumont","TX","2010",900,"Beaumont , TX",-94.1265562,30.080174
"757","Beaumont","TX","2012",1242,"Beaumont , TX",-94.1265562,30.080174
"758","Beaumont","TX","2008",1015,"Beaumont , TX",-94.1265562,30.080174
"759","Beaumont","TX","2009",1002,"Beaumont , TX",-94.1265562,30.080174
"760","Beaumont","TX","2011",1069,"Beaumont , TX",-94.1265562,30.080174
"761","Bellevue","WA","1991",196,"Bellevue , WA",-122.2006786,47.610377
"762","Bellevue","WA","2001",162,"Bellevue , WA",-122.2006786,47.610377
"763","Bellevue","WA","2002",140,"Bellevue , WA",-122.2006786,47.610377
"764","Bellevue","WA","2003",164,"Bellevue , WA",-122.2006786,47.610377
"765","Bellevue","WA","2004",174,"Bellevue , WA",-122.2006786,47.610377
"766","Bellevue","WA","1992",187,"Bellevue , WA",-122.2006786,47.610377
"767","Bellevue","WA","1993",191,"Bellevue , WA",-122.2006786,47.610377
"768","Bellevue","WA","1994",227,"Bellevue , WA",-122.2006786,47.610377
"769","Bellevue","WA","1995",169,"Bellevue , WA",-122.2006786,47.610377
"770","Bellevue","WA","2000",139,"Bellevue , WA",-122.2006786,47.610377
"771","Bellevue","WA","1985",197,"Bellevue , WA",-122.2006786,47.610377
"772","Bellevue","WA","1986",164,"Bellevue , WA",-122.2006786,47.610377
"773","Bellevue","WA","1987",148,"Bellevue , WA",-122.2006786,47.610377
"774","Bellevue","WA","1988",174,"Bellevue , WA",-122.2006786,47.610377
"775","Bellevue","WA","1989",208,"Bellevue , WA",-122.2006786,47.610377
"776","Bellevue","WA","1990",235,"Bellevue , WA",-122.2006786,47.610377
"777","Bellevue","WA","2006",184,"Bellevue , WA",-122.2006786,47.610377
"778","Bellevue","WA","2007",138,"Bellevue , WA",-122.2006786,47.610377
"779","Bellevue","WA","2008",168,"Bellevue , WA",-122.2006786,47.610377
"780","Bellevue","WA","1996",186,"Bellevue , WA",-122.2006786,47.610377
"781","Bellevue","WA","1997",159,"Bellevue , WA",-122.2006786,47.610377
"782","Bellevue","WA","1998",162,"Bellevue , WA",-122.2006786,47.610377
"783","Bellevue","WA","1999",129,"Bellevue , WA",-122.2006786,47.610377
"784","Bellevue","WA","2012",161,"Bellevue , WA",-122.2006786,47.610377
"785","Bellevue","WA","2005",172,"Bellevue , WA",-122.2006786,47.610377
"786","Bellevue","WA","2010",138,"Bellevue , WA",-122.2006786,47.610377
"787","Bellevue","WA","2011",140,"Bellevue , WA",-122.2006786,47.610377
"788","Bellevue","WA","2009",162,"Bellevue , WA",-122.2006786,47.610377
"789","Berkeley","CA","2012",487,"Berkeley , CA",-122.272747,37.8715926
"790","Berkeley","CA","1987",1174,"Berkeley , CA",-122.272747,37.8715926
"791","Berkeley","CA","1988",1195,"Berkeley , CA",-122.272747,37.8715926
"792","Berkeley","CA","1989",1137,"Berkeley , CA",-122.272747,37.8715926
"793","Berkeley","CA","1986",1279,"Berkeley , CA",-122.272747,37.8715926
"794","Berkeley","CA","2005",570,"Berkeley , CA",-122.272747,37.8715926
"795","Berkeley","CA","2006",646,"Berkeley , CA",-122.272747,37.8715926
"796","Berkeley","CA","2007",639,"Berkeley , CA",-122.272747,37.8715926
"797","Berkeley","CA","1985",1164,"Berkeley , CA",-122.272747,37.8715926
"798","Berkeley","CA","1999",842,"Berkeley , CA",-122.272747,37.8715926
"799","Berkeley","CA","2000",754,"Berkeley , CA",-122.272747,37.8715926
"800","Berkeley","CA","2001",742,"Berkeley , CA",-122.272747,37.8715926
"801","Berkeley","CA","2002",729,"Berkeley , CA",-122.272747,37.8715926
"802","Berkeley","CA","1990",1558,"Berkeley , CA",-122.272747,37.8715926
"803","Berkeley","CA","1991",1551,"Berkeley , CA",-122.272747,37.8715926
"804","Berkeley","CA","1992",1655,"Berkeley , CA",-122.272747,37.8715926
"805","Berkeley","CA","1993",1631,"Berkeley , CA",-122.272747,37.8715926
"806","Berkeley","CA","1994",1394,"Berkeley , CA",-122.272747,37.8715926
"807","Berkeley","CA","1995",1253,"Berkeley , CA",-122.272747,37.8715926
"808","Berkeley","CA","1996",1087,"Berkeley , CA",-122.272747,37.8715926
"809","Berkeley","CA","1997",965,"Berkeley , CA",-122.272747,37.8715926
"810","Berkeley","CA","1998",938,"Berkeley , CA",-122.272747,37.8715926
"811","Berkeley","CA","2003",926,"Berkeley , CA",-122.272747,37.8715926
"812","Berkeley","CA","2004",557,"Berkeley , CA",-122.272747,37.8715926
"813","Berkeley","CA","2009",615,"Berkeley , CA",-122.272747,37.8715926
"814","Berkeley","CA","2010",533,"Berkeley , CA",-122.272747,37.8715926
"815","Berkeley","CA","2011",482,"Berkeley , CA",-122.272747,37.8715926
"816","Berkeley","CA","2008",652,"Berkeley , CA",-122.272747,37.8715926
"817","Berkeley County","SC","1987",229,"Berkeley County , SC",-80.0087746,33.1260618
"818","Berkeley County","SC","1988",286,"Berkeley County , SC",-80.0087746,33.1260618
"819","Berkeley County","SC","1985",253,"Berkeley County , SC",-80.0087746,33.1260618
"820","Berkeley County","SC","1986",239,"Berkeley County , SC",-80.0087746,33.1260618
"821","Berkeley County","SC","1990",343,"Berkeley County , SC",-80.0087746,33.1260618
"822","Berkeley County","SC","1991",431,"Berkeley County , SC",-80.0087746,33.1260618
"823","Berkeley County","SC","1992",486,"Berkeley County , SC",-80.0087746,33.1260618
"824","Berkeley County","SC","1997",705,"Berkeley County , SC",-80.0087746,33.1260618
"825","Berkeley County","SC","1998",755,"Berkeley County , SC",-80.0087746,33.1260618
"826","Berkeley County","SC","1999",809,"Berkeley County , SC",-80.0087746,33.1260618
"827","Berkeley County","SC","2000",794,"Berkeley County , SC",-80.0087746,33.1260618
"828","Berkeley County","SC","2002",683,"Berkeley County , SC",-80.0087746,33.1260618
"829","Berkeley County","SC","1989",266,"Berkeley County , SC",-80.0087746,33.1260618
"830","Berkeley County","SC","2004",545,"Berkeley County , SC",-80.0087746,33.1260618
"831","Berkeley County","SC","2005",634,"Berkeley County , SC",-80.0087746,33.1260618
"832","Berkeley County","SC","2006",659,"Berkeley County , SC",-80.0087746,33.1260618
"833","Berkeley County","SC","1993",534,"Berkeley County , SC",-80.0087746,33.1260618
"834","Berkeley County","SC","1994",527,"Berkeley County , SC",-80.0087746,33.1260618
"835","Berkeley County","SC","1995",549,"Berkeley County , SC",-80.0087746,33.1260618
"836","Berkeley County","SC","1996",550,"Berkeley County , SC",-80.0087746,33.1260618
"837","Berkeley County","SC","2011",503,"Berkeley County , SC",-80.0087746,33.1260618
"838","Berkeley County","SC","2012",487,"Berkeley County , SC",-80.0087746,33.1260618
"839","Berkeley County","SC","2008",598,"Berkeley County , SC",-80.0087746,33.1260618
"840","Berkeley County","SC","2009",653,"Berkeley County , SC",-80.0087746,33.1260618
"841","Berkeley County","SC","2010",543,"Berkeley County , SC",-80.0087746,33.1260618
"842","Berkeley County","SC","2003",556,"Berkeley County , SC",-80.0087746,33.1260618
"843","Berkeley County","SC","2007",588,"Berkeley County , SC",-80.0087746,33.1260618
"844","Bernalillo County","NM","2009",813,"Bernalillo County , NM",-106.6291304,35.0177854
"845","Bernalillo County","NM","2010",795,"Bernalillo County , NM",-106.6291304,35.0177854
"846","Bernalillo County","NM","2011",784,"Bernalillo County , NM",-106.6291304,35.0177854
"847","Bernalillo County","NM","2000",832,"Bernalillo County , NM",-106.6291304,35.0177854
"848","Bernalillo County","NM","2001",1012,"Bernalillo County , NM",-106.6291304,35.0177854
"849","Bernalillo County","NM","2002",873,"Bernalillo County , NM",-106.6291304,35.0177854
"850","Bernalillo County","NM","2007",900,"Bernalillo County , NM",-106.6291304,35.0177854
"851","Bernalillo County","NM","2008",942,"Bernalillo County , NM",-106.6291304,35.0177854
"852","Bernalillo County","NM","1985",580,"Bernalillo County , NM",-106.6291304,35.0177854
"853","Bernalillo County","NM","1986",749,"Bernalillo County , NM",-106.6291304,35.0177854
"854","Bernalillo County","NM","1987",627,"Bernalillo County , NM",-106.6291304,35.0177854
"855","Bernalillo County","NM","1997",972,"Bernalillo County , NM",-106.6291304,35.0177854
"856","Bernalillo County","NM","1998",994,"Bernalillo County , NM",-106.6291304,35.0177854
"857","Bernalillo County","NM","2012",756,"Bernalillo County , NM",-106.6291304,35.0177854
"858","Bernalillo County","NM","2003",822,"Bernalillo County , NM",-106.6291304,35.0177854
"859","Bernalillo County","NM","2004",832,"Bernalillo County , NM",-106.6291304,35.0177854
"860","Bernalillo County","NM","2005",866,"Bernalillo County , NM",-106.6291304,35.0177854
"861","Bernalillo County","NM","2006",821,"Bernalillo County , NM",-106.6291304,35.0177854
"862","Bexar County","TX","1985",581,"Bexar County , TX",-98.5721016,29.4200763
"863","Bexar County","TX","1986",395,"Bexar County , TX",-98.5721016,29.4200763
"864","Bexar County","TX","1987",657,"Bexar County , TX",-98.5721016,29.4200763
"865","Bexar County","TX","1988",485,"Bexar County , TX",-98.5721016,29.4200763
"866","Bexar County","TX","1993",484,"Bexar County , TX",-98.5721016,29.4200763
"867","Bexar County","TX","1994",558,"Bexar County , TX",-98.5721016,29.4200763
"868","Bexar County","TX","1995",635,"Bexar County , TX",-98.5721016,29.4200763
"869","Bexar County","TX","1996",693,"Bexar County , TX",-98.5721016,29.4200763
"870","Bexar County","TX","2012",487,"Bexar County , TX",-98.5721016,29.4200763
"871","Bexar County","TX","1998",937,"Bexar County , TX",-98.5721016,29.4200763
"872","Bexar County","TX","1999",840,"Bexar County , TX",-98.5721016,29.4200763
"873","Bexar County","TX","2000",544,"Bexar County , TX",-98.5721016,29.4200763
"874","Bexar County","TX","2001",415,"Bexar County , TX",-98.5721016,29.4200763
"875","Bexar County","TX","1989",737,"Bexar County , TX",-98.5721016,29.4200763
"876","Bexar County","TX","1990",575,"Bexar County , TX",-98.5721016,29.4200763
"877","Bexar County","TX","1991",768,"Bexar County , TX",-98.5721016,29.4200763
"878","Bexar County","TX","1992",542,"Bexar County , TX",-98.5721016,29.4200763
"879","Bexar County","TX","2006",493,"Bexar County , TX",-98.5721016,29.4200763
"880","Bexar County","TX","2007",542,"Bexar County , TX",-98.5721016,29.4200763
"881","Bexar County","TX","2008",650,"Bexar County , TX",-98.5721016,29.4200763
"882","Bexar County","TX","2009",649,"Bexar County , TX",-98.5721016,29.4200763
"883","Bexar County","TX","1997",952,"Bexar County , TX",-98.5721016,29.4200763
"884","Bexar County","TX","2011",496,"Bexar County , TX",-98.5721016,29.4200763
"885","Bexar County","TX","2003",478,"Bexar County , TX",-98.5721016,29.4200763
"886","Bexar County","TX","2004",500,"Bexar County , TX",-98.5721016,29.4200763
"887","Bexar County","TX","2005",610,"Bexar County , TX",-98.5721016,29.4200763
"888","Bexar County","TX","2002",507,"Bexar County , TX",-98.5721016,29.4200763
"889","Bexar County","TX","2010",546,"Bexar County , TX",-98.5721016,29.4200763
"890","Billings","MT","1986",141,"Billings , MT",-108.5006904,45.7832856
"891","Billings","MT","1987",125,"Billings , MT",-108.5006904,45.7832856
"892","Billings","MT","1988",133,"Billings , MT",-108.5006904,45.7832856
"893","Billings","MT","1998",186,"Billings , MT",-108.5006904,45.7832856
"894","Billings","MT","1999",197,"Billings , MT",-108.5006904,45.7832856
"895","Billings","MT","2000",289,"Billings , MT",-108.5006904,45.7832856
"896","Billings","MT","1997",108,"Billings , MT",-108.5006904,45.7832856
"897","Billings","MT","1985",147,"Billings , MT",-108.5006904,45.7832856
"898","Billings","MT","2002",215,"Billings , MT",-108.5006904,45.7832856
"899","Billings","MT","2003",230,"Billings , MT",-108.5006904,45.7832856
"900","Billings","MT","2004",179,"Billings , MT",-108.5006904,45.7832856
"901","Billings","MT","2005",201,"Billings , MT",-108.5006904,45.7832856
"902","Billings","MT","1989",107,"Billings , MT",-108.5006904,45.7832856
"903","Billings","MT","1990",99,"Billings , MT",-108.5006904,45.7832856
"904","Billings","MT","1991",81,"Billings , MT",-108.5006904,45.7832856
"905","Billings","MT","1992",193,"Billings , MT",-108.5006904,45.7832856
"906","Billings","MT","2010",283,"Billings , MT",-108.5006904,45.7832856
"907","Billings","MT","2011",313,"Billings , MT",-108.5006904,45.7832856
"908","Billings","MT","2012",370,"Billings , MT",-108.5006904,45.7832856
"909","Billings","MT","2008",272,"Billings , MT",-108.5006904,45.7832856
"910","Billings","MT","2001",180,"Billings , MT",-108.5006904,45.7832856
"911","Billings","MT","2006",211,"Billings , MT",-108.5006904,45.7832856
"912","Billings","MT","2007",245,"Billings , MT",-108.5006904,45.7832856
"913","Billings","MT","2009",257,"Billings , MT",-108.5006904,45.7832856
"914","Birmingham","AL","1985",3350,"Birmingham , AL",-86.80249,33.5206608
"915","Birmingham","AL","2001",3027,"Birmingham , AL",-86.80249,33.5206608
"916","Birmingham","AL","2002",3187,"Birmingham , AL",-86.80249,33.5206608
"917","Birmingham","AL","2003",3347,"Birmingham , AL",-86.80249,33.5206608
"918","Birmingham","AL","2004",3261,"Birmingham , AL",-86.80249,33.5206608
"919","Birmingham","AL","2009",2812,"Birmingham , AL",-86.80249,33.5206608
"920","Birmingham","AL","2011",3163,"Birmingham , AL",-86.80249,33.5206608
"921","Birmingham","AL","2012",3237,"Birmingham , AL",-86.80249,33.5206608
"922","Birmingham","AL","1998",3147,"Birmingham , AL",-86.80249,33.5206608
"923","Birmingham","AL","1986",3769,"Birmingham , AL",-86.80249,33.5206608
"924","Birmingham","AL","1987",3532,"Birmingham , AL",-86.80249,33.5206608
"925","Birmingham","AL","1988",3419,"Birmingham , AL",-86.80249,33.5206608
"926","Birmingham","AL","1989",4020,"Birmingham , AL",-86.80249,33.5206608
"927","Birmingham","AL","1990",4193,"Birmingham , AL",-86.80249,33.5206608
"928","Birmingham","AL","1991",6908,"Birmingham , AL",-86.80249,33.5206608
"929","Birmingham","AL","1992",6144,"Birmingham , AL",-86.80249,33.5206608
"930","Birmingham","AL","1993",6678,"Birmingham , AL",-86.80249,33.5206608
"931","Birmingham","AL","1994",6625,"Birmingham , AL",-86.80249,33.5206608
"932","Birmingham","AL","1995",6649,"Birmingham , AL",-86.80249,33.5206608
"933","Birmingham","AL","1996",4416,"Birmingham , AL",-86.80249,33.5206608
"934","Birmingham","AL","1997",3785,"Birmingham , AL",-86.80249,33.5206608
"935","Birmingham","AL","2006",3175,"Birmingham , AL",-86.80249,33.5206608
"936","Birmingham","AL","1999",2843,"Birmingham , AL",-86.80249,33.5206608
"937","Birmingham","AL","2000",2947,"Birmingham , AL",-86.80249,33.5206608
"938","Birmingham","AL","2005",3449,"Birmingham , AL",-86.80249,33.5206608
"939","Birmingham","AL","2007",3320,"Birmingham , AL",-86.80249,33.5206608
"940","Birmingham","AL","2008",3249,"Birmingham , AL",-86.80249,33.5206608
"941","Boise","ID","1985",384,"Boise , ID",-116.2146068,43.6187102
"942","Boise","ID","1987",445,"Boise , ID",-116.2146068,43.6187102
"943","Boise","ID","1988",391,"Boise , ID",-116.2146068,43.6187102
"944","Boise","ID","1989",425,"Boise , ID",-116.2146068,43.6187102
"945","Boise","ID","1990",476,"Boise , ID",-116.2146068,43.6187102
"946","Boise","ID","1995",645,"Boise , ID",-116.2146068,43.6187102
"947","Boise","ID","1996",510,"Boise , ID",-116.2146068,43.6187102
"948","Boise","ID","1997",540,"Boise , ID",-116.2146068,43.6187102
"949","Boise","ID","1998",587,"Boise , ID",-116.2146068,43.6187102
"950","Boise","ID","1986",418,"Boise , ID",-116.2146068,43.6187102
"951","Boise","ID","2000",663,"Boise , ID",-116.2146068,43.6187102
"952","Boise","ID","2001",633,"Boise , ID",-116.2146068,43.6187102
"953","Boise","ID","2002",682,"Boise , ID",-116.2146068,43.6187102
"954","Boise","ID","2003",645,"Boise , ID",-116.2146068,43.6187102
"955","Boise","ID","1991",455,"Boise , ID",-116.2146068,43.6187102
"956","Boise","ID","1992",520,"Boise , ID",-116.2146068,43.6187102
"957","Boise","ID","1993",617,"Boise , ID",-116.2146068,43.6187102
"958","Boise","ID","1994",506,"Boise , ID",-116.2146068,43.6187102
"959","Boise","ID","2008",558,"Boise , ID",-116.2146068,43.6187102
"960","Boise","ID","2009",590,"Boise , ID",-116.2146068,43.6187102
"961","Boise","ID","2010",544,"Boise , ID",-116.2146068,43.6187102
"962","Boise","ID","2011",510,"Boise , ID",-116.2146068,43.6187102
"963","Boise","ID","1999",509,"Boise , ID",-116.2146068,43.6187102
"964","Boise","ID","2004",754,"Boise , ID",-116.2146068,43.6187102
"965","Boise","ID","2005",749,"Boise , ID",-116.2146068,43.6187102
"966","Boise","ID","2006",782,"Boise , ID",-116.2146068,43.6187102
"967","Boise","ID","2007",655,"Boise , ID",-116.2146068,43.6187102
"968","Boise","ID","2012",567,"Boise , ID",-116.2146068,43.6187102
"969","Boston","MA","1987",11954,"Boston , MA",-71.0588801,42.3600825
"970","Boston","MA","1988",12175,"Boston , MA",-71.0588801,42.3600825
"971","Boston","MA","1989",12919,"Boston , MA",-71.0588801,42.3600825
"972","Boston","MA","1986",12395,"Boston , MA",-71.0588801,42.3600825
"973","Boston","MA","1995",9569,"Boston , MA",-71.0588801,42.3600825
"974","Boston","MA","1996",9154,"Boston , MA",-71.0588801,42.3600825
"975","Boston","MA","1997",7886,"Boston , MA",-71.0588801,42.3600825
"976","Boston","MA","1994",10664,"Boston , MA",-71.0588801,42.3600825
"977","Boston","MA","1985",11887,"Boston , MA",-71.0588801,42.3600825
"978","Boston","MA","1998",7427,"Boston , MA",-71.0588801,42.3600825
"979","Boston","MA","1999",7263,"Boston , MA",-71.0588801,42.3600825
"980","Boston","MA","2000",7322,"Boston , MA",-71.0588801,42.3600825
"981","Boston","MA","2001",7361,"Boston , MA",-71.0588801,42.3600825
"982","Boston","MA","2002",6956,"Boston , MA",-71.0588801,42.3600825
"983","Boston","MA","1990",13664,"Boston , MA",-71.0588801,42.3600825
"984","Boston","MA","1991",11829,"Boston , MA",-71.0588801,42.3600825
"985","Boston","MA","1992",11672,"Boston , MA",-71.0588801,42.3600825
"986","Boston","MA","1993",10843,"Boston , MA",-71.0588801,42.3600825
"987","Boston","MA","2007",6837,"Boston , MA",-71.0588801,42.3600825
"988","Boston","MA","2008",6676,"Boston , MA",-71.0588801,42.3600825
"989","Boston","MA","2009",6192,"Boston , MA",-71.0588801,42.3600825
"990","Boston","MA","2010",5819,"Boston , MA",-71.0588801,42.3600825
"991","Boston","MA","2011",5252,"Boston , MA",-71.0588801,42.3600825
"992","Boston","MA","2012",5266,"Boston , MA",-71.0588801,42.3600825
"993","Boston","MA","2004",6917,"Boston , MA",-71.0588801,42.3600825
"994","Boston","MA","2005",7479,"Boston , MA",-71.0588801,42.3600825
"995","Boston","MA","2006",7533,"Boston , MA",-71.0588801,42.3600825
"996","Boston","MA","2003",7173,"Boston , MA",-71.0588801,42.3600825
"997","Boulder","CO","2000",218,"Boulder , CO",-105.2705456,40.0149856
"998","Boulder","CO","2001",211,"Boulder , CO",-105.2705456,40.0149856
"999","Boulder","CO","2002",231,"Boulder , CO",-105.2705456,40.0149856
"1000","Boulder","CO","2007",219,"Boulder , CO",-105.2705456,40.0149856
"1001","Boulder","CO","2008",202,"Boulder , CO",-105.2705456,40.0149856
"1002","Boulder","CO","2009",245,"Boulder , CO",-105.2705456,40.0149856
"1003","Boulder","CO","2010",210,"Boulder , CO",-105.2705456,40.0149856
"1004","Boulder","CO","1998",207,"Boulder , CO",-105.2705456,40.0149856
"1005","Boulder","CO","1999",186,"Boulder , CO",-105.2705456,40.0149856
"1006","Boulder","CO","1985",239,"Boulder , CO",-105.2705456,40.0149856
"1007","Boulder","CO","1986",213,"Boulder , CO",-105.2705456,40.0149856
